drug,pvalue,padj
zaleplon,0.14233536984870723,0.366797350745608
cgs-20625,0.14246033940499772,0.366797350745608
tg-100572,0.14303814428787714,0.3676308965977944
eltrombopag,0.14398252063611017,0.3694019634050557
aminoglutethimide,0.1446005454917819,0.37033095456036885
midostaurin,0.14657263678635316,0.3747183841516838
tiludronate,0.14716935641931184,0.37558035050924904
azd2858,0.14754930293238233,0.3758870446182345
cladribine,0.14796760234383263,0.37605865974182706
poziotinib,0.14813644509526014,0.37605865974182706
abt-751,0.14987964451508456,0.37933593843400165
salidroside,0.14995173240100135,0.37933593843400165
alogliptin,0.15105399263112843,0.3812082756059812
everolimus,0.15137895265111515,0.3812082756059812
sb-239063,0.15173205804203896,0.3812082756059812
gw-788388,0.15174565773949217,0.3812082756059812
dacinostat,0.15288880124609008,0.38171785329811053
idazoxan,0.15317849818606225,0.38171785329811053
tws-119,0.15345782333728777,0.38171785329811053
rn-1734,0.15360530931096414,0.38171785329811053
fenretinide,0.15364445034983124,0.38171785329811053
niacin,0.1543437085561434,0.38171785329811053
etp-46464,0.1546375157180199,0.38171785329811053
obatoclax,0.1548227379050252,0.38171785329811053
vincristine,0.154836860626337,0.38171785329811053
"mns-(3,4-methylenedioxy-nitrostyrene)",0.15496082404981434,0.38171785329811053
filgotinib,0.15526984228549212,0.38171785329811053
pf-03758309,0.15550395543818787,0.38171785329811053
fk-888,0.15563096811895608,0.38171785329811053
dorzolamide,0.15564169553965806,0.38171785329811053
azd5363,0.15667665010369797,0.3836059436549086
maxacalcitol,0.15930170057642054,0.3893742579967576
selumetinib,0.15968255712006546,0.38964698170781575
ots167,0.16014932604386875,0.3898548410858895
biib021,0.1603065863483789,0.3898548410858895
wye-354,0.1606203145117851,0.38996240788347825
avanafil,0.1621548917931392,0.39176226015274035
chlorindanol,0.16229848030114363,0.39176226015274035
epirubicin,0.16253353763102787,0.39176226015274035
doxercalciferol,0.1625887013782588,0.39176226015274035
fdcyd,0.16271535476972837,0.39176226015274035
temozolomide,0.1637627377406562,0.39362903905436797
methotrexate,0.1641599616259165,0.3938013183910969
stf-118804,0.16437871203056154,0.3938013183910969
noretynodrel,0.16468242348480752,0.3938768045992008
rg108,0.165185986194572,0.3939786706595221
naftidrofuryl,0.16526955984127845,0.3939786706595221
cpi-1189,0.16618184159829752,0.394946386872015
dalcetrapib,0.1667742393775606,0.394946386872015
mebendazole,0.1670053595313666,0.394946386872015
betamethasone-dipropionate,0.16733400573249926,0.394946386872015
azd1480,0.16747710057916232,0.394946386872015
stemregenin-1,0.1675672910873207,0.394946386872015
unc2250,0.16758609643359862,0.394946386872015
amg-232,0.17000142359328063,0.39998708933248306
albendazole,0.17039882461890885,0.4002712649733135
sr-57227a,0.17076448660996485,0.4004800844807442
sb-218795,0.17285376932682642,0.4032139434312518
evp4593,0.1732004581008132,0.4032139434312518
cep-37440,0.17328592543660482,0.4032139434312518
lorazepam,0.17342287026321812,0.4032139434312518
sb-939,0.1735443367873325,0.4032139434312518
lonafarnib,0.17360213321193493,0.4032139434312518
bi-2536,0.17437746678876742,0.40436569622331164
prt062070,0.17538583264650243,0.4060532797431824
nsc-697923,0.17633071382342005,0.40758872668129204
hypoestoxide,0.17725022640993265,0.40906072984876
tecastemizole,0.18060173735491075,0.41495476902038403
epothilone-d,0.1806103784124149,0.41495476902038403
protirelin,0.18066448132884724,0.41495476902038403
mk-3207,0.18540662166558355,0.42445614894533207
pranidipine,0.18544495484488266,0.42445614894533207
gs-9973,0.18568123170863526,0.42445614894533207
deoxycorticosterone-acetate,0.18783805712411283,0.4265626027439966
ru-58841,0.18787893615060489,0.4265626027439966
fleroxacin,0.18811998021715237,0.4265626027439966
nocodazole,0.18842246668308327,0.4265626027439966
cinromide,0.18850500208230514,0.4265626027439966
lcl-161,0.18876287426032484,0.4265626027439966
butamben,0.18881645921754012,0.4265626027439966
efonidipine-monoethanolate,0.18896104240421688,0.4265626027439966
decitabine,0.18935342363447866,0.42678256074624704
buparlisib,0.18975899319881273,0.42703151346606844
ikk-2-inhibitor-v,0.19070520362042093,0.428019528793137
mesna,0.19078963101007143,0.428019528793137
cinalukast,0.19158929832748892,0.4291481651391277
buthionine-sulfoximine,0.1930917004480161,0.4318449622075414
oxyphencyclimine,0.19376606045543343,0.43268439734415454
digitoxigenin,0.19588259558046234,0.4364760747266754
acetazolamide,0.19606734524695163,0.4364760747266754
dequalinium,0.19690386051246211,0.4371185115909893
prednisolone-acetate,0.19699755043510556,0.4371185115909893
lanoconazole,0.19726218940491777,0.4371185115909893
marimastat,0.1980543065917686,0.43820272421756745
9-aminoacridine,0.19867235606546382,0.4387610123688043
baicalin,0.19897283176235137,0.4387610123688043
sr-33805,0.19921629932709362,0.4387610123688043
fr-139317,0.1995665679140523,0.4388644738170725
carfilzomib,0.20030935067264594,0.439829484709133
licochalcone-a,0.20153081855343039,0.4418410521921421
tamoxifen,0.20229600802888123,0.44284701368881785
u-0126,0.2026017436503092,0.44284701368881785
xilobam,0.20325858779106198,0.44361263428909
abiraterone-acetate,0.20415095395333463,0.4448892023651735
mozavaptan,0.20501008546935137,0.44576755248375866
dexrazoxane,0.2054518130646705,0.44576755248375866
birinapant,0.20547820145588597,0.44576755248375866
monobenzone,0.20619564638684834,0.4464005974054279
hydrocortisone,0.20662006353282752,0.4464005974054279
azd4547,0.20669550812829077,0.4464005974054279
tg100-115,0.20746271170136035,0.44738978216373837
ver-49009,0.2104185470817963,0.45308874646928454
ribavirin,0.2108233493371709,0.4532858640280628
gzd824,0.21209398417283948,0.4553412390179506
raclopride,0.21317059518058373,0.45674503082418816
methoxyflurane,0.2133791574548384,0.45674503082418816
tacedinaline,0.21400199759892163,0.457401610820738
du-728,0.21511288479768603,0.4588843923177696
abt-702,0.2153299947365346,0.4588843923177696
thioguanine,0.21623506700075631,0.4601355028677859
icotinib,0.21730547794596414,0.46173425343290764
nemonapride,0.2178176729002835,0.4621439482209827
7-hydroxystaurosporine,0.2181742211318228,0.46222269103623365
amg900,0.21950630316185923,0.46436494250761745
onx-0914,0.2204885976937344,0.46539142165237124
estrone,0.22063477211715732,0.46539142165237124
4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,0.2214613512533169,0.46645498582758305
gilteritinib,0.22178447102302207,0.4664565836777804
gsk256066,0.22211783503365193,0.46647969128257527
endo-iwr-1,0.223061772017184,0.4674699738211053
r547,0.22323548853516498,0.4674699738211053
torin-2,0.22372835210999553,0.4678250368542826
tetrahydropapaverine,0.22421706334628397,0.4681329891376087
cs-110266,0.22452266376053936,0.4681329891376087
fluocinolone-acetonide,0.22587033180425203,0.4697589536252595
pf-03814735,0.22613009706888196,0.4697589536252595
ar-12,0.2262764275582625,0.4697589536252595
vismodegib,0.2276417996225383,0.47191645279915895
balapiravir,0.22883822594808045,0.4727051862933724
fenofibrate,0.2289998852885308,0.4727051862933724
defactinib,0.22900230517736977,0.4727051862933724
plx-4720,0.2295318318562276,0.47312330583470275
venetoclax,0.23086224639405017,0.47518872052943184
tmc-353121,0.23159837356032648,0.4755779804406406
rg2833,0.23170869123058163,0.4755779804406406
echinomycin,0.2320648725003965,0.4756343774901895
atorvastatin,0.23422086212675747,0.4793742397417512
spironolactone,0.23499867093761606,0.4802868317044215
sib-1757,0.23559031094145613,0.4805758785148963
cephalomannine,0.2359419703702401,0.4805758785148963
proscillaridin-a,0.23613645447414738,0.4805758785148963
trometamol,0.23650516687964823,0.48065024785793675
abemaciclib,0.2378214618729717,0.48213817659134567
clenbuterol,0.2381049127880077,0.48213817659134567
tyrphostin-ag-494,0.23844628660691217,0.48213817659134567
metronidazole,0.23857009981990565,0.48213817659134567
thiamine,0.2394840866975091,0.48331028375355045
cidofovir,0.2406338356426354,0.48495426208202436
nomegestrol-acetate,0.2428943025039621,0.48804256285412895
bardoxolone,0.24303538401129832,0.48804256285412895
tiotidine,0.24317808418647338,0.48804256285412895
gw-501516,0.24466700968269034,0.48983673396421046
r406,0.2451298757666295,0.48983673396421046
menadione,0.24524429962903532,0.48983673396421046
cefpiramide,0.24542614521358158,0.48983673396421046
bay-11-7085,0.24735947524049073,0.4924380196919941
pd-98059,0.2474101177028885,0.4924380196919941
jib04,0.24791929510225985,0.4927736538639698
tyrphostin-ag-99,0.24853007239328073,0.49331003395483847
snx-5422,0.24923401517653002,0.49402961638416293
pterostilbene,0.25078166680111114,0.49641733496745255
canertinib,0.25146503834925615,0.4970335041791346
palmitoylethanolamide,0.25177992989862175,0.4970335041791346
talmapimod,0.2523290809477155,0.4974389375086435
sr-27897,0.2536100775316417,0.4987476885192657
mycophenolic-acid,0.2536823073601794,0.4987476885192657
cyclosporine,0.25427053760857987,0.4987523711830472
sufentanil,0.25437404971187894,0.4987523711830472
parthenolide,0.25593490105237426,0.5011336966478831
sirolimus,0.256424992985687,0.5014148173652555
chlorpropamide,0.25770707920342184,0.5032417592541855
gestrinone,0.2583396696239746,0.503333409598638
vx-702,0.2587866970189887,0.503333409598638
gsk461364,0.25879755130710896,0.503333409598638
nan-190,0.25979507928177714,0.5045952747929282
mifepristone,0.2625797704623636,0.509320278631421
cobimetinib,0.2637093415904715,0.5108265291585171
oxcarbazepine,0.2647758221438795,0.5122067040671039
warfarin,0.26562976462661636,0.5131725893387369
kx2-391,0.2665770298291832,0.5134081220552951
trapidil,0.26731464133070937,0.5134081220552951
amisulpride,0.2673155609440464,0.5134081220552951
valrubicin,0.2673480259252582,0.5134081220552951
beta-naphthol,0.26752572496868865,0.5134081220552951
artemisinin,0.2701532827454628,0.5167024713131136
cyclosporin-a,0.2703127508882269,0.5167024713131136
cediranib,0.2704781621735132,0.5167024713131136
latrepirdine,0.2706706795130201,0.5167024713131136
capsaicin,0.27153314232710296,0.5170705973437129
paricalcitol,0.2716447880669524,0.5170705973437129
refametinib,0.2719355387550556,0.5170705973437129
zardaverine,0.2753495803499489,0.521551559502058
ldn-57444,0.2753587825627046,0.521551559502058
sevelamer,0.2753734564337058,0.521551559502058
cx-5461,0.27614432967899744,0.5222928650716823
caffeic-acid,0.27648675511051046,0.5222928650716823
triciribine,0.27692352998469194,0.5224359164117982
clofoctol,0.27834276940103475,0.5235248313463158
gastrodin,0.2785364845944226,0.5235248313463158
uk-383367,0.27858612310757647,0.5235248313463158
aeg3482,0.2796210642556478,0.5247881711775907
anisomycin,0.280801373280701,0.5263207087269097
linsitinib,0.2823495486059093,0.5280792366314035
rimexolone,0.28246947418984547,0.5280792366314035
sb-218078,0.28415173436420627,0.5299024788100154
petcm,0.2841771413659792,0.5299024788100154
ginkgolide-a,0.28602939652855863,0.5326699315017044
gdc-0980,0.28645775626228087,0.5327819708374298
oleoylethanolamide,0.28752017067052327,0.5340714851864533
diazooxonorleucine,0.2882326957345649,0.5342983109117304
vincamine,0.28838077458331823,0.5342983109117304
lucitanib,0.2896081830135545,0.535539219340529
azd5438,0.29011459443392523,0.535539219340529
a-674563,0.2906282787486705,0.535539219340529
chidamide,0.2913821825834752,0.535539219340529
diaveridine,0.2915128998556112,0.535539219340529
ym-155,0.29155101436554604,0.535539219340529
fludroxycortide,0.2922030622164531,0.535539219340529
sunitinib,0.2923614678619567,0.535539219340529
cabazitaxel,0.29254888109273225,0.535539219340529
u-18666a,0.2927515704895359,0.535539219340529
ve-821,0.29470112070856563,0.5384249010925435
deferasirox,0.29590575973997424,0.5397352969719444
zk-93423,0.2964790863494223,0.5397352969719444
ly364947,0.2965373608104325,0.5397352969719444
gsk2656157,0.2974206183650011,0.5406628577564782
trichostatin-a,0.29944889081535475,0.5432914422456243
pirenperone,0.29961753345681286,0.5432914422456243
pindolol,0.3008010807840702,0.5440955711228792
carmofur,0.30081303171962914,0.5440955711228792
sb-216641,0.3015061451257688,0.544668404490621
pf-04217903,0.3027292454921334,0.5457014555661688
genz-644282,0.3028322521213777,0.5457014555661688
sn-38,0.30355092224096797,0.5463161498540804
abt-737,0.306065105049082,0.5491036028923519
mercaptopurine,0.3069334622043746,0.5491036028923519
taltirelin,0.307137423971273,0.5491036028923519
selinexor,0.30773574122662994,0.5491036028923519
nsc-663284,0.30798705493449846,0.5491036028923519
halcinonide,0.30815999743984995,0.5491036028923519
lacitol,0.30827889379812445,0.5491036028923519
sb-657510,0.30891943731686133,0.5491036028923519
mk-8245,0.3092267101600657,0.5491036028923519
gossypol,0.30928673877354507,0.5491036028923519
fendiline,0.309407223281603,0.5491036028923519
neratinib,0.3101682453960041,0.5491036028923519
lgx818,0.31022972926117875,0.5491036028923519
cep-32496,0.3104124030172383,0.5491036028923519
ppt,0.3111076504268616,0.5496615020362255
estramustine-phosphate,0.3125792861766585,0.5512925349209225
acivicin,0.3130215928417381,0.5512925349209225
securinine,0.3131737827954376,0.5512925349209225
colistin-b-sulfate,0.3140645319298839,0.5514823653510624
psi-7976,0.3141448558241096,0.5514823653510624
penicillamine-(d),0.3147740202952104,0.5514823653510624
dacarbazine,0.3148061048928663,0.5514823653510624
chir-98014,0.3161936349884122,0.5516737578223522
methylphenidate,0.31649188401432077,0.5516737578223522
brefeldin-a,0.3165764854061317,0.5516737578223522
cp-724714,0.3167716713914516,0.5516737578223522
prednisolone-tebutate,0.3168216259505008,0.5516737578223522
triclabendazole,0.31801192446004445,0.5530808349683706
cyproheptadine,0.31941989325740416,0.554862647711241
docetaxel,0.32185924502750773,0.5584296493462875
emd-53998,0.32330634980522066,0.5598296079115075
pd-153035,0.32343991168902575,0.5598296079115075
gsk1838705a,0.32399538178243137,0.5601210483144303
ldn-212854,0.3248881526517356,0.5609942206289515
nsc-3852,0.3296522017910679,0.5673958360236369
ryuvidine,0.32977403586814336,0.5673958360236369
ranitidine,0.3301308636643267,0.5673958360236369
evodiamine,0.3301639902777486,0.5673958360236369
niraparib,0.33101937362377293,0.5681910244763931
norethindrone-acetate,0.3323701726214004,0.5688365736922093
danusertib,0.3324434488091033,0.5688365736922093
pj-34,0.3328340759058308,0.5688365736922093
bf2.649,0.33296791839481776,0.5688365736922093
carmustine,0.33380054303629625,0.5695865398272649
sulfanilamide,0.334230491839131,0.569648435443136
ar-42,0.3354979541555915,0.5705171616926608
nsc-632839,0.3355287523154487,0.5705171616926608
oleanolic-acid,0.33613992482589433,0.5708855296045412
tetrahydrouridine,0.3366314013003504,0.5710499855587422
tw-37,0.3373319877333626,0.5715683679744445
ici-162846,0.3383963461905549,0.5720734141944159
nu6027,0.33842076195606086,0.5720734141944159
bosentan,0.3404797136022888,0.5748823168990804
olda,0.3417891615332761,0.576420648879546
entinostat,0.3423278041126304,0.5766569645529409
gsk923295,0.3439973080061266,0.5787954705637967
tacalcitol,0.3457862747522631,0.5811297788229091
desonide,0.34942902740479853,0.5859041471810886
remoxipride,0.3494369585468414,0.5859041471810886
4-hydroxy-phenazone,0.3516063882972391,0.5874128164515338
gsk2126458,0.35205107429708393,0.5874128164515338
sgi-1776,0.352186039290751,0.5874128164515338
thiomersal,0.3522231416296995,0.5874128164515338
fg-4592,0.35358335126493223,0.5874128164515338
tak-715,0.35405086869656743,0.5874128164515338
cnx-774,0.3541698432321343,0.5874128164515338
alexidine,0.3544564167879123,0.5874128164515338
acy-1215,0.3548532774121541,0.5874128164515338
lomitapide,0.35493024499643266,0.5874128164515338
sulfamethazine,0.3550916551538913,0.5874128164515338
peruvoside,0.35520816475127304,0.5874128164515338
a61603,0.35577878952567044,0.58745428556819
ly2109761,0.356254402703143,0.58745428556819
indirubin,0.3564511836412376,0.58745428556819
bvd-523,0.3574970020892352,0.5878929008463989
tanespimycin,0.35752989132331103,0.5878929008463989
pd-0325901,0.3581162704560884,0.5879555681060094
tozasertib,0.3589598553249751,0.5879555681060094
pha-680632,0.35923758368347924,0.5879555681060094
estramustine,0.35930145026080973,0.5879555681060094
diclazuril,0.3595996390973174,0.5879555681060094
irinotecan,0.36048061517910246,0.5887307563929586
cgs-15943,0.36146806666453113,0.5896778945474369
ym-201636,0.3624103468329185,0.5905492926432805
rita,0.36377587795926347,0.5921076438774514
ketoprofen,0.36476246466513884,0.5930463891802875
ci-844,0.36610211936527715,0.5945564160735758
naloxone,0.3693196223696934,0.5985875320581392
nilutamide,0.3694116559280707,0.5985875320581392
resiquimod,0.36996777072125275,0.5988180807982693
oxiperomide,0.3712183645839634,0.6001709201709442
pilocarpine,0.374155004774947,0.604243629363112
nvp-bez235,0.3748143788542887,0.6046336746958259
tilmicosin,0.3787499791603134,0.6103020265534226
difluprednate,0.37967772736719674,0.6105580529633203
imidapril,0.37980984462597966,0.6105580529633203
tas-103,0.38017471024184635,0.6105580529633203
ly2183240,0.3825071146279245,0.613622832446349
domiphen,0.38316235086880124,0.6136813185755269
golgicide-a,0.3833917843761412,0.6136813185755269
tiagabine,0.3840620613069363,0.6140749201228032
delanzomib,0.38477195422917654,0.6145309246905281
erdafitinib,0.3868678363650666,0.6171970884457016
scs,0.3952979863240914,0.6299517469283703
mtpg,0.3966209595678156,0.6302799844549039
bortezomib,0.39673868743946894,0.6302799844549039
vx-765,0.39705332266317517,0.6302799844549039
sb-200646,0.397246265254231,0.6302799844549039
resatorvid,0.3994302331611447,0.6327959497310799
lidocaine,0.3997066330713248,0.6327959497310799
bibr-1532,0.40192432224582497,0.6350283801783668
trimebutine,0.4019944687238314,0.6350283801783668
triamcinolone-acetonide,0.4032873267352701,0.6363759670511842
dianhydrogalactitol,0.4038554054542144,0.6365781826712944
methylprednisolone,0.40572421444756923,0.6388280068614066
unc0631,0.4081802282336603,0.6419348751436138
tivantinib,0.4086736907664069,0.6419348751436138
obidoxime,0.40902830330505313,0.6419348751436138
kd-023,0.4097401456875608,0.6423553529901413
cp-673451,0.41302186810467867,0.6467993973457468
ro-4987655,0.4142268483183926,0.6479851346126639
3-deazaneplanocin-a,0.4148048009976333,0.6479906210446054
homoharringtonine,0.4151259887410844,0.6479906210446054
navarixin,0.4171567599640269,0.6504588703318394
gemcitabine,0.41813935437990923,0.6511884506039916
amoxicillin,0.41852471255128687,0.6511884506039916
tioxolone,0.4204962129176609,0.6535531902168156
saxagliptin,0.42410398954100315,0.658436451106623
scriptaid,0.42464107817031826,0.658436451106623
niridazole,0.4250711906265522,0.658436451106623
ly2334737,0.426454345177551,0.658436451106623
cct128930,0.4266759088367811,0.658436451106623
tosedostat,0.42671635704936106,0.658436451106623
piperine,0.42682335254873005,0.658436451106623
piretanide,0.4286714381142728,0.6605831426531978
metaraminol,0.4293508838091544,0.660669017543104
jq1-(+),0.43025301306848895,0.660669017543104
bifemelane,0.43051019940817337,0.660669017543104
masitinib,0.4305534786061832,0.660669017543104
osi-420,0.4313347952736555,0.6611473445372894
novobiocin,0.4324655926094024,0.6611473445372894
carvedilol,0.43304164791977084,0.6611473445372894
mitoxantrone,0.43307514666457747,0.6611473445372894
norethindrone,0.43341929544747493,0.6611473445372894
pibenzimol,0.433986039127076,0.6611473445372894
streptozotocin,0.4340635641398929,0.6611473445372894
barasertib,0.4365862498927022,0.6642905400575606
dichlorisone-acetate,0.4377956650968736,0.6654310161714034
topotecan,0.43845503743815895,0.6657339340745183
10-deacetylbaccatin,0.4422539868116293,0.6707982378578906
papaverine,0.44456930439252196,0.6727435731893009
i-bet-762,0.4451207117466476,0.6727435731893009
mk-0773,0.44527366049274364,0.6727435731893009
amsacrine,0.445396228828853,0.6727435731893009
litronesib,0.44635766452660786,0.6734705494978155
phlorizin,0.44680838114575183,0.6734705494978155
rki-1447,0.4473034244827738,0.6735151459173504
levocetirizine,0.44821073431639047,0.6741797635715353
bms-626529,0.44937106512328895,0.6750435588339896
dihydromyricetin,0.4497180309025335,0.6750435588339896
d-7193,0.45096855674512915,0.676219172653059
pi3k-in-2,0.45151858877463125,0.6763430620671753
jnj-26481585,0.4526873721723914,0.677392582764685
"cp-945,598",0.453838315375926,0.6783732409002367
ribociclib,0.4543593644478082,0.6783732409002367
pha-793887,0.45474916632565965,0.6783732409002367
motesanib,0.4571998941592319,0.6806283274965617
adl5859,0.45768848680869767,0.6806283274965617
posaconazole,0.45797783568768213,0.6806283274965617
estradiol-cypionate,0.45844788249371715,0.6806283274965617
bromosporine,0.458612729308326,0.6806283274965617
dolutegravir,0.46035322823244296,0.6825113947257633
merimepodib,0.46277690234481383,0.6854024336672934
triamterene,0.4640268534369041,0.68655097844908
r306465,0.46541791330752025,0.6879057411194911
snx-2112,0.468597893821444,0.6918991350608464
clopamide,0.47047432928725885,0.6939616253605133
nsc-23766,0.47309121515035957,0.6971109860718638
naltrexone,0.47413447696588307,0.6979375261135634
jk-184,0.47521217394974224,0.6988130240907287
fulvestrant,0.47609360429400716,0.6990501170286528
bosutinib,0.4763396098066701,0.6990501170286528
exemestane,0.4791578739892194,0.7019484247321813
kpt-185,0.4797627873883501,0.7019484247321813
sc-144,0.4802052111078763,0.7019484247321813
idelalisib,0.480254969236254,0.7019484247321813
er-27319,0.4811891692381792,0.7024962646103327
oxaliplatin,0.48273964868990926,0.7024962646103327
rs-67506,0.4828672885933628,0.7024962646103327
vidarabine,0.48310512884022305,0.7024962646103327
ikk-16,0.48355726446882663,0.7024962646103327
jzl-184,0.48372841807042877,0.7024962646103327
chlorhexidine,0.4846350780691968,0.7024962646103327
hydroxyurea,0.48498159962931275,0.7024962646103327
ro-106-9920,0.4849991488221992,0.7024962646103327
ri-1,0.4870973868273044,0.7048299187391095
oridonin,0.48790746803813134,0.7052968094417343
gw-405833,0.4892114010848281,0.7064759454787887
metoxibutropate,0.4914437974367293,0.7089921982960591
ouabain,0.49389284578020554,0.7118156851035433
estradiol,0.494529285177872,0.7120237568680405
gdc-0349,0.49630093934925035,0.7138642735967845
adefovir-dipivoxil,0.49691327719499057,0.7140352652444403
"2,3-dcpe",0.499980842372022,0.7177304354288848
tanshinone-i,0.5010766572625386,0.7185906075905781
cct137690,0.503618426368758,0.7212564324088431
bardoxolone-methyl,0.5039324486284315,0.7212564324088431
chloropyramine,0.5047720967620882,0.7217442925046855
crizotinib,0.5060997061007958,0.7229282080235455
dofetilide,0.5069457161481986,0.7230660134323028
3-amino-benzamide,0.5076458068321967,0.7230660134323028
flumatinib,0.5076952796456252,0.7230660134323028
estradiol-benzoate,0.509254950254044,0.7245741524263537
nizatidine,0.5111571631409382,0.7265662230500369
gw-441756,0.5124724452521018,0.7272345916458706
ccg-50014,0.513335858412352,0.7272345916458706
ch5132799,0.513347080453658,0.7272345916458706
sparfloxacin,0.5136377005266619,0.7272345916458706
zolantidine,0.5158264640726606,0.7284963950481322
raf265,0.5161742850992316,0.7284963950481322
th-302,0.5161910450846661,0.7284963950481322
dexamethasone-acetate,0.5165427099650198,0.7284963950481322
ly2090314,0.517139393302551,0.7286277527836331
lasalocid,0.5198394752279498,0.7299949987559498
rheochrysidin,0.5202010823112919,0.7299949987559498
isopropyl-myristate,0.5202991638142132,0.7299949987559498
metyrapone,0.5205180226992376,0.7299949987559498
nitrocaramiphen,0.5206322313173048,0.7299949987559498
filanesib,0.5224169705718988,0.7317883411592814
norgestrel,0.5237875220740962,0.7328894071461376
pf-04136309,0.524215989216484,0.7328894071461376
s26948,0.5258447305953731,0.7344568775786726
pha-848125,0.5324341746291626,0.7427402744846008
az20,0.532803468287083,0.7427402744846008
selamectin,0.5334824916704709,0.7427402744846008
skf-96365,0.5338285317650207,0.7427402744846008
camylofine-chlorhydrate,0.5378041910864219,0.747552991836746
ribitol,0.5406005652917663,0.7507188272333837
axitinib,0.5434420249531837,0.7539411410424323
genipin,0.544508574814299,0.7546972296516195
ramifenazone,0.5450453629520988,0.7547183159729062
tenovin-6,0.547075289908483,0.7561109969545546
e7449,0.5472211569976873,0.7561109969545546
eprosartan,0.5476187455482884,0.7561109969545546
halofantrine,0.5483950742459271,0.7564105240516599
pd-318088,0.5488811681093593,0.7564105240516599
anastrozole,0.5494627539888778,0.7564915366526225
tyrphostin-ag-1296,0.5506522914113507,0.7571691341315102
olaparib,0.5510014500625295,0.7571691341315102
pacritinib,0.5521361265570288,0.7580085153017274
nsc-319726,0.5544102774992591,0.7582925784833646
ro-90-7501,0.5556035996783615,0.7582925784833646
imatinib,0.5559782065649629,0.7582925784833646
fli-06,0.5564895229657228,0.7582925784833646
trovafloxacin,0.5565690591711374,0.7582925784833646
dasatinib,0.5567538669544068,0.7582925784833646
cx-4945,0.5568321835591603,0.7582925784833646
butylscopolamine-bromide,0.5569234421183903,0.7582925784833646
sodium-stibogluconate,0.5570594408623474,0.7582925784833646
forodesine,0.5577544918097326,0.7585251406472584
lappaconite,0.558946162537335,0.7587399941974617
y-39983,0.5589611843914957,0.7587399941974617
kf-38789,0.5603521086311241,0.7597971704524954
levonorgestrel,0.5607901714189807,0.7597971704524954
sertindole,0.5637601590070995,0.7629899611954981
tandutinib,0.5649351447997217,0.7629899611954981
gsk429286a,0.5649358644160604,0.7629899611954981
suxibuzone,0.565255866207031,0.7629899611954981
foscarnet,0.5682909460746163,0.7659135943372763
oxibendazole,0.5684946005016964,0.7659135943372763
tyrphostin-a9,0.5693468460929538,0.7659135943372763
nvp-aew541,0.5695390653123078,0.7659135943372763
mek162,0.5703927719418391,0.7663494345402426
givinostat,0.5733499657154207,0.7693056198369492
dolastatin-10,0.5738976330351424,0.7693056198369492
tak-733,0.5746724099174298,0.7693056198369492
3'-fluorobenzylspiperone,0.574719678675703,0.7693056198369492
dvd-111,0.5755245194247746,0.7696709608203778
tropisetron,0.5764724505609644,0.7698997716895166
desoxycortone,0.5775571154452359,0.7698997716895166
mek1-2-inhibitor,0.5781040480102664,0.7698997716895166
oltipraz,0.5783163817815763,0.7698997716895166
cholecalciferol,0.5783559445932996,0.7698997716895166
doxycycline,0.5795961944236436,0.7708416298998275
4-chlorophenylguanidine,0.5807298327630537,0.7716400991810272
paliperidone,0.5841258822432158,0.7754405060604893
ganetespib,0.5879361698333437,0.7795471679597656
cgp-52411,0.5883207040893195,0.7795471679597656
1-phenylbiguanide,0.589301188175748,0.7795471679597656
theophylline,0.5893742928458767,0.7795471679597656
"l-798,106",0.5912770565229095,0.7813496810855252
p5091,0.5931722680413509,0.7831389341750318
sb-366791,0.5938472329756117,0.7833153565320967
bay-11-7082,0.5954858404155166,0.7842658955852924
tioguanine,0.5956518446774266,0.7842658955852924
bi-78d3,0.5973379846419307,0.7852816665491809
azomycin-(2-nitroimidazole),0.5975087179479255,0.7852816665491809
iowh032,0.5985130108046582,0.7858877737153726
nithiamide,0.6022038042542851,0.7900171393979606
bendroflumethiazide,0.6031892292382929,0.7905931292643206
ag-14361,0.6038306499449679,0.7907176022356277
isofloxythepin,0.6046111772963505,0.7910238458841041
bicalutamide,0.6065414909953084,0.7926276612279598
azd2461,0.6069325837184378,0.7926276612279598
ly2606368,0.6079585235482361,0.7928387565802936
beclomethasone-dipropionate,0.6081900620622847,0.7928387565802936
8-hydroxy-pipat,0.6131346644666248,0.7985651300478902
ly303511,0.6141594427913518,0.7991804979488184
bms-265246,0.6147408738937159,0.7992183688447501
foretinib,0.6158797665378699,0.7999802712569998
phenazone,0.6165017771344383,0.8000700192946477
xl-647,0.6194998374564764,0.8032403806447325
g-1,0.6231920249510526,0.8073042615077648
tepoxalin,0.6249446576315376,0.8084165786447496
thiram,0.6252262252574496,0.8084165786447496
rucinol,0.6257267229316652,0.8084165786447496
methyldopa,0.627385760628968,0.8090403049162639
azd9668,0.6275762840345427,0.8090403049162639
azathioprine,0.6278868434146263,0.8090403049162639
bix-01294,0.62856632826422,0.8091952642333864
cilostamide,0.6294464547833953,0.8096080178413982
methiazole,0.6300533905078007,0.8096689663097582
carbachol,0.6333346160872496,0.8129013894934085
kw-2478,0.6339854854988132,0.8129013894934085
midodrine,0.6344899431566723,0.8129013894934085
naproxen,0.6352785909626781,0.8129013894934085
clindamycin-phosphate,0.6353776582702454,0.8129013894934085
napabucasin,0.6364417100241737,0.8130637547622902
