tf,importance_mean,rank
NHLH2,0.0006728118201256923,122
PA2G4,0.0006702288893772371,123
GATA1,0.000667424308964352,124
E2F1,0.0006624697283541536,125
NONO,0.0006607464042190259,126
TFAP2B,0.0006579325930943014,127
LHX1,0.0006578280364844129,128
LEF1,0.0006563520039435389,129
ELK3,0.0006528352700721977,130
FOXF1,0.0006507005927232967,131
NFKB1,0.0006503797906958653,132
MYC,0.0006476589978698636,133
PBX2,0.0006470568484473916,134
CREBZF,0.0006464340849788641,135
MESP2,0.0006461115790694787,136
GTF3A,0.0006445938558196455,137
AP1,0.00064394421618393,138
NEUROG2,0.0006421429968516653,139
ZFHX3,0.0006407383272289735,140
KAT7,0.0006402929832347581,141
HOXB4,0.0006349779727012598,142
E2F3,0.0006339339250644116,143
POU2F1,0.0006322609887016976,144
NKRF,0.000631880063792778,145
SOX2,0.0006317660452092847,146
KLF15,0.0006285223696371153,147
ETV4,0.0006241649551732564,148
RFX5,0.0006236780831841316,149
NFIA,0.0006224252533608402,150
MEOX2,0.0006213521888421762,151
SALL4,0.0006212512540704058,152
DAXX,0.0006196889286760172,153
TFAP4,0.0006195865389455453,154
NSD2,0.0006080980651555971,155
JUND,0.0006068334185746001,156
RFX4,0.000606002567345835,157
PAX9,0.00060216313249839,158
NEUROD6,0.0006018233214945212,159
KDM5B,0.0006009393494432895,160
HNF1B,0.0006009214032398328,161
PAX5,0.0006004542599839624,162
HMGB2,0.0005969653369599352,163
LHX2,0.0005919472041872116,164
NFIC,0.0005910579281893054,165
SNAI1,0.000589631711883006,166
ARNT,0.0005895788826213295,167
BHLHA15,0.0005889722273233626,168
AR,0.0005842776342130188,169
HNF1A,0.0005817487177372034,170
NR1D1,0.0005761990634406781,171
HOXA13,0.0005732276066131211,172
TFAP2C,0.0005703023151833501,173
TFAP2A,0.0005701083645211232,174
PPARGC1B,0.0005690676273843564,175
PHOX2B,0.0005671307381893106,176
RBPJ,0.0005665007669146386,177
ESRRA,0.0005643982692769593,178
SIM2,0.0005624479752782463,179
BCL3,0.000560878607552695,180
HOXA11,0.0005596755748532208,181
MAX,0.0005564856884727002,182
EOMES,0.0005487614133774817,183
PRDM16,0.0005478865833841458,184
CREB3,0.0005384474785188331,185
STAT6,0.0005378484420589302,186
ESR1,0.0005376033397017939,187
TWIST1,0.0005365927280574094,188
ARID5B,0.0005317687363155225,189
SALL3,0.0005311251102436169,190
PAX6,0.0005271749550615823,191
YBX1,0.0005268676324021726,192
CREBBP,0.0005247582673121087,193
NR4A3,0.0005228140190979502,194
HDAC3,0.0005215301269951548,195
JUNB,0.000520712350771646,196
PAX1,0.0005204728440124502,197
LRRFIP1,0.0005194512707021204,198
ZHX2,0.000519127507122145,199
ZBTB16,0.0005158815277354733,200
GTF2IRD1,0.0005158743170705786,201
ETV1,0.0005128246710455642,202
CEBPG,0.0005032119733944759,203
NR0B2,0.0004973968082140345,204
ZNF804A,0.0004915692141670055,205
HIC1,0.0004893625461287835,206
RUNX2,0.0004865111542121288,207
APEX1,0.00048465290603113924,208
KDM2A,0.0004839082899555554,209
MLXIPL,0.0004810146026784423,210
ZBTB17,0.00048091846233641415,211
MXD1,0.0004805171901447617,212
IRF9,0.00047358654233751926,213
KLF9,0.0004715398891221412,214
MEF2B,0.0004706276621618599,215
CREB1,0.00046315730171689513,216
ZNF395,0.00046291292284953063,217
FOXM1,0.0004609193740179762,218
TGFB1I1,0.00045813945339811347,219
BCL11A,0.00045733639131716094,220
SMARCA4,0.00045697006898990364,221
HIVEP2,0.00045435122747979523,222
CTBP1,0.0004482024900748153,223
SOX10,0.00044819727176369874,224
ESRRB,0.0004476368375586996,225
FOXA1,0.00044558131485246123,226
NFATC4,0.00044191527871788593,227
ZNF160,0.0004414434485632057,228
HEYL,0.00044047534402125166,229
FOXC1,0.00043837496178866786,230
XBP1,0.00043783827413790277,231
CDX2,0.0004375134753900056,232
ING4,0.0004358258873556527,233
SP1,0.0004323621465213516,234
MAF,0.0004314244307747591,235
HBP1,0.00043050532761602277,236
NPM1,0.0004292964054457116,237
