tf,rank_42,importance_mean_42,rank_123,importance_mean_123,rank_456,importance_mean_456,mean_rank,in_top20_all_seeds
KLF4,700,7.047515309809664e-05,390,0.0004156085662761673,52,0.0010094439043768944,380.6666666666667,False
GATA4,208,0.0005285458184365173,397,0.00040817217442660575,537,0.00015627302249375438,380.6666666666667,False
HIPK2,79,0.0009575918651307802,413,0.00039690949821912603,656,9.336632311184682e-05,382.6666666666667,False
NFIX,483,0.00020448205353697327,142,0.0010506156930053597,525,0.00016536962313248675,383.3333333333333,False
RFX4,383,0.00028938022342212357,610,0.0001629442616058944,157,0.000606002567345835,383.3333333333333,False
TCF7,242,0.0004439640874200753,655,0.0001155437778038504,254,0.0004138507610908467,383.6666666666667,False
HOXB3,371,0.0003048634337327864,200,0.0008281975634555276,580,0.00013255174907591538,383.6666666666667,False
ATF2,444,0.00023377992976160537,399,0.00040767816694445476,313,0.0003464422494024196,385.3333333333333,False
BCL3,701,6.891456990274492e-05,279,0.0006197284112052633,180,0.000560878607552695,386.6666666666667,False
CTBP2,311,0.0003659048004512518,414,0.0003964243621908281,436,0.00022946469048008568,387.0,False
MYF6,571,0.00014579396338376682,214,0.0007818705906781058,376,0.000277722963009334,387.0,False
TEAD1,90,0.000873850553095205,523,0.0002586634975311123,550,0.0001457625823301593,387.6666666666667,False
NFE2L1,384,0.00028912769512317026,479,0.0003121919797611857,301,0.0003663366620761129,388.0,False
VHL,34,0.0012703085139188868,732,5.384889762088581e-05,399,0.00026141494048725157,388.3333333333333,False
ELF3,133,0.0006840324598670122,587,0.00018118564678388794,449,0.00022230083979219256,389.6666666666667,False
CREBBP,537,0.0001642600021800907,439,0.00035609554804523215,193,0.0005247582673121087,389.6666666666667,False
