tf,importance_mean,importance_std,rank
HES1,0.00027995362742844367,4.562369802784532e-05,508
CDX2,0.0002796332690908038,0.00020605217832683352,509
MNT,0.0002790994203448895,9.722051407852989e-05,510
EGR3,0.0002785824475957458,0.00010019725735675868,511
NEUROD6,0.00027763384631834305,0.00011573779840148926,512
HLF,0.0002762967891724179,3.316729657289134e-05,513
KLF15,0.00027607427045950317,9.324054333034072e-05,514
NR5A2,0.0002756680038943685,0.00016109579697863686,515
TADA2A,0.00027502825823057085,3.759738006161093e-05,516
NKX6-2,0.00027462295417875557,2.8182210751527377e-05,517
ZBTB16,0.0002726136950040926,3.9525277193045486e-05,518
FOXP3,0.00026955760796626595,1.622768105269054e-05,519
ISL1,0.0002694838299397944,2.443350370618581e-05,520
OTX2,0.0002694035313736681,2.5827267603550645e-05,521
STAT5A,0.000267245653819862,0.00019787355543945349,522
NEUROG2,0.0002663713214197476,0.00013219570437068745,523
PAX7,0.00026508928995742345,4.3512599139474916e-05,524
MYBL2,0.00026420678647589923,3.526949045104442e-05,525
HOXB4,0.0002638106719573305,2.2805701285587306e-05,526
CEBPG,0.0002635006974293277,5.372716138180911e-05,527
ZNF804A,0.0002612931795929031,2.9273162815093638e-05,528
RARB,0.0002600706826911511,0.00019501868680250935,529
TP53,0.000258862884262177,0.0001595932149051278,530
NR5A1,0.00025774628249789633,9.877901583369338e-05,531
NANOG,0.0002559245281581109,5.603809020712841e-05,532
LRRFIP1,0.00025417015232952244,0.0001551590246964442,533
NRG1,0.00025416913701842346,7.62346072522288e-05,534
AHR,0.00025376301192005083,2.4877079529542893e-05,535
KDM2A,0.0002522130641990849,0.0002075978601842502,536
ZNF384,0.0002508858012037816,0.0001884398752941444,537
HIF3A,0.00024904565894055185,0.00019687071739098817,538
MTF2,0.0002486480013343143,2.862108671439516e-05,539
MTA3,0.00024852505641614,7.43602419012786e-05,540
POU4F1,0.00024828696943317616,0.0003306192884820108,541
HOXA11,0.0002476858480227051,2.6782896732920136e-05,542
GTF2I,0.0002475256815272133,0.00013639511896316396,543
FEV,0.0002463371061073092,0.00013055170005465947,544
EBF3,0.00024257067400829056,0.00010748432360282767,545
CREBBP,0.0002409658140063263,0.00010724064207098821,546
E2F6,0.0002399634487563454,0.00010911901580095466,547
ESRRB,0.00023975229494410105,2.033638664428863e-05,548
DDIT3,0.00023904787046213232,0.0001368147642935719,549
MLXIP,0.00023738215732251,0.0001416170096944717,550
MYT1,0.0002368026367034706,0.00017488385711833431,551
NR1H3,0.0002367012776818054,6.697589537004051e-05,552
TBX5,0.00023612257753091278,7.704184408302729e-05,553
HEY2,0.0002360738279271067,4.514917117805908e-05,554
KLF11,0.0002357282928326438,9.0692935889528e-05,555
ELF1,0.00023456800321619453,4.5078486182860556e-05,556
IRF2BPL,0.0002299373658907559,7.542789423281804e-05,557
BHLHE40,0.00022799264778403526,2.798649388372409e-05,558
PIN1,0.00022687322545117687,8.092642695976087e-05,559
TFAP2A,0.00022630600065453582,7.727122117314977e-05,560
BCL11B,0.0002257647003183721,1.0364422522540253e-05,561
TRERF1,0.00022444399646839443,2.042061289904192e-05,562
CEBPE,0.00022310496608719265,0.00012690722875282744,563
PAX6,0.00022297701854418994,0.00016865836517607425,564
HNF4A,0.00022256117962272625,5.588255462747476e-05,565
GATA5,0.0002220530322122181,7.080287936018876e-05,566
HOXB6,0.00022112688578051985,3.9291922935726325e-05,567
NFIA,0.0002208944658981765,1.2499949218954208e-05,568
ERF,0.0002185357881010284,0.0001355552313310618,569
DMRT1,0.00021839635894249307,8.341622146378132e-05,570
ZIC1,0.00021822495658384332,0.00011463358881450704,571
GATA2,0.00021734006042573476,0.0001238351420243734,572
NKX6-1,0.00021673490646770632,6.782228746675375e-05,573
MEF2D,0.0002158408336742808,9.012572161355839e-05,574
PAX9,0.0002141105487062804,0.00015465680026112357,575
HEYL,0.0002126152333578708,3.327740890298054e-05,576
SFPQ,0.00021213349064290777,2.3400686326736515e-05,577
MLXIPL,0.00021135167570078423,0.00010320873837565344,578
ZBTB32,0.0002106933152169174,0.00012174604832274783,579
SMAD1,0.00021012095958899954,6.581360783089867e-05,580
MYF5,0.00020952745958765023,4.685202892774882e-05,581
SP7,0.00020766037936301024,5.962895531116389e-05,582
SREBF1,0.0002064147234737314,0.00010465158494879875,583
HDAC5,0.0002059185599378135,6.458185774150962e-05,584
PA2G4,0.0002041994661825463,2.0655251865039056e-05,585
NRF1,0.00020369531677966627,1.7925247914249644e-05,586
POU2AF1,0.00020319026767042075,9.261473335153636e-05,587
BTG2,0.00020316542642114766,8.888955659438886e-05,588
E4F1,0.00020291323597051067,0.00010517405963834884,589
NCOA2,0.00020207185384560485,1.2110385503258336e-05,590
ARID3B,0.00020113637108375092,2.168131664655583e-05,591
BHLHE41,0.0002000852209361041,0.0002267700217211745,592
BHLHA15,0.000197295061684915,4.794584610513255e-05,593
NR2C2,0.00019671669490653495,0.0001516945187772694,594
PAX5,0.00019625996425761536,5.52025356491445e-05,595
PRDM4,0.00019504334787757603,0.00019771762763013808,596
HINFP,0.00019482567391032095,6.484514707415256e-05,597
HOXA5,0.00019431917403661062,9.671234603258929e-05,598
PARK7,0.0001940231530527416,1.7828494656502034e-05,599
MYC,0.0001923783483831005,9.744015701312071e-05,600
MYOCD,0.000191906077666524,0.00011700208879880754,601
IRX4,0.00018951137978818209,0.00017113425340891823,602
NFIX,0.0001893946503496225,2.4845605448138412e-05,603
FOXP1,0.00018337123301407276,3.7927589061530576e-05,604
HOXD4,0.00018275660787772457,1.1648791588648545e-05,605
JARID2,0.0001821856661519352,4.3485985096762315e-05,606
PAX2,0.00018189234961682538,7.272748297231475e-05,607
HOXB2,0.00018009123941841278,8.075582966861297e-05,608
MXI1,0.00017982154814820783,7.931236500501925e-05,609
KLF1,0.00017850894328653844,0.00012359700416089236,610
FOXA3,0.00017789203229724672,2.836118435321053e-05,611
MYF6,0.0001771040819931853,6.092927265275212e-05,612
NR1D1,0.00017682225230496106,0.00014546432795684944,613
NR2E3,0.0001752322176193607,3.0378934920207793e-05,614
TCF15,0.00017279609832441013,8.458176935051488e-05,615
RLF,0.0001724125376009716,9.346798227852926e-05,616
DEAF1,0.00016908347264277818,4.376119201363136e-05,617
IRF9,0.00016839222769263673,0.00010863440237602894,618
SIN3A,0.00016596760537327762,7.882783184844142e-05,619
EBF1,0.00016578580505210994,3.571876696519811e-05,620
TCF3,0.0001653932500966187,2.0129162419596137e-05,621
ID3,0.00016490843490839894,1.551782726694077e-06,622
FOXD3,0.00016390016519627777,4.4771024276113416e-05,623
KLF4,0.00016278608688332608,9.982428168533673e-05,624
HAND2,0.0001621129003854266,9.79593056917779e-05,625
DNMT3B,0.0001616910133453941,3.519267521216144e-05,626
ZBTB7A,0.00016163627163199166,9.787829319442486e-05,627
MAFK,0.00016161554777174316,3.3871072773701956e-05,628
ZNF143,0.00016150281381209426,2.0113001001022262e-05,629
LMO2,0.00016106527244791279,4.38981836320532e-06,630
MYB,0.0001606242912465665,0.0001015326891786293,631
GLIS3,0.0001582426062135623,4.150179627569578e-05,632
TBX20,0.0001564787018107658,8.925361955077857e-05,633
GBX2,0.00015606697521053145,4.3376821160681884e-05,634
NR1I3,0.00015575227566104116,7.746019830474283e-05,635
KLF5,0.0001547401299390141,8.585323311077304e-05,636
THRA,0.00015422910855572626,9.400777309406306e-05,637
NFYB,0.00015409624230550424,7.610813870821108e-05,638
DLX2,0.00015382001809363695,3.070652174521345e-05,639
SOX6,0.00015286281968725015,4.2082867963848e-05,640
TBPL2,0.00015213395713981116,9.346428011633365e-05,641
ZGLP1,0.00015208274963942077,2.669740057260014e-05,642
NCOA3,0.00015202109159837752,5.679374067606429e-05,643
SOX4,0.00015096012914082562,0.00011236714104970244,644
SNAI1,0.00015015753438759122,6.703845749745452e-05,645
SP4,0.00014971406740272707,9.065168456008106e-05,646
PHOX2A,0.00014947237575643616,5.772235283502913e-05,647
FOXO4,0.00014876885747853097,6.328633733882177e-05,648
MAFG,0.0001483653405438994,2.9530827228805435e-05,649
MBD2,0.00014689508918577142,1.3205477314875694e-05,650
TCF7L1,0.000146762866442382,2.8383507427603983e-05,651
SP2,0.00014671329934613182,7.47271350808148e-05,652
AIRE,0.00014637476645747846,5.143574320783795e-05,653
SOX3,0.00014624416270666988,5.683972770128199e-05,654
KLF10,0.0001461686479815123,4.818506993926959e-05,655
NCOR2,0.0001460180252558353,0.00011006167574492198,656
PML,0.00014580533613055152,5.895392456974615e-05,657
NPM1,0.00014559582518239666,2.9915286833273727e-05,658
TFAM,0.0001455546362409898,9.409125889245548e-05,659
SOX17,0.00014529461327908474,0.00012415980110127035,660
KDM5A,0.00014442231310223084,1.03908161898649e-05,661
GFI1B,0.00014413415701343144,4.9568457366152835e-05,662
HES6,0.0001437919803769651,4.129548337003923e-05,663
SATB2,0.00014210544322273134,3.145054953222989e-05,664
MEF2C,0.00014174284618178202,5.784480316540232e-05,665
OLIG2,0.0001401560379657334,1.9204831098858345e-05,666
ZFPM2,0.0001401394040592343,3.579597212905637e-05,667
TOX3,0.00014000310023454927,5.156624069530217e-05,668
KDM5C,0.00013877996651800108,7.652672390882519e-06,669
NR4A2,0.00013876327024047556,8.252523964193245e-05,670
HES5,0.00013874957540154937,5.442784842240952e-05,671
NEUROG3,0.0001385011850423077,6.211809481096994e-05,672
SMARCC1,0.00013820646625670708,5.3015948189875045e-05,673
EMX2,0.00013754581640186686,1.0685487534191786e-05,674
KLF3,0.0001362727713019938,2.1487646902782125e-05,675
SALL3,0.00013474640055745742,0.00010769259064072991,676
SMARCA5,0.00013471546167097772,7.256197576302707e-05,677
MTA1,0.00013362821627967833,4.5390711983061955e-05,678
SIRT1,0.00013308035599761948,6.951130607658985e-05,679
ARX,0.00013273878311813469,7.313003849315261e-05,680
HNF1B,0.0001316537244940078,0.00010849830636176062,681
ZFP64,0.00013136235866504007,4.927805629611574e-05,682
KMT2A,0.00013082386446328534,4.485669800616973e-06,683
KLF2,0.00013034323286438345,5.3985423372911564e-05,684
STAT4,0.00012908231840787784,2.025585855081897e-05,685
CTCF,0.00012876061425037385,2.6702213690658975e-05,686
SOX18,0.00012857626773144846,8.443451422348508e-05,687
IKZF3,0.00012774327662056767,3.6502073557111245e-05,688
HDAC9,0.00012751493185376,7.738253445203443e-05,689
SP6,0.00012616935753383395,6.926161637453255e-05,690
VSX2,0.0001260110904587521,2.9434722067014975e-06,691
IKZF4,0.00012498213896321598,6.17992845365841e-05,692
FOXI1,0.00012494911018633975,1.6973666285840355e-05,693
ZNF354C,0.00012427502113595635,7.2486825932398e-05,694
MAFA,0.00012316507887658737,8.17728585363408e-05,695
PTF1A,0.00012302261212306844,1.951765681550516e-05,696
TFEB,0.00012299124605813562,7.235625851183924e-05,697
PURA,0.00012299078070505967,7.2761182162145e-05,698
MNX1,0.00012287884206859856,3.0090220246644102e-05,699
STOX1,0.0001219898323195093,4.83659297397569e-05,700
FOXF1,0.00012047608333858475,9.451662690357731e-06,701
HNF4G,0.00012035238242762919,0.00010466497165732394,702
MYOG,0.00011975480044168709,4.662103437235465e-05,703
NUPR1,0.00011923611598942302,4.5421798626804815e-05,704
HOXC13,0.00011852510283428717,9.164151122114843e-05,705
FOSL1,0.00011635675057407019,1.4147186109827389e-05,706
EWSR1,0.000115461059521845,1.0368504868229896e-05,707
MSC,0.00011512402145179052,3.564373078736092e-05,708
TTF1,0.0001120943225221176,0.00010160149645948083,709
ZFPM1,0.00011076129324204757,5.117269841916656e-05,710
NR2F6,0.00010733535989083114,5.9725603512047826e-05,711
TAF1,0.00010671446635550575,5.1674513946664246e-05,712
SF1,0.00010588778277187518,2.313020729756243e-05,713
DNMT1,0.00010578804535685243,5.455734893480375e-05,714
RB1,0.00010531608260634609,3.508852928668026e-05,715
PBRM1,0.00010324683440478337,2.8805930870562886e-05,716
MEOX2,0.00010214737183059238,4.239319397652322e-05,717
NR1H4,0.00010212975182082689,4.05208065141756e-05,718
GLI1,0.00010205880512449765,2.8583870826558583e-05,719
ZBTB14,0.00010165845710460386,4.968216763079652e-05,720
NFX1,0.00010156382178823939,9.290097976332755e-05,721
KLF9,0.00010149781094610914,2.171539696733551e-05,722
HOXB5,0.00010142786965879297,3.337060273566818e-05,723
ZNF436,0.00010102607839798743,9.993059135252837e-06,724
HOXD8,0.00010043545948607744,5.796557537870012e-05,725
PPARGC1A,9.932758978713923e-05,1.2064262234358067e-05,726
PDX1,9.915111602454173e-05,6.747415787325522e-05,727
SRSF2,9.813818593896414e-05,3.5457760332712646e-05,728
IRF8,9.76342007892115e-05,1.3658776677586156e-05,729
PROP1,9.68549760563337e-05,3.5815798642144024e-05,730
HEY1,9.495680311087368e-05,7.950586390714319e-05,731
BCL3,9.353376689526645e-05,2.9310481547275422e-05,732
FOXN4,9.232288383538021e-05,4.8727740657813295e-05,733
HIVEP3,9.216987110544139e-05,2.7666928370409925e-05,734
MTA2,9.15130509178691e-05,5.029572856086511e-05,735
TCF7L2,9.057298378683459e-05,2.679598371774747e-05,736
POU5F1,8.886180475875303e-05,2.3691362945134715e-05,737
TSC22D1,8.85859961083458e-05,4.218973376988446e-05,738
POU2F2,8.800217258056829e-05,3.254122813888652e-05,739
INSM1,8.756248207055021e-05,1.8247434895048115e-05,740
MSX1,8.725468822461547e-05,3.195232904457258e-05,741
SON,8.613152766166797e-05,6.634778296611418e-05,742
GABPA,8.300383458004436e-05,5.101893057348992e-05,743
SOX9,8.115329775178555e-05,4.4159607724598776e-05,744
TFAP2D,8.06317804939982e-05,2.0176449728665652e-05,745
DACH1,7.743010920438414e-05,2.057384975987847e-05,746
BACH2,7.226039499919965e-05,3.857361804996618e-05,747
FOXA1,7.051667291875746e-05,2.97455796555375e-05,748
LITAF,6.983907451584382e-05,3.4925835381276966e-05,749
NR1H2,6.924146599378163e-05,9.138257853501076e-06,750
NHLH2,6.818660297155242e-05,2.7531731840585218e-05,751
NR0B1,6.738582643591247e-05,2.1023989141683103e-05,752
ARID3A,6.717959897496361e-05,7.34895330071087e-06,753
PBX1,6.6993090699702e-05,1.2572171140037047e-05,754
POU1F1,6.585428643398582e-05,3.484272170277667e-05,755
ZBED1,6.468890638722808e-05,1.4763882804229559e-05,756
LMX1A,6.46746032113543e-05,1.865875101104917e-05,757
SATB1,6.465614852402268e-05,2.924360423195967e-05,758
BCL6,6.076712131311922e-05,1.2953633995354687e-05,759
VSX1,5.64015407918131e-05,2.6139882092039492e-06,760
NR6A1,5.559109931884233e-05,3.23522989222447e-05,761
NRL,5.4997870981630205e-05,1.569981118478636e-05,762
GATA3,5.1962004991693035e-05,3.259657549596229e-05,763
DLX1,5.186144868024207e-05,1.0464395193583131e-05,764
GFI1,5.167655101288341e-05,2.6211601213177106e-05,765
PKNOX1,5.145527301011162e-05,5.18667687257119e-06,766
ZNF160,4.669526011057176e-05,6.426105522286175e-06,767
ZNF76,3.829034817425349e-05,2.2028475510151152e-05,768
NR1D2,3.54735354559273e-05,5.633959322649934e-06,769
RFX2,3.454653778790237e-05,1.4765968476078468e-05,770
IKZF1,2.9970254573742372e-05,1.8681167650158783e-05,771
