tf,importance_mean,importance_std,rank
NPAS4,0.0005669709902241838,0.00032253739339419907,299
SOX10,0.000566967553549598,0.0002798103248459057,300
PPARA,0.0005669123875619412,0.0002653542172093036,301
HOXA7,0.0005650899535307551,9.53837376658833e-05,302
ATF6,0.0005647879494118212,0.00027082276399415233,303
MYRF,0.0005620286283695837,0.00016227306527445134,304
PITX3,0.0005576169015647784,5.6594117936169356e-05,305
HOXA2,0.0005524302443330206,7.1249921988494e-05,306
SHOX2,0.0005512686323049591,0.00012439162822179924,307
HESX1,0.0005505541396199289,0.00034752438626803393,308
TRIM28,0.0005479175913662421,9.15405545647431e-05,309
HOXB3,0.0005473369004561152,0.00017604070956232836,310
FLI1,0.0005454334052846015,0.0002361840174817277,311
ZNF395,0.0005443521720280842,0.0003268092123818186,312
FOSL2,0.0005423373019236622,0.00010538208056097663,313
YY1,0.0005411880660491616,0.0004316583477981086,314
ETV6,0.0005410966503845747,0.00023321971472689852,315
KMT2B,0.0005404103139628407,0.00019765286498783712,316
RFX5,0.0005383268473503714,0.0002390177403890665,317
BARX2,0.0005370892594319137,8.211213328653597e-05,318
YBX1,0.0005343883376576971,0.00018849321846629074,319
FOXO6,0.0005286229211342782,0.0002814176446142467,320
ARID5B,0.0005276333793883876,0.00022562198938384868,321
TCF12,0.0005220726622491099,0.00025682138433920034,322
ARID1B,0.0005178416497784323,2.7168186198322245e-05,323
TFE3,0.0005178055221262359,0.00023945202865488738,324
YBX3,0.0005174453990381989,4.9502183110612584e-05,325
FOXO1,0.0005171012416950003,0.0001240298489191139,326
HOXB13,0.0005165881646718162,0.0001887763339542712,327
PGR,0.0005143931966006681,0.00012412466568422381,328
CEBPA,0.0005136775613746894,0.00013414198065909083,329
HDAC4,0.0005130679226135955,0.00016717708486514745,330
FOXF2,0.0005112743823060969,0.0002578530793688634,331
DMAP1,0.0005110496967375579,1.4641849358818174e-05,332
SALL4,0.000509237706495756,0.00022355632396345258,333
HOXD1,0.0005072658013519649,0.00022245637947242557,334
ATF4,0.000505967408452022,0.00021511321591339533,335
AIP,0.0005047130611861998,0.00032367451073202794,336
ATOH1,0.0005041853295938841,0.00013332983606046238,337
FOXD1,0.0005021789187860967,0.00035319066173453335,338
BMAL1,0.0004960255428873993,0.0002057564687307145,339
TBR1,0.0004958107558673193,0.00014226634276650035,340
TOX,0.0004957460272603064,0.00031917818289039303,341
POU3F4,0.0004946714525890502,9.586780606694569e-05,342
KLF7,0.0004909812111192896,0.00028347712785924606,343
STAT5B,0.0004906147586819251,0.0003619610155449555,344
CREB3L3,0.0004902443396912706,0.0001840991654384984,345
PRRX1,0.00048759126051212473,0.0001565307985815505,346
KAT6B,0.0004872240962863497,0.00012515641281513287,347
