tf,importance_mean,rank
CTNNB1,0.000307187116265361,363
FOXA2,0.0003065909408536699,364
TBR1,0.000306111368872459,365
NFYC,0.0003055801678432214,366
ZNF804A,0.00030555953071598196,367
USF1,0.00030483969947791786,368
PIAS1,0.00030404127394859006,369
FLI1,0.0003039261371833907,370
FOXD1,0.00030244394788910125,371
ETV6,0.00030209711944321913,372
SIM2,0.0003016600596352377,373
NR2F2,0.0003003564410982673,374
HOXB13,0.0002996254621104361,375
HOXB3,0.0002991084362537494,376
NKX2-1,0.0002990765161367755,377
TBX3,0.00029903402258407203,378
RCOR2,0.0002977374436644216,379
HOXC8,0.0002946473417165235,380
SPIB,0.00029175737146898206,381
RFX4,0.00029100234454379904,382
NFE2L1,0.000288607538440181,383
ZNF395,0.0002861427748843143,384
FOXO6,0.00028481205015740477,385
RREB1,0.00028351647861165583,386
TFDP2,0.0002830267473351948,387
MYRF,0.0002818667286247188,388
NKX2-2,0.00028182864947335804,389
ZNF217,0.00028180662449509936,390
GTF2IRD1,0.00028073428766771087,391
ATF5,0.00028025946644585486,392
ZNF331,0.0002799694987130131,393
STAT5B,0.00027855524599958284,394
HSF1,0.00027809920564350523,395
MKX,0.0002775780691424953,396
KAT6A,0.0002763829862336327,397
CDX2,0.0002761429731415112,398
DLX4,0.000274679550288552,399
RUNX1,0.0002745060619831334,400
KAT6B,0.000274397588410383,401
CRX,0.0002726687427387774,402
LHX4,0.0002707572704931601,403
E2F3,0.00027034381664083355,404
NANOG,0.00027027663161954314,405
RFX3,0.00026890095355983334,406
MAFB,0.0002683473802476604,407
BMAL1,0.0002665524690424319,408
TGIF1,0.0002637663067368769,409
YAP1,0.00026226615536319457,410
PEG3,0.0002618810342896309,411
RORC,0.00026145245239163296,412
ESRRA,0.0002605968894303342,413
NR1I2,0.00026017088876098126,414
NKX6-2,0.0002581656856570837,415
UBTF,0.0002575330380557606,416
CLOCK,0.00025686468286563246,417
LMO4,0.0002549214443592284,418
EN1,0.0002542355681119564,419
EPAS1,0.00025226473642512496,420
POU3F4,0.00025195754834716024,421
NEUROG1,0.00025171287360204917,422
ING4,0.0002513877442183774,423
MSX2,0.00025070051270686787,424
ESRRB,0.00025067549188062196,425
AIP,0.00025065992799062025,426
GTF3A,0.00025028095908717,427
ISL1,0.00024969665429697477,428
DLX5,0.0002478981972203518,429
NFIC,0.00024474256931419154,430
FOXF2,0.0002443014526293017,431
TBX21,0.0002411147380839931,432
BCLAF1,0.00024017813689859008,433
ELK1,0.00023827996858127528,434
SOX2,0.00023792590484795323,435
KLF13,0.00023776881873968395,436
POU4F3,0.00023653660703833643,437
CTCFL,0.00023568264614506475,438
ENO1,0.00023553215926381887,439
ZNF202,0.0002354758437248124,440
DLX3,0.00023540250296002452,441
ATF2,0.00023520906659965394,442
KLF7,0.0002349615037997644,443
FEZF1,0.0002344849634606693,444
FOXD3,0.00023446853705791275,445
SMARCA1,0.00023300969549426776,446
ID2,0.0002324459721531832,447
MIXL1,0.0002298526710960273,448
VEZF1,0.00022946887160783675,449
NFATC1,0.00022902377957672633,450
RARB,0.00022824894730199435,451
FEZF2,0.00022799267846053363,452
HES1,0.00022612321679320524,453
FOXH1,0.00022552175540002997,454
HLF,0.00022538069567941199,455
BCL11B,0.00022525394684414619,456
FEV,0.00022424194861686732,457
NRG1,0.0002223948660269853,458
SPI1,0.00022228022438260572,459
RFX5,0.0002219502156680552,460
ARID3B,0.0002196062902261143,461
ZBTB17,0.00021899801068188523,462
CHD4,0.00021880657967895704,463
ZNF382,0.0002180146204795385,464
MXD1,0.00021772520328037595,465
FOXP3,0.0002138521808584907,466
ID1,0.00021223220606412778,467
TLX2,0.0002120661150856353,468
NFKB,0.00021203965474330056,469
TRERF1,0.00021126292964860718,470
HOXB6,0.0002107022446080698,471
SMAD2,0.0002106353160039968,472
HOXB4,0.00020992430836486164,473
ARID4A,0.0002078783319313626,474
TCF12,0.00020786396445063556,475
HNF4A,0.00020708342162317257,476
NR3C1,0.00020640130308934067,477
HOXD1,0.0002059153982965213,478
MYOD1,0.0002053145415312897,479
NRF1,0.00020286419479623763,480
