drug,n_samples,pearson_r,spearman_r,rmse
blebbistatin-(-),84,0.1329906140353489,0.12489622354966083,0.17760216770267345
bms-265246,93,0.20873041969633394,0.18389484050013424,0.20848755908178757
bms-345541,91,0.1568282413570984,0.07413600891861762,0.2501173567379406
bms-387032,93,0.4043340152156727,0.3134343946763749,0.06882915587598405
bms-599626,87,0.22499281765665774,0.2034154698549245,0.22337783379407566
bms-626529,73,-0.197758877641242,-0.10283228433913366,0.12144382963233293
bms-690514,95,0.5330496077399947,0.5009877511366854,0.13087424541388276
bms-707035,67,0.21708912179259238,0.1860483677867348,0.2818799615695545
bms-754807,95,0.1348524328358587,0.3085103537223864,0.2417537021350251
bms-986020,89,0.08074408626915136,0.02116104868913858,0.2525003528637639
bnc105,94,0.5112606167550539,0.5468554708665969,0.12478498703281493
bntx,92,-0.0439369936530829,0.10720835966277761,0.12749447909511596
bortezomib,95,0.17211755588683414,0.1624300111982083,0.1365969440956885
bosentan,87,0.03162301258413966,0.06951228402711962,0.23471658948262025
bosutinib,87,0.29901036790000196,0.34284100021870667,0.2877942609059651
brefeldin-a,92,0.2650441514150091,0.27674429357458813,0.05794218975659021
brequinar,89,0.22652459113743775,0.32156290723651404,0.08247656019665982
brigatinib,95,0.21699080974041388,0.331335146051672,0.13136830076330447
brilliant-green,91,0.15124630369252137,0.18889950629081065,0.06770149049979779
brivaracetam,93,0.3616362879834777,0.4085822565724687,0.09251917951426972
bromosporine,84,0.04436347162591922,0.14058924774729167,0.26640269070032113
broxaldine,93,0.18603841007670296,0.10475664707111096,0.14933297264686116
broxyquinoline,93,0.11917763387429957,0.10259317835934469,0.12821197248531355
bruceantin,93,0.30590018896030047,0.33867983647160627,0.08775433826204714
bts-54505,58,0.1722642100115741,0.1494047802147098,0.24410312800973796
bucladesine,49,-0.16389659670000617,0.04061224489795918,0.18918417214597835
bumetanide,72,0.23991000080403535,0.28252620747314944,0.22960231852857688
buparlisib,89,0.08819474844725032,0.22616615594143688,0.10809823018963054
buphenine,81,-0.11531230729089972,-0.08644986449864499,0.35081987089210853
busulfan,84,0.2086243200210198,0.2092335729472512,0.29108508596101346
butamben,90,0.07460944516423151,0.17448244639255872,0.19857897257240748
buthionine-sulfoximine,84,0.014549443418201663,0.05981573352232459,0.22036565651985762
butylscopolamine-bromide,87,0.07768984551663809,0.08713640008748268,0.1572618936876312
bvd-523,93,0.19971532012893015,0.22700008952284323,0.21086219435427583
bvt-948,88,0.19242656825374563,0.09595512642799509,0.1418369974190674
bw-180c,79,0.03473762455537295,0.09608081791626097,0.20884815785099844
bx-912,95,0.42118737721287214,0.3661394176931691,0.10883059324236807
cabazitaxel,93,0.3041438602872691,0.3442600937005759,0.16931625252872837
cabozantinib,86,0.2917746264332018,0.23807726779565072,0.19531964190472387
caffeic-acid,83,-0.02122375511898628,0.05877167205406993,0.22735189273437467
caffeic-acid-phenethyl-ester,85,0.1844390532926956,0.15987883525503224,0.2670156707487349
calcitriol,88,-0.032656603727841446,-0.12470501215173824,0.1410103718495288
camptothecin,67,0.24302279866561372,0.3413281187644665,0.3255993236243144
camylofine-chlorhydrate,80,0.17679197840393132,0.16413502109704645,0.14304330071704144
candesartan,82,-0.027912870611727796,0.04243532395163309,0.21209764276424642
canertinib,84,0.5408534641137913,0.6128760610071297,0.10947361424074527
canrenone,82,0.19361743776943363,0.11050162710462447,0.18661396442447853
capecitabine,83,0.1391335425305583,0.07506089179571433,0.06076816455421687
capsaicin,59,0.08761539280165241,0.09456458211572182,0.23209119160718247
captamine,91,0.3145548854226802,0.26794075489727665,0.225277564304098
carbachol,53,-0.17847111272672317,-0.1582809224318658,0.2021250471567596
carboplatin,90,0.11171290387300684,0.11915051240893937,0.23750744959600745
carboxyamidotriazole,91,0.2527034314476813,0.289902850772416,0.1401899755789044
carboxypyridine-disulfide,90,0.17637377423954503,0.23495081697328887,0.09664460815029284
carfilzomib,90,0.3681164558127035,0.3403300819031156,0.10136826372129432
cariporide,86,0.2763814696837465,0.29155148827774896,0.2588024456091603
carmofur,84,0.2744402444181929,0.3242274571132714,0.0942828865202056
carmustine,93,0.05133027887638947,0.06097997672406074,0.2556952179003356
carvedilol,89,0.3909430402412642,0.24894450119169226,0.1512508407308255
cb-10-277,86,-0.021735074582685972,-0.059974527100334914,0.31092102268335786
ccg-50014,91,0.07386781230389046,0.21508201942984556,0.09161158219367263
ccmi,92,0.08587345784075234,0.10728542145091935,0.1918423948791495
cct128930,92,0.20623575578160763,0.2504045743877441,0.1921898850604142
cct129202,89,0.22463332996328422,0.20726932243786178,0.14247459380211525
cct137690,94,0.23416872972582045,0.23756818263916485,0.11735917291522514
cd-437,94,0.17318247649210414,0.14374887114835821,0.07426668157285117
cebranopadol,84,0.18951725581316212,0.19807633896932267,0.24113870622870054
cediranib,93,0.2834820235680197,0.43224612813702956,0.11775764804855099
cefdinir,89,0.2802675755381809,0.24725910793326528,0.2041323453536155
cefditoren-pivoxil,92,0.06597680389170184,0.15235115515620426,0.18437743838176057
cefpiramide,83,0.004834669383019675,-0.047940892489819906,0.36713678338993944
cep-32496,86,0.3536375157898481,0.32381716118684845,0.23398749098187038
cep-33779,79,-0.03123688540419218,-0.07093476144109057,0.20900365962740336
cep-37440,90,-0.0633715296252415,0.11352018767749104,0.09335271436220774
cephalomannine,93,0.40268584196429597,0.4107308048103607,0.12426915349084625
cetrimonium,91,0.16441619238484753,0.20318522057652494,0.08580854600938878
cetylpyridinium,90,0.09318069366446755,0.20120179446022143,0.09805840303335238
cgm097,83,0.4139275634955205,0.3767683976323412,0.3422842323114193
cgp-37849,82,-0.03380901377047921,-0.05279655206190616,0.20198491714762007
cgp-52411,91,0.10470840514445309,0.14760312151616503,0.1601720105083697
cgp-54626,49,-0.15690643078858788,-0.13683673469387753,0.19966303037888802
cgs-15943,89,0.5334021489703634,0.5813074565883556,0.14135773159029114
cgs-20625,93,0.21585874888875228,0.07214049118199993,0.1850522825827762
ch5132799,76,0.28758030841705295,0.2898154477101845,0.07663737065193565
chicago-sky-blue-6b,79,-0.0325415572083233,-0.0010223953261927947,0.18555123353128564
chidamide,89,0.16930926572050353,0.12728975144705484,0.09624207007610174
chir-124,89,0.24833500425272403,0.23377596186584956,0.12793503005951073
chir-98014,86,0.022981418998138728,0.005104014340299071,0.2236263643126688
chir-99021,89,0.056719468721322844,0.09417773237997959,0.31328090872627984
chlorambucil,83,-0.02999447085156876,-0.050732546912388224,0.1564526804324031
