tf,HR,pvalue,coef,n
SALL1,1.274102709035911,0.0021481774603669497,0.2422421732378572,7397
KAT6B,1.1898128357846312,0.002344069996747204,0.1737960139002564,7397
CRX,0.6844316334021869,0.002345837332268142,-0.379166517397834,7397
PAX9,0.8081039078556711,0.002375264487194476,-0.21306462989788638,7397
STAT5B,0.8565030108836956,0.0023764952339341934,-0.15489744588999574,7397
DNMT1,0.8783003466495803,0.0024401412133984706,-0.1297666633767108,7397
GATA1,0.8204769915220846,0.0025901912452890386,-0.19786941086579218,7397
KLF15,1.160277454370404,0.0026047037650530854,0.14865916132022136,7397
POU4F2,1.234009012090626,0.0026295342810859837,0.21026822860938557,7397
SATB2,1.2488562668215064,0.0027762452151436925,0.22222814591571044,7397
EMX2,0.789727277153548,0.0028950411953483223,-0.23606761191577216,7397
BTG2,1.2212796604306644,0.0030183570967187157,0.19989921102418154,7397
PA2G4,0.8624866670643103,0.0030195938427194082,-0.1479355886722676,7397
SOX7,1.3405724406620319,0.0030380405589749437,0.2930967172651224,7397
HLX,1.2538823973661921,0.0033490372044355514,0.22624465580829023,7397
POU1F1,0.8350660383434219,0.003396267971566914,-0.18024446942212627,7397
HIPK2,1.2664591350555598,0.0034916032592665898,0.23622492389525854,7397
PLAGL2,0.724521740692099,0.0035290048359834887,-0.32224350981503747,7397
TWIST1,0.8830220663107501,0.003581461238910019,-0.12440508853102601,7397
FEZF2,0.7885649132188708,0.0036455408898822396,-0.23754055102288824,7397
FOXC1,0.8888520619816586,0.0038244869678391263,-0.11782446678527489,7397
DNMT3A,1.2553697530793297,0.003829459816993294,0.22743015315822246,7397
VHL,0.8315757997974813,0.003868689733282411,-0.18443282419434445,7397
TBX2,1.2942691976890806,0.0038942070888118422,0.25794620975077326,7397
MXD1,1.3428053219094989,0.003906624335480715,0.2947609494086346,7397
KAT6A,0.8519114524786136,0.004085087256957039,-0.16027268656952748,7397
AHR,0.8643042714557948,0.004215824842474093,-0.14583040613718584,7397
CREB5,0.8209898023497408,0.004310651899477026,-0.19724459061812807,7397
TBX21,0.9056653169522433,0.004403567334085453,-0.09908544852433607,7397
LHX3,1.2035633041992073,0.004430966458040687,0.18528657694008613,7397
PLAGL1,0.8717421655117988,0.004632506746652021,-0.13726158054814985,7397
MSX1,0.7991563783231393,0.0048277387844002885,-0.22419863481518082,7397
ZNF236,0.8124207643445333,0.004930985449914081,-0.20773689034043585,7397
NR1I3,0.8187831522483727,0.0049388164082819755,-0.1999360015567034,7397
CDX2,1.2511213386856899,0.00494681950045173,0.22404022013509176,7397
NKX2-5,0.8595996934184629,0.004958081875099843,-0.15128847086989122,7397
CUX1,0.8711729832259048,0.005040433159888896,-0.13791471883378623,7397
LHX1,0.76557731464732,0.0051115665201800714,-0.267125070098329,7397
KAT7,1.1426968102318533,0.005316376314993909,0.13339109173568492,7397
NKX3-1,0.8612650831372345,0.005331876731354835,-0.14935294373100613,7397
ZNF354C,0.8924118966472826,0.005530553683367111,-0.11382748544215299,7397
ZNF410,1.1762001070139807,0.005787034213482604,0.162288994026524,7397
NFYA,1.1940547620434638,0.005890693762442089,0.17735487827668275,7397
ETS2,0.9290156360212606,0.005890989594135599,-0.07362970928597673,7397
TFAP2B,0.8658935816322438,0.005967229370207456,-0.1439932629218957,7397
HINFP,1.401280405491453,0.006008517787282578,0.3373863940030379,7397
MYBL2,1.2015733516356342,0.006017936978419377,0.18363182438137343,7397
THAP11,1.2142662937055293,0.006067814089354394,0.19414002089408558,7397
ELF5,0.7831246617119056,0.006240680499025606,-0.24446338530392545,7397
FOXA2,0.8660300415517677,0.0064577855684992014,-0.14383568100779803,7397
STAT3,0.941667030945115,0.006575791928723145,-0.060103537225410446,7397
HOXA4,0.7791282358307646,0.006632947939239431,-0.24957963070177286,7397
YAP1,0.8151987212229546,0.006672010838423457,-0.204323365741493,7397
RREB1,1.3603518451044883,0.007079415352068807,0.30774337592404677,7397
PRDM4,0.8189280241820105,0.007346690220033376,-0.1997590815526139,7397
JARID2,0.7265821098994666,0.007402142461683849,-0.31940378116142554,7397
NFKBIB,1.1463429971431396,0.007709496150421275,0.13657687293823287,7397
DMRT1,1.3979064626076536,0.008030421610819927,0.3349757335672078,7397
TFAP2D,1.2894355926589938,0.008107428751638278,0.2542045975610122,7397
TRPS1,0.8290447379875484,0.008250686827974,-0.18748115909361884,7397
PAX4,0.6324117026428105,0.008378409325861657,-0.45821466869025396,7397
IRX4,0.774305740186153,0.008414937666467412,-0.2557884702291648,7397
ISL1,1.3051797393030025,0.008661930670817043,0.2663407625572452,7397
ZBTB32,0.80507645234037,0.008730858084147647,-0.21681803422172324,7397
HHEX,0.8385421149542418,0.009058811411984244,-0.17609047243964515,7397
MXI1,1.2361839472956788,0.009154650593749342,0.21202917263508542,7397
GATA4,0.8666141724806584,0.009343607203942695,-0.14316141568974775,7397
HOXB13,1.2410486661645426,0.00934615384233408,0.2159567207352332,7397
HNF1B,0.8606394667715188,0.009814287769837853,-0.15007960002943735,7397
CREB3,0.8731472267830706,0.010719784703885616,-0.13565109270729866,7397
NR2C1,1.2002696843629042,0.011013810145534582,0.18254626851347172,7397
MSX2,1.2300621189147156,0.011052878779490677,0.2070646712917789,7397
PITX3,0.8461658807675538,0.011421460769383312,-0.16703986203901727,7397
MYOG,1.228640781780313,0.011595720215144333,0.20590850289719267,7397
FOXL2,0.8116075577534697,0.011628754167576125,-0.20873835890839698,7397
CEBPB,0.9472881175336926,0.011665319244692465,-0.05415198968856331,7397
ARNT,0.84653576872565,0.011989801652755242,-0.16660282345741695,7397
ZFP42,1.2154155471493144,0.012456880162378114,0.1950860324336787,7397
TBX20,0.8210031238654868,0.013314455310910547,-0.19722836458507575,7397
NFAT5,0.8657556612404971,0.013343141543658992,-0.14415255660403833,7397
HDGF,1.1747776055894985,0.013391033286045184,0.16107885784322265,7397
SUPT20H,0.8972993269298359,0.013416619103559608,-0.10836577478446233,7397
BHLHA15,1.1581931109092192,0.013465497731970677,0.1468611276906874,7397
RUNX3,0.8469397128939957,0.01352319400315931,-0.16612576408408555,7397
ATF2,0.9107745216719895,0.014194356875751254,-0.09345991875431914,7397
NR2C2,0.8653422000593147,0.014607903650741726,-0.14463024327708876,7397
GCM1,0.7962156068737144,0.015409521607241154,-0.22788526690781194,7397
TFCP2,0.8894024988905,0.01583371810860762,-0.11720539127321625,7397
AEBP1,1.1771381225964386,0.01629269712606867,0.16308617279184628,7397
SP2,1.1912624106795808,0.016497517079037415,0.17501359413102435,7397
RB1,0.799471997861829,0.017298145512789163,-0.22380377188456815,7397
DLX2,0.8418766943688726,0.01745792564243277,-0.17212171920617378,7397
MAFK,1.170091600923738,0.017791186083284043,0.15708203713286442,7397
SETBP1,1.1854687987258776,0.018244713134003297,0.17013830709293581,7397
SPI1,0.9617177003345388,0.018287738148810198,-0.03903432217723816,7397
IRF4,0.9176388926010389,0.018839974582098108,-0.08595132892893327,7397
ATF1,0.8967384236732483,0.019410445026511965,-0.10899107185491141,7397
ID3,1.1813403094866806,0.01960071475399193,0.1666496493789706,7397
MAZ,1.146977297052587,0.019734837613594132,0.13713004462317147,7397
ETV2,1.1474308071938848,0.019996752267647598,0.13752536239280844,7397
EBF3,0.8768187215783909,0.0203409582234416,-0.13145501085120456,7397
SSRP1,0.8999080088340624,0.020363346762888927,-0.1054627332884676,7397
CHD4,1.1827609680714448,0.02163760338482036,0.16785150885027003,7397
IRF5,1.1062866485169616,0.022104147192928223,0.10100904539416519,7397
AP1,0.9528806007195175,0.0235826006599019,-0.04826567098453961,7397
STAT1,0.9587516628194821,0.024117807233644678,-0.042123191940264135,7397
NR1H4,1.1451645888111297,0.024537416282744,0.13554837236235798,7397
EGR3,0.8539794119652461,0.024994780171790843,-0.15784819325319677,7397
PBX2,0.8540458985097635,0.02559291961957843,-0.15777034131020362,7397
ERF,0.80551488717224,0.02567760371958129,-0.21627359463367413,7397
HNF1A,1.1547532629780546,0.025755534860763547,0.1438866960254338,7397
TCF7,1.132566771364237,0.026040114194948703,0.1244865358990423,7397
REL,0.944637291603784,0.026716474597261782,-0.056954243574226945,7397
ARID1B,1.182741994458648,0.02706303056906141,0.16783546692337506,7397
PIAS1,1.1888556872715321,0.02793097472700518,0.17299123714764805,7397
TBX6,0.8073229114435826,0.02845496350577239,-0.21403155264995022,7397
SMAD7,0.8870263844073246,0.029117886418678903,-0.11988055144716694,7397
EHF,1.1265217937151033,0.02982457873839939,0.11913482709903117,7397
TBP,0.8807231825681158,0.030404058299834568,-0.12701191062842165,7397
RARA,0.9094960577229324,0.03129455575534826,-0.0948646155875793,7397
GLI1,0.9011095100042564,0.031698342122273446,-0.10412848602449508,7397
NEUROG3,1.2690151186314622,0.031829494095427874,0.23824110247646077,7397
NR0B1,0.7832853587162096,0.03200966587504938,-0.244258206579617,7397
IRF6,0.863150105472512,0.032379644521579716,-0.14716666852470503,7397
NR2E1,1.1537927550997196,0.033641474447454064,0.143054563656195,7397
HIVEP1,0.8738380683610384,0.03383586860863978,-0.1348601969671924,7397
PPARGC1B,0.8278351501606966,0.034602361089177164,-0.18894123842754104,7397
RFX3,0.7363411758425739,0.037185796315387966,-0.30606171352735484,7397
GABPA,0.8749268463018395,0.038239921714770815,-0.1336150003460199,7397
FOXA1,0.9066984797895395,0.03833173673554116,-0.0979453209726047,7397
E4F1,0.8356994129762015,0.0389555034833712,-0.17948628440863984,7397
GFI1B,0.879362517269819,0.0396175112457411,-0.12855804621657166,7397
ATOH1,1.2006609776689285,0.03984788313633362,0.1828722198753137,7397
OVOL1,0.8753112529672098,0.0403443946540456,-0.1331757382002446,7397
DEAF1,1.2158700271523515,0.04184656713678135,0.1954598922658057,7397
HOXD8,1.2208739331441714,0.04264349195002557,0.1995669409398649,7397
USF2,0.9046238628592201,0.04461439001460182,-0.10023604282665316,7397
NR6A1,1.3273455846454318,0.044682303510798674,0.28318114695045854,7397
YBX1,0.8995617699657079,0.04498658330439849,-0.10584755650329075,7397
TSC22D1,0.8618753533502737,0.04522552779073247,-0.14864462045609228,7397
ZNF423,0.8280308925969141,0.04645997083548168,-0.18870481539321965,7397
MYRF,0.8296223311004066,0.04868152892619021,-0.186784704516363,7397
TBPL1,1.1726377638924173,0.04881567744412409,0.15925571029327215,7397
FOXP2,1.1814547378758664,0.04919569596401788,0.16674650787662407,7397
FOXO6,0.8436096445933158,0.05198518190175095,-0.1700653977812817,7397
ESRRA,0.8910629135412383,0.05211864663820365,-0.115340243969039,7397
HMGA2,1.0976355492900363,0.05221474365746979,0.09315836566656095,7397
NFKBIZ,1.0890604897943381,0.052682600925059914,0.08531538859215648,7397
E2F6,0.8521382706857561,0.05370198092089628,-0.1600064757830712,7397
ZIC1,0.8449620934067323,0.05390158154173638,-0.16846351250488703,7397
EGR1,0.9506147988550041,0.0541765642492269,-0.05064634701366109,7397
TBX5,0.8914284576162392,0.055019346969268294,-0.11493009434807576,7397
GBX2,0.8331361895585657,0.05736079984909976,-0.18255815731137082,7397
BACH2,0.8882825623083134,0.05804134159053593,-0.11846538580745371,7397
PML,0.8500704064597645,0.058945057134880637,-0.1624361017989487,7397
ZFHX3,0.8729218784573557,0.059066826374577025,-0.13590921344981652,7397
KLF2,0.903172960894176,0.05980469989708343,-0.10184120360302562,7397
POU5F1,1.137310260260027,0.060386468805622366,0.12866605376259677,7397
CTBP1,0.8918749249629321,0.0640562341147382,-0.11442937488510324,7397
BARX2,0.8923413043567677,0.06598351142169259,-0.11390659138297657,7397
GRHL2,1.0839411143732276,0.06707617147054774,0.08060357900800924,7397
SOX17,1.145905823835923,0.06892688000196072,0.13619543676209353,7397
NKX6-3,1.2322188547767836,0.06949009761972295,0.20881649119915285,7397
NRF1,1.1638770143559258,0.07021974207027726,0.15175668595724753,7397
NFYC,0.8927712781854542,0.07242958199534484,-0.11342485836377461,7397
NPM1,1.1891688533682168,0.07358568289405931,0.1732546205510933,7397
KLF11,0.8932241061975593,0.07496770760640424,-0.11291777080266677,7397
NRL,0.8038949729334721,0.07505624049346303,-0.21828664901586212,7397
REST,0.9466742173862535,0.07562797629700525,-0.0548002604145645,7397
VSX2,1.158220069029353,0.07862036728635412,0.14688440343472864,7397
NSD2,0.8770421587821792,0.08056747033751516,-0.1312002161779223,7397
TCF7L2,0.9176983506784455,0.08305022997905484,-0.08588653639268941,7397
GATA6,0.9155808955927738,0.08411199809423271,-0.0881965565727294,7397
SIN3A,0.8920047508832976,0.08534566052030984,-0.11428382031395982,7397
JUND,1.0705536250446845,0.085901430553098,0.06817592124899928,7397
HNF4G,0.8441469234826805,0.0860893135488088,-0.16942871958055467,7397
EOMES,1.1245468076490988,0.08742087288364879,0.11738011685025643,7397
NR0B2,0.8835076412353619,0.08887452780986768,-0.1238553384365136,7397
ASXL1,0.9210289241985792,0.08931671462248691,-0.08226383800977975,7397
FOXM1,1.0953903548663517,0.08955605771598063,0.09111078820397113,7397
NFKB1,0.9711015180456872,0.09156399175610956,-0.02932426616022364,7397
FOXH1,1.1956191970195742,0.09246613239533566,0.1786642076884841,7397
NFATC1,0.9409039813793364,0.09433408202271565,-0.060914183519833784,7397
RELA,0.9729094887944,0.0960664144672126,-0.027464223944811305,7397
ETV1,0.9119714800892323,0.09988170339976116,-0.0921465612287617,7397
RBPJ,0.9068474847456106,0.104915676386447,-0.09778099653934495,7397
NFE2L3,0.9331163026375905,0.10658071980427242,-0.06922543141521129,7397
HESX1,1.177456792976776,0.10740038207633548,0.16335685237258898,7397
ZNF24,1.11973907303711,0.11114371325464734,0.1130956876625796,7397
MTF1,0.8898625123171784,0.11326663303398513,-0.11668830873179568,7397
ELK1,1.0917739523014542,0.11661746311069296,0.08780385250760835,7397
MYOD1,1.094209425425514,0.11926229457402691,0.09003211659834605,7397
POU2F1,1.1137410478178154,0.1236665789141102,0.10772466189656278,7397
OLIG1,1.1201029760300143,0.12796865083426,0.11342062396445671,7397
KDM5C,0.8275209042955834,0.1317605024237246,-0.18932091006137725,7397
HOXB1,1.1149915972708175,0.13215400915151837,0.10884686880370141,7397
ZNF202,0.8669985578296301,0.1352194524140793,-0.14271796560594283,7397
ATF5,0.9160836411167526,0.137074978020155,-0.08764760721379612,7397
MSC,0.9054207178663884,0.14165224702080353,-0.09935556168587507,7397
MEF2D,0.8872382652349251,0.1431586566831232,-0.11964171353913511,7397
MKX,0.8905476227912832,0.14383067278510442,-0.11591869897232433,7397
HIVEP2,1.0661112044002115,0.14410268855619884,0.0640176396275467,7397
NR1H3,0.93296465598808,0.147450169677776,-0.06938796096586484,7397
GATA5,1.1323063719664856,0.14804173000386123,0.12425658977630655,7397
ZBTB38,1.1441664598290295,0.1511319659580052,0.1346763892160694,7397
GSC,0.8910937350698388,0.15507829079504395,-0.11530565494609589,7397
NR4A2,0.9013115525238043,0.15751820784939602,-0.10390429587870222,7397
VSX1,0.7293289467565945,0.16128259736197675,-0.3156304186283892,7397
ETV4,1.04247598321825,0.16286247434683765,0.04159863674511217,7397
LEF1,1.0720794305946415,0.16324062998733718,0.06960015560761573,7397
SP1,0.9758928423257771,0.16690646313617755,-0.024402491295703033,7397
CREB1,0.9543790903123689,0.17070189782356654,-0.046694317163944926,7397
IRF1,0.9739057071347237,0.17077683448264436,-0.02644078994926666,7397
CREB3L1,1.118626501006173,0.1753201786700987,0.11210159435140556,7397
VENTX,1.1009673529014579,0.17724622281694263,0.09618920507698142,7397
SMARCC1,0.8635256209347084,0.17739545851471195,-0.14673171080522873,7397
BARX1,0.9349709394973827,0.17913654763751505,-0.06723983092792896,7397
NONO,1.097429866664135,0.1800400671448807,0.09297096111359548,7397
TEAD4,1.0940958678661898,0.18480973834175707,0.08992833075112072,7397
LRRFIP1,1.1185115910932666,0.18537971094033923,0.11199886496387867,7397
POU3F2,1.0965359971986126,0.18713221814405567,0.09215611751944135,7397
CREM,1.108237268642442,0.19178858089861311,0.10277070677414597,7397
FOXQ1,1.1129586521599568,0.1939425219812374,0.10702192170212638,7397
MAF,0.9466675133300824,0.19397535588792436,-0.05480734213263191,7397
ZEB1,0.9362670221000762,0.19805388753908337,-0.06585456316770391,7397
ABL1,1.088926230587666,0.19893575905048433,0.08519210114913779,7397
LHX4,1.1091865512292913,0.19996065573740476,0.10362690993777576,7397
IRF7,1.0543955232960496,0.2043652989652247,0.05296763902117596,7397
MAFB,0.9396262209160288,0.2111881810191676,-0.062273120120145395,7397
HNF4A,0.930382565550429,0.21159880280744925,-0.07215941661358326,7397
TBX3,0.9252273491705609,0.21229830799630348,-0.0777157887822845,7397
FOSL1,1.0653485573010975,0.2192974158967872,0.06330202946650736,7397
PHOX2A,1.1135437275899203,0.22284722094606207,0.10754747734379244,7397
ATF6,0.9208290740099899,0.223353537160952,-0.08248084734444938,7397
PDX1,1.0940357566114989,0.22464975672390605,0.08987338775405994,7397
HOXD3,0.9436647752776243,0.22529215409511028,-0.05798428683817535,7397
MYT1,0.8600864470807206,0.22851685545041345,-0.15072237492506343,7397
MECOM,0.916558746744731,0.23095224434233633,-0.08712911474437703,7397
FEV,0.9309924048764154,0.23534991576475892,-0.07150415976582764,7397
PKNOX1,1.093847180829867,0.23546564720448682,0.08970100578711679,7397
IRF3,0.959074043428432,0.23717082556213942,-0.0417869980818378,7397
KLF5,1.0484963515080499,0.23863188926023737,0.04735709162850903,7397
APEX1,0.9312931937687522,0.24271131630711423,-0.07118112779353382,7397
HOXC13,0.9315856433126389,0.24580700050786566,-0.07086715187575761,7397
NACC1,0.8630359363722673,0.25281597297073105,-0.1472989475463674,7397
EWSR1,0.9164191503166008,0.25402325715553414,-0.08728143128744484,7397
TCF15,0.9148948424063673,0.25659988278985896,-0.0889461466429916,7397
MBD1,1.08916712997239,0.26203546258055066,0.08541330322437345,7397
NR3C1,0.9596245969935688,0.2671144906288419,-0.041213115796576286,7397
NR3C2,0.9537154805034125,0.2741703863317859,-0.04738989048181082,7397
SOX11,1.104149153417436,0.27514510482963594,0.09907504146253591,7397
CEBPE,1.0403197692763944,0.27848953755840045,0.03952813635199858,7397
INSM1,1.115342887901077,0.2791707503885208,0.10916188041787844,7397
HIF3A,0.9426289497791369,0.28644378394942865,-0.05908255227673827,7397
FHL2,0.8843801272317937,0.28849566317649633,-0.12286830059075397,7397
NFIL3,1.0517688856537475,0.2978503362621595,0.05047339973683187,7397
TGIF1,1.0668611729889628,0.30081205509182274,0.06472085419104222,7397
PBRM1,1.10059557197981,0.30204467651509487,0.09585146235704338,7397
NFKB,0.982852529888559,0.3161576621490977,-0.017296190548413377,7397
IRF9,1.03722269166869,0.31777515759413033,0.03654665225706516,7397
ZKSCAN7,1.1183095754131422,0.3189251521644774,0.11181823748797787,7397
HSF2,0.9373040815829595,0.3209794837779109,-0.06474752262170301,7397
FOXN4,1.108285723483954,0.32400120247190267,0.10281442826198234,7397
ZMYND8,0.9590521283127164,0.3243277847884767,-0.04180984862841756,7397
CEBPA,0.9767342974361858,0.32754552881543125,-0.02354062151487157,7397
NFX1,0.8776486390228082,0.3309568022952333,-0.13050894878706537,7397
NR2F6,1.0965238236630033,0.3333797092245651,0.0921450156466207,7397
HOXD1,0.8835497579481661,0.33631548018906077,-0.1238076696818578,7397
LMX1A,0.9058164298648027,0.339055718169862,-0.09891860951182545,7397
POU4F1,0.9177791965756952,0.3434724385830723,-0.08579844389880646,7397
HOXD10,1.1073202358463892,0.3440777649196538,0.10194289449975179,7397
HOXB7,0.9423627577566871,0.3467396723595564,-0.05936498537514937,7397
NUPR1,1.101775403949556,0.35215339790494093,0.09692288229083806,7397
NEUROD1,0.9200357871962513,0.3521620629388148,-0.08334271056924232,7397
ZGPAT,0.9226046053738056,0.35728153327217704,-0.08055451613685692,7397
PROX1,1.0768262029097238,0.3595295329066549,0.07401801366660775,7397
SPIB,0.9522354813902645,0.36024279864405695,-0.048942920376289584,7397
TFAP4,0.9378916961979986,0.3676785212004289,-0.06412079911769843,7397
SMAD9,1.0864444413705778,0.3729164440199856,0.08291038399094414,7397
KDM5B,0.9478949500493368,0.3751299846916578,-0.053511595051482896,7397
RARB,1.0459610203930123,0.3801795143355695,0.04493609954970905,7397
ATF3,1.0484636051133285,0.38467740079842505,0.04732585937286144,7397
EBF1,0.9622404801777894,0.3900689946450724,-0.03849088016128192,7397
NHLH1,0.936120946253231,0.403325545142444,-0.06601059476971217,7397
KLF12,0.9340233057999462,0.4061593314917601,-0.06825388838800533,7397
SIX1,0.945073678816829,0.4116975242154155,-0.056492387525727494,7397
TBX18,0.938067018862225,0.41452342012177434,-0.0639338838478373,7397
TFE3,0.957197459906693,0.41748805132752753,-0.043745576621839824,7397
NFYB,0.9633368830901665,0.419872904552825,-0.037352101681873036,7397
CIITA,1.0230649772197007,0.4245054687875336,0.02280300129620539,7397
JDP2,0.959003321322112,0.42482839211218226,-0.04186074078653971,7397
SCX,1.0366814062310143,0.4288366749836834,0.036024655651229254,7397
SIRT1,0.9434677485268902,0.429192960749906,-0.05819309755916563,7397
ESRRG,0.9367438374741917,0.4299708567419147,-0.06534541995374074,7397
RFXANK,0.983167121796803,0.43083513165612075,-0.01697616128455608,7397
SP7,0.9680745726693875,0.4309034829647711,-0.032446156791226595,7397
ELF2,0.9694642970692946,0.435311061649986,-0.031011631105126197,7397
TOX,0.9158727139495945,0.4451425499198264,-0.08787788253395516,7397
ENO1,1.0662648581270602,0.4491152038251962,0.06416175466411532,7397
ZNF395,1.063076511623954,0.4510350552154542,0.061167073838216325,7397
BHLHE40,1.0650992634873997,0.45334195426106594,0.06306799997054606,7397
NFIX,1.065784333198554,0.45367658165756,0.06371099120274906,7397
HOXB6,0.9472278112670692,0.4614402595536101,-0.054215653726143544,7397
ETV3,0.9470780856075699,0.4656550004928608,-0.05437373343233901,7397
SNAI2,1.030076421392293,0.46797356045536986,0.02963299501569048,7397
SMAD6,0.9465809094027923,0.47564852715465755,-0.054898829257417715,7397
MESP2,1.0889355343258078,0.47930758136713414,0.08520064506895104,7397
ETV7,1.029162052946706,0.48173904007912616,0.028744930309174056,7397
EPAS1,1.0294669311837132,0.48526597136374794,0.029041125730093872,7397
POU2F2,1.0289912930796579,0.4854814790080295,0.028578995280309646,7397
TWIST2,1.0312563372393408,0.48987853915583224,0.0307778038496571,7397
MTA1,1.0399468902537163,0.49394069398770646,0.03916964478558002,7397
KLF1,1.0411301774440267,0.4947629762431849,0.040306832193192955,7397
VDR,1.0338967733424587,0.4967329530638843,0.03333493874526593,7397
KDM5D,1.060801716722797,0.49772512610200625,0.05902495877657998,7397
YBX3,1.0533758582165336,0.5019353358964371,0.052000109840352124,7397
NR5A1,0.9529922208315853,0.5021401071673274,-0.04814853818225268,7397
NEUROG1,0.9299301394511924,0.5107225274892098,-0.07264581452608464,7397
CEBPG,0.9837258011227858,0.5255721535692148,-0.016408078157612544,7397
NKX2-2,1.0620352806836793,0.5336768880999666,0.06018714325069121,7397
BCOR,1.037897434227406,0.5421836570844697,0.03719696890531667,7397
HSF1,0.9719793918227896,0.5430458264899263,-0.028420676574865647,7397
NKRF,1.040703848377969,0.5478845349924208,0.039897261529317156,7397
ZNF160,1.0626242598642104,0.5501114836324866,0.060741565438696105,7397
POU4F3,1.0704791090378547,0.5637161366924539,0.0681063137127168,7397
TBX1,0.9510065319638802,0.56661761574512,-0.050234347938904717,7397
DNMT3B,0.9496463341768919,0.5687666221990155,-0.05166564351468156,7397
SP3,0.9836701855099782,0.5826880259518641,-0.01646461544161676,7397
SON,0.9626482896763843,0.5829790394674771,-0.03806715749108597,7397
HIF1A,1.0140287573416098,0.5856035450393922,0.013931265064291404,7397
PPARD,1.0229581296943053,0.5870791691082695,0.02269855719180459,7397
MEIS2,1.029834511982842,0.5955920169563313,0.029398121355239025,7397
FGF2,1.021894948140637,0.597023276439161,0.021658696029166296,7397
KLF17,1.0338945821393788,0.6054956775477571,0.03333281937952422,7397
SOX18,0.973907239418503,0.6091410211911734,-0.026439216611557816,7397
ID1,0.9703727703898968,0.6107814481551509,-0.030074981937771156,7397
NANOG,1.0488712638591122,0.6183617693333432,0.04771459915585772,7397
FOXC2,1.0321661526705066,0.6190417176996931,0.03165965474987298,7397
MNX1,0.9589138288323074,0.6208886568416842,-0.04195406336813551,7397
LMO2,0.979138399569143,0.6210024363833758,-0.021082278139666812,7397
IRF2,1.015905026720709,0.6231501360532462,0.015779867149886134,7397
PPARG,0.983803244768562,0.625082441386718,-0.016329356426944594,7397
PIN1,0.9668242114222175,0.627239335801788,-0.03373858762171562,7397
PBX1,1.0474089455279267,0.6309687246121753,0.046319443525582156,7397
DLX3,0.9674510988752869,0.6330503749209604,-0.03309039915373403,7397
BHLHE41,0.9613000367292207,0.6351908995409442,-0.039468705702502264,7397
NR2E3,0.9596339427864012,0.6360717380746086,-0.04120337683474408,7397
RCOR2,0.9449092460386727,0.6413577027582374,-0.056666392038052814,7397
RFXAP,0.9907814829674554,0.6483788383366291,-0.009261270512652148,7397
FOXE1,1.0248224397217647,0.6485259103234446,0.024519368044660067,7397
CDX1,1.0376038199716855,0.651978474695021,0.03691403555889227,7397
ZNF436,0.9303803748525875,0.6528660338202036,-0.07216177123683361,7397
KDM2A,0.9568849862714547,0.6545325825887249,-0.04407207628609219,7397
ZNF350,1.0344883019247404,0.6717920783670303,0.03390691018857349,7397
STAT4,0.9824541807844898,0.6766631150089512,-0.017701571660034405,7397
ONECUT1,0.976023554624198,0.6771372018061994,-0.02426855902399251,7397
FOXI1,1.0341386720047332,0.6942288244585579,0.03356887928426582,7397
TLX2,0.9674454427982278,0.6991819127406713,-0.033096245540801636,7397
LMX1B,0.9745197142698432,0.7068734192619632,-0.02581053010077638,7397
IRF8,1.0136781722514137,0.7156096619857519,0.013585470424471299,7397
ATOH7,1.0518120599250926,0.7240596637637452,0.050514448094340636,7397
TSHZ3,1.0427089952785522,0.7293201943955976,0.04182212968571462,7397
MEOX1,0.9706640653355268,0.7328991093772319,-0.029774838280056344,7397
PRDM1,0.9762976439488059,0.7373297782517255,-0.023987775998526143,7397
KAT2B,0.9647341443462465,0.739182743978565,-0.03590271368651166,7397
NR1H2,0.9766955024370042,0.7415808971579967,-0.023580341395452058,7397
MYF5,1.0302010221623095,0.7440860347879594,0.029753950346787527,7397
IRX1,0.969378993238268,0.7465728652571786,-0.031099625665086793,7397
ZNF362,0.9793054596364184,0.7540956494969336,-0.020911673231187797,7397
SREBF1,0.9899098286876814,0.7560546978260116,-0.010141422135386002,7397
PPARA,0.9898992144982466,0.7565785351125762,-0.010152144572957947,7397
PAX2,1.0226380796649888,0.7629777029873528,0.022385641054725545,7397
TFEB,0.9759357265898724,0.7632979119893794,-0.024358548641327405,7397
CEBPD,0.9917042582732155,0.7649952151714394,-0.008330342886585634,7397
YY1,0.9707920999094463,0.7674466242064136,-0.0296429428745385,7397
DMAP1,1.0230385691591055,0.7863958611127476,0.02277718827159718,7397
SOX5,0.9876276460655927,0.797474863603829,-0.012449528721876768,7397
PEG3,0.9820705260169422,0.8027162031913194,-0.01809215445199074,7397
ZNF384,0.9875860115532332,0.8052004267836655,-0.012491685692799957,7397
SRY,1.0175587869077838,0.8061287702604413,0.01740641249639963,7397
ELF1,1.0092489227041277,0.8104090446184811,0.009206413328126653,7397
HES1,0.9851914647254612,0.8122049375114091,-0.014919276267536323,7397
IKZF2,0.9834147038667456,0.8151492503102188,-0.016724372044952866,7397
CEBPZ,1.0118879019443836,0.8172749763548692,0.011817795900293542,7397
HOXA11,1.0308050560533397,0.8212544523156964,0.030340104764000578,7397
ASCL1,0.9861242425428564,0.8273041663226579,-0.013972925681913984,7397
RXRA,0.9869785719420737,0.8410256984485056,-0.013106950076045896,7397
FOXD3,0.981904421872703,0.843492845553758,-0.018261305433080157,7397
DLX5,0.9923024162417002,0.8632303389528799,-0.0077273630737738205,7397
