drug,HR,pvalue,padj,cohort
12-o-tetradecanoylphorbol-13-acetate,0.7525423250222164,0.02839432061780054,0.17492282669322518,METABRIC
nsc-319726,0.5019346210268384,0.028408337438084255,0.17492282669322518,METABRIC
tucatinib,0.34779403480958687,0.02869840480708503,0.17591777595972563,METABRIC
fexinidazole,0.6549183417957621,0.028945857827828277,0.17591777595972563,METABRIC
wp1066,11.077523043371203,0.028988466058032965,0.17591777595972563,METABRIC
sar131675,1.3566262833071612,0.029056218696872443,0.17591777595972563,METABRIC
cyt387,3.3278580656881953,0.02926819759710706,0.17646284134589132,METABRIC
alpelisib,0.3199055817315215,0.030016205277469805,0.17830355697816197,METABRIC
dienogest,0.674142056288909,0.03010942653819618,0.17830355697816197,METABRIC
ubenimex,0.5931703065275947,0.03013021631701615,0.17830355697816197,METABRIC
ftorafur,1.625940414903966,0.030185683484922076,0.17830355697816197,METABRIC
bms-345541,0.6492657822558651,0.030201647324044213,0.17830355697816197,METABRIC
acesulfame-potassium,0.473439551322526,0.03031283691543044,0.17830355697816197,METABRIC
ly2183240,1.560593614241909,0.03089167286983076,0.1809726746665794,METABRIC
gilteritinib,0.533884996582152,0.031196273226362703,0.1820201909618824,METABRIC
octenidine,0.33014696665278626,0.03185064465274792,0.18447762965542064,METABRIC
beclomethasone-dipropionate,0.79977013600189,0.03188834956845309,0.18447762965542064,METABRIC
dmh1,0.6194776410826704,0.03199992055529411,0.18447762965542064,METABRIC
cefditoren-pivoxil,1.7065453429110542,0.03260080380130158,0.1871958853193785,METABRIC
bay-11-7082,0.20742598416028193,0.033312225487565315,0.19052486276880243,METABRIC
iproniazid,0.7118860509375198,0.033504358090629814,0.1908693155792966,METABRIC
cinromide,1.841715848783517,0.03453858326679187,0.19598952936097191,METABRIC
plx-4720,0.5779829995506314,0.034727146877907664,0.1962897716106734,METABRIC
kifunensine,1.4011512069742893,0.03536068270814954,0.1987039734001964,METABRIC
pp242,0.34500637362857833,0.035428904725121405,0.1987039734001964,METABRIC
k-strophanthidin,0.38455425470253474,0.0362253122014848,0.20238620368937643,METABRIC
sb-590885,1.391319476612533,0.036523789616765855,0.20326893682869304,METABRIC
ru-58841,0.6567572659340999,0.03678333965303048,0.20392908995377437,METABRIC
lerisetron,1.694468563813431,0.03745844359136691,0.20615454672348993,METABRIC
d-serine,0.6213741871764452,0.03746969301194046,0.20615454672348993,METABRIC
crystal-violet,0.5964610095065523,0.03766264301284149,0.2064312289378092,METABRIC
cep-33779,1.6601825242773018,0.03784288509201096,0.20663643293637685,METABRIC
zaldaride,0.5962174487172595,0.03819669065560772,0.20778425330324948,METABRIC
spiradoline,0.5472583061823043,0.0385187884128683,0.20824198191850085,METABRIC
methoxyflurane,1.7066993308699752,0.0386259930573332,0.20824198191850085,METABRIC
triciribine,0.47609855809848256,0.038814147482631525,0.20824198191850085,METABRIC
gw-441756,0.5418107489857592,0.038856485914302165,0.20824198191850085,METABRIC
eltrombopag,1.5474696038255054,0.0392414052843688,0.20952883190583635,METABRIC
evacetrapib,1.6046987520484168,0.04018932848822632,0.21329053271109596,METABRIC
pentostatin,1.7522700766011479,0.04024071557023442,0.21329053271109596,METABRIC
adarotene,0.15630396681579023,0.04077667169117448,0.2145813252724799,METABRIC
5-fluorouracil,1.6312921456088958,0.0407808323772854,0.2145813252724799,METABRIC
metoprolol,1.500231548799719,0.04110188171101679,0.21548703926029456,METABRIC
srt1720,1.7563526343126563,0.04126509091827215,0.2155616843275805,METABRIC
azd9668,1.5356709785136835,0.04149647511691069,0.21561164634621957,METABRIC
2-methoxyestradiol,0.3217914873373893,0.04157266712549776,0.21561164634621957,METABRIC
isoflupredone-acetate,1.2780931447018826,0.04174333295224781,0.21572358136393777,METABRIC
sb-939,0.31825394113631283,0.041936705110295396,0.21595164517650334,METABRIC
alvespimycin,1.603744966185023,0.04218429741849327,0.2164563062573041,METABRIC
unc2250,1.5077912330604872,0.042962393116989246,0.2196699040292701,METABRIC
maxacalcitol,1.6022192203157204,0.043528178206154955,0.2217791333250219,METABRIC
ly3023414,0.3198668491276791,0.043838039228440324,0.22187408909509893,METABRIC
"mns-(3,4-methylenedioxy-nitrostyrene)",0.46621624913844895,0.04385348270988134,0.22187408909509893,METABRIC
ziprasidone,1.3961271402976674,0.04464604006768591,0.22271748118780796,METABRIC
osimertinib,2.312532382413469,0.04494812473799245,0.22271748118780796,METABRIC
omeprazole,0.5354172891991396,0.04508636258908975,0.22271748118780796,METABRIC
g-1,1.333215298565747,0.04509567843662726,0.22271748118780796,METABRIC
bexarotene,0.3380656583898483,0.04550746043772646,0.22271748118780796,METABRIC
sb-242235,0.6492741597127205,0.045516445884101746,0.22271748118780796,METABRIC
raloxifene,1.939046927499016,0.04578377215512787,0.22271748118780796,METABRIC
clonazepam,0.41632138991948026,0.04586892181149786,0.22271748118780796,METABRIC
lb42708,0.47752120123408964,0.04587814068106978,0.22271748118780796,METABRIC
raf265,0.5674175699381915,0.04626088091963566,0.22271748118780796,METABRIC
mexiletine,0.3936712659685013,0.046346062679659364,0.22271748118780796,METABRIC
