drug,HR,pvalue,padj
at-7519,0.3783288511070939,0.0014074911493280624,0.005387935695972768
cep-33779,2.1043358215144385,0.0014524072836964309,0.005545206700550753
xanomeline,0.5590810360546336,0.0014808180116342147,0.005638799112722918
taselisib,1.6051945590385774,0.001493418802752468,0.0056718556629470375
sb-242235,0.5447270507984989,0.0015017471605549856,0.005688555343777655
ixazomib-citrate,0.1767901134921391,0.001546163480271889,0.005841510589956719
"hydroxytacrine-maleate-(r,s)",0.6337410335695818,0.0015513284652503164,0.005844892359079532
ml133,0.27048947811079294,0.0015551372206258603,0.005844892359079532
oprozomib,8.085279755792794,0.0015864622381289537,0.005932746750877748
salvinorin-a,0.6394123202017616,0.0015867125035174076,0.005932746750877748
benzethonium,1.9569838790526246,0.0016148324529081121,0.00602232618391247
cetrimonium,0.29852002797463356,0.0016478914712307073,0.006129817374989289
eprosartan,0.5744754179568886,0.0016671962770950103,0.006185725674247384
daclatasvir,1.9466124794479391,0.001703704328341333,0.006305013204884677
halobetasol-propionate,0.7488923675256011,0.0017368722006966648,0.006411362434714474
colchicine,0.5260292958272674,0.0017427390833811653,0.006416650009294011
tofogliflozin,0.4918442908312744,0.0018056121136614499,0.006631270884436847
etoposide,0.5515900644410453,0.0018134310354483306,0.006643125843781606
lanoconazole,0.5582721752785497,0.0018438567475566232,0.006737527054834429
lenalidomide,0.46001138659352064,0.0018610968720757833,0.00677894876426034
dabrafenib,0.6710218873297453,0.0018645622724088565,0.00677894876426034
acivicin,0.41263407551653414,0.0018853988117206507,0.006837524011428024
sch-58261,0.6994033041813568,0.0019014261066426779,0.006866089304062403
tedizolid-phosphate,0.3646666352920639,0.0019027655915197124,0.006866089304062403
linalool,1.7800015465308776,0.0019156476505436577,0.006886574815826838
cyc116,0.6637302213528854,0.0019179610578978685,0.006886574815826838
parthenolide-(-),0.3462597646934419,0.0019267951580671451,0.006901169786443463
clofazimine,0.5346037822794798,0.0019639600716879727,0.00701691413267283
tiletamine,1.6390581697099798,0.0019717614213536905,0.007027435410588153
gimeracil,2.019737910010475,0.0020066732769984286,0.0071342904958641915
erastin,0.4358396929154437,0.0020382122943127952,0.007228659779094644
cinalukast,2.0693928918639077,0.0020464113359410646,0.0072399931616301235
mepivacaine,2.189454398807757,0.002065038966313974,0.007276051603899268
quinethazone,0.610396624884753,0.0020666601307550788,0.007276051603899268
betulinic-acid,0.4900349196497814,0.0020777858056041506,0.007297466166769917
ixazomib,0.4174274098269538,0.002115135089651727,0.007410654902484381
tioguanine,0.5194818436757407,0.0021291046811550713,0.007441580854182097
fluoromethylcholine,1.817668911469407,0.0021385904379888905,0.0074567237681203
quizartinib,0.7205803849077307,0.002149777117091405,0.0074777103087289975
refametinib,2.0402936323913368,0.0021790949439210424,0.007561511711879493
metoprolol,1.7927074328319885,0.0021890906965515576,0.007578024492607903
raltitrexed,0.4508024713395139,0.0021953776374926226,0.007581650218262111
melphalan,0.5850121000524945,0.002205180993733475,0.007597373566505568
fenretinide,0.34767808273827405,0.0022399403083599744,0.007698797211869081
triciribine,2.495459733691229,0.0022772997129923583,0.007808655650947731
irinotecan,0.5108802765265433,0.0022832367554466424,0.007810504929388396
unc2250,1.617953810019938,0.0023288747235180583,0.007947834256911864
az960,0.44111955133530395,0.0023768989065184984,0.008080641559916226
zk-93426,0.5167444303727265,0.002378958745351978,0.008080641559916226
sb-218795,0.6543671390997298,0.0024179065547339745,0.008193702071897098
terconazole,0.6109529281889989,0.0024245743016542125,0.008193986380491751
mk-2461,0.7335860165275887,0.0024293159345065386,0.008193986380491751
mevastatin,0.4822022577023182,0.002443528059244873,0.008222756050528676
kf-38789,0.22549426537184322,0.0024846050973279105,0.008341586022815513
triamterene,1.9399819276893209,0.0025076251952785736,0.008399383466592815
tipifarnib,0.5292281188231559,0.0025159683348140627,0.00840786646761189
cl-218872,2.2362569247491715,0.002524665105650117,0.008417139546735003
flumethasone-pivalate,0.725651777941621,0.002530377127041967,0.008417139546735003
ganetespib,0.46074450716504706,0.0025678470325015135,0.008502946602104556
linsitinib,3.299088279975829,0.0025679251313888676,0.008502946602104556
lonafarnib,0.6405926765364203,0.0025857142283462137,0.008542302484970253
broxaldine,0.5393515814418252,0.0026182822926889763,0.008618382954108135
gsk2656157,1.8646832712091412,0.002620655493992799,0.008618382954108135
prt062607,3.721873648080874,0.002642112271801844,0.008669243667340744
tecastemizole,0.6370903225595953,0.0026540574176241263,0.00868873548258396
tiotidine,0.6782420924105182,0.0027286359695913804,0.008912722907446336
fk-3311,0.4579548207131005,0.002821114005728519,0.009194035960110735
otx015,0.7471414595375949,0.00286811014853244,0.00931108925535457
isoxsuprine,0.6060151418102127,0.002869900350993876,0.00931108925535457
8-hydroxy-pipat,0.5236516099678931,0.00294612362416758,0.009537004215146506
equol,1.9750833162019117,0.003046990131398795,0.009841506071727804
pha-665752,2.219729584388732,0.0031341970052127586,0.010100630437734659
bam7,0.6928647547476015,0.003145528769264726,0.01011462250916902
hyoscyamine,0.3847441789235149,0.0031946905231638742,0.01024992724394263
mephenytoin,0.6323996625567619,0.0032419501221933244,0.010378543864632168
"mns-(3,4-methylenedioxy-nitrostyrene)",0.3963062096137157,0.0032495816585223014,0.010380010286714725
kpt-276,0.37335537604219654,0.003285966361731093,0.010473113051596677
ribitol,0.49588571191385006,0.00329339628440837,0.010473724007777827
riluzole,0.6441031928944356,0.0033077373522079475,0.010496263045273903
sulfabenzamide,0.5619846545456879,0.003366760365965298,0.010660179977137387
osi-420,1.9218316345380408,0.0035046706829572217,0.011051921528960857
ramatroban,0.5922909979957126,0.003505758107666229,0.011051921528960857
sunitinib,0.47749848846886533,0.003589538908557238,0.01128445811102294
cudc-907,0.27276990639259124,0.003601791985906417,0.01128445811102294
gastrodin,0.5756809511722045,0.0036029161349637857,0.01128445811102294
voreloxin,0.4304949807284661,0.0037180886851419684,0.011620030944709349
cgm097,0.7078974318533954,0.003734010278644832,0.011644639812929033
acesulfame-potassium,0.4671728841043681,0.0038484149853103907,0.011975605341385236
fdcyd,0.5406898307665139,0.003868087909768497,0.012001809538883046
bardoxolone-methyl,0.37292866442818673,0.0038734243639657103,0.012001809538883046
diphenyleneiodonium,0.3902875729418911,0.003935190162405822,0.012121684847034814
d-64131,0.5815351231444975,0.003935252446613566,0.012121684847034814
eptifibatide,2.4919085689061835,0.003937243868767355,0.012121684847034814
jte-607,0.4593102140565111,0.003954448081713552,0.012148803342334416
deforolimus,0.5748959777572339,0.00399566062007407,0.012249408722981314
cb-10-277,0.6411146336378433,0.004068887974750447,0.012428449223550323
pha-793887,0.6845332717867731,0.0040712404505617505,0.012428449223550323
ly364947,1.4952034537412162,0.0041271833954882545,0.012572703943729483
niacin,0.6529817789635024,0.004282174647473939,0.013017451081711743
mocetinostat,1.8355165260166868,0.0043052037562937035,0.013060020619197043
oligomycin-a,0.5206512271489654,0.004329407359397069,0.013105967466626692
scriptaid,0.3241323487655374,0.004394340107994725,0.013274760200977802
teriflunomide,1.7656262918558656,0.00444812195637613,0.013409234314325544
mgcd-265,0.47700189751503386,0.004517654524325232,0.013590532425568836
resatorvid,0.5507953180869664,0.004599585456473281,0.013808299077835762
bix-02188,0.4264471459713203,0.004646966868032075,0.013921658505263793
axitinib,0.3121755974127219,0.004674384983433849,0.013974865849233015
1-naphthyl-pp1,1.7617683408981841,0.004701893232163134,0.014028122694721762
genz-644282,0.3690805815066264,0.004735213728535992,0.014098465566237822
alectinib,0.4121990789449542,0.004768122347646703,0.014167295763952318
bucladesine,1.496028903499235,0.004919395096456954,0.014586812919207404
onc201,0.2573185884716358,0.004968813915547683,0.014681878115013326
cycloheximide,0.45527199777058097,0.004973559373365042,0.014681878115013326
uracil,0.5049646794302435,0.004981895061832442,0.014681878115013326
azilsartan,0.44029534940935783,0.004992602641191009,0.014683528499600385
aminoglutethimide,0.5960577220328089,0.0050525312842305565,0.014829640503613824
gsk1070916,0.5626756386385876,0.005100183745274948,0.014939202185046253
bephenium-hydroxynaphthoate,0.5870271554795679,0.0051182194454564185,0.014961744520354418
chromocarb,0.6835507849957572,0.005166892276412651,0.015073574846711906
norepinephrine,0.46160398762887656,0.005269025113888767,0.015340602293354214
deflazacort,0.6279528051748131,0.005441327063075054,0.015810442289698
ingenol-mebutate,1.2814954951517368,0.005452312036431572,0.01581061225794887
ketoconazole,1.9648441821194196,0.005499319281042343,0.01591502999933654
sc-12267,0.5423167313605527,0.005537034329691043,0.015992192964197485
tg-100572,0.28407538909280866,0.00555188422487667,0.016003140385252076
papaverine,2.34894918280767,0.005566415290657685,0.016013127088631552
chlorpropamide,0.6069492996972645,0.005609707423070669,0.01610564809758583
pf-04691502,0.2666557817050227,0.005625656681301936,0.016119455876918615
sulfanilamide,0.565837445869665,0.005673631935388772,0.016224793301398328
temocapril,0.553059352903022,0.005823716828463646,0.016621140534096444
abt-702,1.7569689339413455,0.005864736137424344,0.016705262186718556
tyrphostin-a9,0.40037769154316805,0.006040045888017056,0.017170818074578938
arry-334543,2.963924596404216,0.00613249514352032,0.017399451907203732
cefdinir,1.6795031400283391,0.006187846705102313,0.017522141256913985
sid-7969543,0.6723805064150171,0.0062759959944404045,0.01773704336710013
mibefradil,1.5741753203229096,0.006327387304708335,0.017847425789304018
ranitidine,1.9685646871223939,0.006492320626484226,0.01827701935121143
almorexant,0.596411415692434,0.006635288607701219,0.018643228379308083
bx-912,0.404125869874481,0.006679882449367521,0.01873215097719923
fk-866,0.45262884040335866,0.0067209756022026425,0.018810931714482056
afobazole,0.661566768555405,0.006814154107199999,0.01903490539212046
olaparib,0.5997005608637717,0.0069147762935783605,0.019278769358011344
tanaproget,1.721776716320987,0.007050822616486046,0.01962026985779867
mk-0773,0.5623802579115357,0.007069622117536141,0.01963482380820498
tandutinib,0.5850407214194623,0.007195068344715946,0.019944949990045927
bentazepam,0.3983107706559668,0.007412199613563165,0.020507558013051434
oxyphencyclimine,0.5643388141556273,0.0074447712854048935,0.020525860705818338
ruxolitinib,4.378615388327795,0.007456546564074145,0.020525860705818338
amg-208,0.7361440538476587,0.007461370235839975,0.020525860705818338
dmh1,0.6203230169202623,0.007500393871056274,0.02059406059092681
meglitinide,1.8807141954564222,0.007653933376495435,0.020975836355660787
hydrocortisone,1.9569111407240947,0.007745444828575393,0.021186500315592806
lomitapide,1.5746621123594193,0.007839458516724653,0.021403200893774666
rs-504393,0.5210423547988379,0.007864733599890792,0.0214317693390621
metatinib,0.5759130957837677,0.008136889818672575,0.022131728510562436
estrone,1.5254138452690076,0.00825424991433703,0.02240881730965419
phlorizin,1.7490410458493653,0.008347533525706533,0.02259609565976254
azd5363,0.6543459822808597,0.008354465223201768,0.02259609565976254
ciclesonide,0.7105356417742463,0.008424389901185724,0.02274270930413385
gw-583340,1.6753241718426581,0.008680557947980786,0.023390628213646552
carmustine,1.391134312440978,0.0090898149314461,0.024447885140896852
chidamide,2.287271855317227,0.009119739754015173,0.024482863495473017
inh1,0.5975559362697088,0.009208886283412229,0.024676404540921286
alvocidib,0.4551068383554543,0.009297707962285509,0.02486836122260098
baricitinib,0.5353998498297421,0.00933010020410077,0.024908957555966445
simvastatin,0.6063181622631498,0.009403431850730561,0.02505850071456192
tropisetron,1.5591766008367414,0.009470067148000512,0.025189682285214596
adarotene,0.15471559827770096,0.009496553018345838,0.025213783885406293
psb-1115,0.7337822820216979,0.009547993740764654,0.02530393212982867
raclopride,0.6531022101830374,0.009697561101297573,0.02565332890964824
nadide,1.4265041362204043,0.009815814823061007,0.02589320661643757
tws-119,1.849836307349087,0.009824029324412042,0.02589320661643757
vx-765,0.46859900185355763,0.009862350961035733,0.025946948801124917
vemurafenib,0.6325868770684289,0.009882845472667,0.02595367948992586
tirapazamine,0.6436723787447106,0.009915505132634863,0.025992275229932332
bms-345541,0.7109308306352645,0.00997881170827065,0.026078852082236117
bruceantin,0.35546345511294475,0.00998457778407658,0.026078852082236117
cep-37440,3.1638069537157887,0.010057610292720903,0.02622227404246333
mefexamide,0.521093238885659,0.01039192637316358,0.02704517529130881
ki-8751,0.5436880062836968,0.010673318071427077,0.02772763240458704
gsk2110183,0.5098906775385109,0.010796959052826599,0.027998565859211632
radezolid,0.5773139868770866,0.01113065587394487,0.028812270213950317
cyt-997,0.48242892440279156,0.011343517203242908,0.029310838201950868
a61603,0.5910078451044887,0.01138556028959588,0.029367033402932684
busulfan,0.6694220311708846,0.01151075178317012,0.02963711357695225
ribavirin,1.885611167090091,0.011663555798400674,0.02997720291347385
raloxifene,1.7356051918302122,0.01191394301261748,0.0305664459915913
bvt-948,0.4909815543523048,0.011947951207156235,0.030599443180097476
mozavaptan,2.681307316348905,0.012322680163544392,0.031503389040015435
vs-4718,1.4006294578465457,0.012451819621506044,0.03177739504818209
temoporfin,0.15293563790972697,0.012546573333117919,0.03196283734686906
camylofine-chlorhydrate,0.564102852447297,0.013023082292290447,0.033118453562292226
cyclovirobuxin-d,0.5083146368655914,0.013067621998662937,0.03317341935450047
obidoxime,0.6200933006692996,0.013136542302051177,0.03328997672691428
hexachlorophene,0.5136218681192858,0.01317687129221682,0.03333379853118486
"2,3-dcpe",0.5372431168645679,0.013240470704859784,0.03342190381273696
sb-216641,0.3563251938936038,0.013257894117837605,0.03342190381273696
levocetirizine,0.6822661508524337,0.013281708414232313,0.03342370795720723
mk-2206,0.455231222834034,0.013341886170870232,0.033516856404946574
cnx-774,1.5005251848578995,0.01346980724132682,0.03377956859306743
alexidine,0.2674299132171405,0.013581938597463802,0.03400184282098637
cpi-1189,1.5959536095038667,0.013684043789283921,0.03419829250966119
oxymetazoline,0.6821945631207949,0.014279697917353335,0.03562538428691427
captamine,0.6675495260076127,0.014337878081422782,0.03570896658144366
osi-930,0.6365509851757641,0.01437504104837604,0.03574000755498304
gsk2126458,2.331101500175411,0.014454352466167237,0.03587555406268266
p276-00,0.42308776588122415,0.0147172396086836,0.03646548923589926
fluroxene,0.7105635560546804,0.014790000339518479,0.036583129044928615
vu0364770,0.4922236364673892,0.014864443884151495,0.03670452269687238
gw-788388,1.332340042601919,0.015555827309093464,0.038346306842007225
jq1-(+),0.7716795554801433,0.015633322332405296,0.03847179832481371
avl-292,3.388009803643846,0.01571495421772651,0.038607026745416405
ym-155,0.5029300944370241,0.01596768538515805,0.03916142500393847
cgp-52411,1.765461348529143,0.016129509239978128,0.0394913703388297
du-728,0.6916391642824625,0.016280579180493783,0.03979391566583531
pi-103,0.4611133011849442,0.016403557400177994,0.04002689301527413
exatecan-mesylate,0.6841020358311309,0.0169932654476417,0.041396052361511004
meclizine,2.267378901786314,0.017362216317334183,0.042223742875937074
dirithromycin,1.4498686334042719,0.017545420326023013,0.04259768995260956
vlx600,0.7792271711990174,0.01758601303545855,0.04262472506249333
norethindrone-acetate,0.6978263591210815,0.017696470487486186,0.04282072373811457
ap26113,1.640537454711821,0.01779458785074315,0.042888893387803884
mycophenolic-acid,0.37409505484664374,0.017824615932923588,0.042888893387803884
cytochlor,0.6384875043990721,0.01783599355375104,0.042888893387803884
le-135,0.5539872060909342,0.0178432023631361,0.042888893387803884
hydroxyurea,0.6350999857607277,0.018068355784052595,0.04335806106057065
ro-90-7501,1.5006668942316672,0.01810120440310636,0.04336497147565381
ym-201636,0.6446721990310643,0.018207027378389973,0.04354639440748809
sb-431542,0.4656917624872474,0.018547165078224723,0.04428671265378082
hesperadin,1.6047854321077943,0.019206549581990435,0.04576436852568558
ldn-212854,5.569722741095911,0.019229257818670926,0.04576436852568558
desonide,0.7806435797692098,0.019286312090322232,0.04582478422774428
serdemetan,1.4311125942870255,0.019389736178348906,0.04599499713126371
trimebutine,0.6848475014769244,0.01946764295509195,0.04610422153194444
nonoxynol-9,0.6229447310615891,0.019603382281675637,0.04634982706141282
uric-acid,1.5872252362974697,0.019740079059382774,0.04659689135224612
ibrutinib,1.9247000212070162,0.019989763142893833,0.04710942551753644
beclomethasone-dipropionate,0.8021991143014716,0.020226977432550513,0.04759095340634243
thioguanine,2.5279501874765606,0.020309802992523718,0.04770825475678867
3-deazaneplanocin-a,0.5671782700652415,0.02044024519824968,0.04793684732879625
felbamate,0.4229869383219859,0.020545085516733928,0.048104755247110026
sevelamer,1.64431231136638,0.02090610438562243,0.04887097422616423
bms-754807,1.5626970516217085,0.02094918871477603,0.04889270333916277
fph1-(brd-6125),0.6204246863178926,0.02132622899804956,0.04969251748820888
dexrazoxane,0.42146875305008574,0.021411482329000173,0.049767402213554586
dianhydrogalactitol,0.6375991202592467,0.021427153821039744,0.049767402213554586
bay-11-7085,0.4016265067976593,0.02160805694648628,0.05010714487430392
xylazine,0.6729757393289354,0.021761313052652484,0.05038179197950103
monensin,0.514047825512263,0.02188346178901218,0.0504889962746984
fendiline,1.8512559626948077,0.021894434381156055,0.0504889962746984
sobetirome,1.4597214167967894,0.021912294167595433,0.0504889962746984
repaglinide,0.6064908108618771,0.022187548879086263,0.05104194471866108
bts-54505,0.6816323269997888,0.022330288993255745,0.051288774878160415
unbs-5162,0.5555575172937355,0.022558588016026438,0.05165455647960299
nsc-3852,1.6215391614205146,0.022560939664899162,0.05165455647960299
terbutaline,1.3757091235641803,0.022709725912174083,0.05191307013414834
cyromazine,1.53442574380107,0.022939536549461206,0.05235569303954316
tak-733,1.688552553935781,0.023207373729934047,0.05288357446805444
bortezomib,0.6322277407050969,0.023445694891249376,0.05334264230760668
imidapril,0.4572563222984452,0.023828697192245514,0.05412892439117623
smi-4a,0.6964687321056772,0.023965259415638793,0.0543538093643093
cobicistat,0.637547760731026,0.02401455287742273,0.05438037247829529
licochalcone-a,0.6142863939294814,0.02438422596352335,0.05513121088940357
afatinib,1.8386553877568055,0.024535203001104844,0.055386019879249154
defactinib,1.5344347980190713,0.024716021183085118,0.0556922540966286
phenelzine,0.7175633902727122,0.024747836478322176,0.0556922540966286
avanafil,0.6544821097983198,0.025225576716544757,0.056679207311863766
finafloxacin,0.7185074737009441,0.025308099904374236,0.05677646598702251
idasanutlin,1.8123018162883522,0.025636912044214442,0.05741195830385141
amg-232,1.4930395067091435,0.025696925271065808,0.05741195830385141
nintedanib,1.4026533648692443,0.025731473318795932,0.05741195830385141
formestane,0.7118499319067889,0.025750076668417114,0.05741195830385141
pevonedistat,0.6139633300022472,0.02594000880451219,0.05774645036942944
orantinib,1.6530788472302103,0.026023903815456082,0.057844222459239564
curcumin,0.39915227751831683,0.026132180731036774,0.057995806008911376
atorvastatin,0.7481965949893612,0.026433776786898518,0.05857530629501096
tryptanthrin,2.265953669425474,0.026569941649572326,0.05870827127605814
gs-9973,1.7749240074147246,0.026574925836778215,0.05870827127605814
aurora-a-inhibitor-i,0.3653681883344432,0.026702998007146123,0.058901277616372615
tms,0.6160408135487491,0.028268686601452632,0.062259953595588974
lerisetron,1.6408861217273407,0.028323961367026165,0.0622868876870621
itraconazole,1.59250035838897,0.0284166520825451,0.06239589615089949
wz8040,0.4535227475920717,0.029025714273240782,0.06363667962633245
5-fluorouracil,1.4921311432121291,0.029270043722408882,0.06407526969186937
xl-647,1.8719817293414966,0.029625154610307482,0.06475468084760563
ciprofibrate,0.7153938957372753,0.029744649069901583,0.06491780875437042
ramifenazone,0.6943796955592978,0.031113933844434553,0.06780400944713373
tyloxapol,0.7267513917004074,0.031484448848258975,0.06842298040021393
rgfp966,0.6704616634752121,0.03149253970044401,0.06842298040021393
dacarbazine,2.3435682083209803,0.03181720937437524,0.06902474057679306
quinidine,0.6970628657091499,0.03194192252299214,0.069191559716721
repsox,0.6911940267165027,0.032023461085883616,0.06926449654898893
estramustine,0.26824135083881484,0.03246082212321125,0.07010568598848757
bicalutamide,1.7482750221941308,0.03281070740457708,0.07072606996465433
cyt387,2.438274326431065,0.03284583207757271,0.07072606996465433
fleroxacin,1.2714535053881635,0.0334907077986579,0.07200750993262701
10-deacetylbaccatin,1.66425999367121,0.033768566780919676,0.07241182497235506
bay-11-7082,0.23772336771771638,0.033778840260082696,0.07241182497235506
dimethisoquin,1.3650351267241942,0.03463344525078399,0.074134016683261
domiphen,1.5134525257814697,0.03487547728252577,0.07454182515186823
amprolium,1.4970175019910834,0.03505920796999769,0.0748240028504228
butylscopolamine-bromide,1.5795560150865413,0.03518643242681807,0.07498493037055338
ifosfamide,0.683265393536178,0.03618612297004041,0.07698470012686894
wye-125132,0.5724861336495399,0.036231223763923806,0.07698470012686894
nafcillin,0.7015636693836196,0.03628505579858944,0.07698603481020369
aspirin,1.4317705089412653,0.03711538275205814,0.07863244340004118
bafetinib,0.5273248516569278,0.03725882242386671,0.07882092989376481
carfilzomib,0.492636462517255,0.037376042526653705,0.07895347961469767
triptolide,0.42864997587740505,0.03758056372921137,0.07926978967371553
gw-501516,1.3789781532941743,0.03786955839618663,0.07976310189124025
ap1903,0.6770839935228096,0.03823416600558977,0.08041400902629128
dalcetrapib,0.6945158401925446,0.03843170850494667,0.08071216575712313
azithromycin,0.42545637947432247,0.038503418633737026,0.0807455750188659
meloxicam,0.7451158073948456,0.03898463488672445,0.08163642066727972
kd-023,0.6239736790361625,0.039176559730521095,0.08191977157523704
gsk-j4,0.5489476561992572,0.03941181929386717,0.08229278862658845
oncrasin-1,0.6583321399894334,0.03970741115473785,0.0827905244105269
vandetanib,2.2119542522706928,0.039795550762484776,0.08285490928534602
nutlin-3,0.7240098936165581,0.039932502836348464,0.0830205913853394
dacomitinib,1.6409074734495661,0.040461067193549125,0.08399880090253312
lorazepam,0.682758940344898,0.04054233177375759,0.0840469256112138
ornithine,0.7072555073652048,0.041033639392244706,0.08494374277622044
hexaminolevulinate,0.5035075908458915,0.041804661212184374,0.08641620682004399
n-acetylmannosamine,0.7114026154124032,0.042337388536253906,0.08739258375457831
lgx818,0.8148317288762406,0.04417972026505207,0.09106560573152471
aeg3482,0.6594153997142146,0.045410168719891904,0.09346872565815588
ribociclib,2.7621206032860606,0.04570339887135285,0.09393866216881756
cp-673451,0.731979952712207,0.04639984011036602,0.09523484913432571
racecadotril,1.3981718137139623,0.046934001736026534,0.0961947599320544
naltrexone,0.7157408862677226,0.04706484906962225,0.09632650156116464
etp-46464,0.4363492183861932,0.047204402282487644,0.09647566398694861
cudc-101,1.3100681782793258,0.04735133477755775,0.0966394660410805
lucitanib,1.5577340142021645,0.04755367078994713,0.0969157206099345
odanacatib,0.3120333931442245,0.04822118884359977,0.098137918785779
taltirelin,0.6825719478384393,0.04939026185992442,0.10037599566195314
spiradoline,0.605795547652231,0.049642828933168744,0.10074778887278425
cmpd-1,0.5258167259296144,0.0499946014478096,0.1013195914495525
nitisinone,1.552928336033693,0.050744862149706034,0.10269624549737709
osi-027,0.3690534667440546,0.051095357565821294,0.1032611486002003
exemestane,0.7159999138025348,0.05273324892618869,0.1064226097575942
vidarabine,0.5374599956868695,0.05325950527997321,0.10733496398345577
4-methylhistamine,0.8047491892116881,0.0533959310042106,0.10746023944797321
petcm,0.7003829852773742,0.0552622767153514,0.1110618255654354
iobenguane,0.7362505414597327,0.05560069015916415,0.11158696069391195
pomalidomide,0.6942805886630398,0.05610736762684243,0.11244786836016758
methoxyflurane,1.4968616010630769,0.05635416683667999,0.11278627857908154
filgotinib,0.6541121177028064,0.05673040780866989,0.11338245870047697
pd-153035,1.446775762463307,0.057922692863278155,0.11560570561815654
cebranopadol,1.3145926947353468,0.05827062523679625,0.11613993762760905
peruvoside,0.38430074500947703,0.05886468341036652,0.11716258169848742
alisertib,0.7362117656562743,0.059225594478966276,0.11771900441080248
sgi-1027,0.5806097891008062,0.05990955190740423,0.11891511880660345
gsk429286a,0.6372588740159275,0.06002590726772484,0.11898286002246279
kp-1212,0.6134649215292642,0.06020853083059685,0.11918159249230321
pacritinib,0.2086520407520792,0.06069062356460122,0.11997176543439612
xilobam,1.410614932184818,0.0608544136549882,0.12013142777458106
ptc-209,0.6731345677649002,0.06121793307809649,0.1206843994060022
tremorine,0.5788716548435939,0.061629416850559435,0.1213302941262034
lafutidine,0.6668937906032769,0.062325422101852324,0.12253381220296237
picolinic-acid,0.6898933928872408,0.06325575630896445,0.12408875437276838
scs,0.7655263019412029,0.0632896962615114,0.12408875437276838
idarubicin,0.4261258671158891,0.06337359328367369,0.12408875437276838
isopropyl-myristate,0.6564346378204243,0.06395810697792932,0.12506402810414016
bitopertin,0.6042040123899343,0.06442235679905822,0.12580182225133232
cgs-15943,0.6105309535163893,0.06462500632835258,0.12602747190987357
7-aminocephalosporanic-acid,1.4118090765137457,0.06496109508362916,0.1265123884064756
ro-4987655,1.4704311015053115,0.06512966021168298,0.12667018592245333
menadione,2.1875757242043052,0.06557344676561651,0.1273621174091907
piperazine,0.7299644074461495,0.06607619465654893,0.12816655987671086
linifanib,0.37857249677191734,0.0661658379367704,0.12816863118407867
gsk1904529a,0.7996732258077938,0.06728137428074561,0.13015527885593436
dronedarone,3.1398319193236284,0.06738315030952145,0.13017812883561755
piroxicam,0.7076340979211211,0.06812631502309544,0.13143837045122547
etofylline-clofibrate,1.5378048916373208,0.06833148115086238,0.13165865942116892
sr-27897,0.7978463272642369,0.06917761164955927,0.1329741803176582
belinostat,0.560164267248681,0.06919803578382627,0.1329741803176582
pentamidine,0.710976136566783,0.07110684043591238,0.13645248128327686
mifepristone,1.4060156557387278,0.0711966989418618,0.13645248128327686
pd-318088,1.344573910534613,0.07155683356525953,0.13696129387424674
iowh032,1.3654177006585244,0.07183855435126901,0.13731887469786824
nomegestrol-acetate,1.3326382545303859,0.07251404209221839,0.1384272017248549
ro-9187,1.6612590010010666,0.07290668877359752,0.1389933842627083
jib04,0.5792241603010342,0.07309138033297864,0.13916214123923695
ch5132799,0.4055940692877625,0.07374215346100871,0.14021668338775242
cgp-54626,1.4172415471700759,0.0742562940985592,0.1410089994233795
ikk-16,0.3635436319847216,0.0743885628923866,0.14107503342763225
neratinib,1.7329646104769674,0.07490591877475798,0.14187024144905078
pentagastrin,0.7017441236119044,0.07556800302139256,0.14288970535427373
flumatinib,1.3948384465313406,0.07564168230917323,0.14288970535427373
i-bet151,0.8494455002451035,0.07605463609731462,0.14307469374682952
rucinol,1.3930377667346419,0.0760553587738066,0.14307469374682952
dihydromyricetin,1.2860811450803724,0.076104449626064,0.14307469374682952
masitinib,1.2638456970130987,0.0761351169212569,0.14307469374682952
parthenolide,0.41962024489720895,0.07689924419656814,0.14421396434404582
octopamine,0.7708183597446728,0.07694069141230364,0.14421396434404582
adaprev,0.6957628236313828,0.07709035779915302,0.14430756498754777
sdz-wag-994,0.7198152493204003,0.07786284247711454,0.1455652881968795
lcl-161,0.7273089494232619,0.07809863605347461,0.1458177114443584
talmapimod,0.7304205320624789,0.07839394283713912,0.14604595460641293
amonafide,0.7979985234877338,0.07842274134705103,0.14604595460641293
gsk650394,1.476182233379669,0.07874824799166603,0.1464636437582786
ro-106-9920,0.30370753882853097,0.07901587006066524,0.14677273938097896
tetramethylthiuram-monosulfide,0.65807568648373,0.07927835391089842,0.1470715103962436
cs-110266,0.7778905237989299,0.079502027446588,0.1472976103907975
indisulam,0.5870981679732898,0.08085253853258108,0.14960821388317752
ferb-033,1.477837436538478,0.08141354086753588,0.15045388714600821
olda,0.7757988208184063,0.08209023919402496,0.15151093892060474
sns-314,0.8057832734404414,0.0834693161513711,0.1538600006000433
favipiravir,1.439856737404374,0.084011440603823,0.1546622831472416
bay-87-2243,0.6843541397255917,0.0842298929796848,0.15486741441118668
mek1-2-inhibitor,1.6385152373731913,0.0846735708721135,0.1554856053958734
as-1949490,0.7118826625916403,0.08569729521189134,0.15716601542662456
zm-447439,0.7467872853097924,0.08590210231985307,0.15734220513522454
gzd824,1.4256368278474185,0.08619655245123684,0.15768193602647246
uk-383367,0.6833527345057774,0.08632745336899587,0.1577220012941124
penicillamine-(d),1.4891495503353784,0.08704704780276384,0.15864710138090574
cromakalim,1.3976495081427514,0.08713013472428195,0.15864710138090574
