drug,HR,pvalue,padj
fenaclon,4.252793297114492,5.66601380573335e-09,1.6397443953792314e-07
terfenadine,0.3846820851867096,5.910618149028783e-09,1.6769930316950293e-07
rutin,0.3911965022590078,6.348560816123835e-09,1.7519212549153497e-07
fudosteine,3.622829024630034,6.416850484486077e-09,1.7519212549153497e-07
bms-387032,0.05540755374389559,7.417251364385257e-09,1.987548652641753e-07
podophyllotoxin,0.1781467505469912,9.675356890430148e-09,2.545498440082259e-07
yo-01027,2.519278188100739,1.1255086215643382e-08,2.908233884649281e-07
vindesine,0.299159941808064,1.3808511972139094e-08,3.5054240041553106e-07
topotecan,0.3189744555930839,1.441401044918595e-08,3.596047089650357e-07
ve-822,0.23441756329465355,1.568556915426362e-08,3.84695229935923e-07
pf-03758309,0.350165324598902,1.6622513889696646e-08,4.008796266398508e-07
tagatose,0.2816255121130588,1.7757528734119678e-08,4.185954583898928e-07
cnx-2006,3.3833747510863232,1.7935672716083864e-08,4.185954583898928e-07
tacalcitol,2.5227783420009686,1.937682429938077e-08,4.4314624469382976e-07
astemizole,0.4231633047587448,1.9600110338911612e-08,4.4314624469382976e-07
cibenzoline,0.12213312540214191,2.012346154973368e-08,4.4797921326868666e-07
kx2-391,0.25556313929860325,2.2136671509095335e-08,4.853297526312265e-07
temsirolimus,0.2637517858471373,2.6349616326220083e-08,5.690730570752308e-07
taltobulin,0.21556197557309378,2.684533293674097e-08,5.712528935215321e-07
homoharringtonine,0.30158390461000883,2.834092480809978e-08,5.943379448887012e-07
gdc-0068,0.21325017155237008,3.3012404481606835e-08,6.824135612126441e-07
volasertib,0.41764073164828946,3.369685265224327e-08,6.867513491238874e-07
etomoxir,0.3116771296227303,3.444971717286353e-08,6.923436215157434e-07
nvp-tae226,8.413361965449234,3.5339018976857855e-08,7.004871295823742e-07
elesclomol,0.32703377247710463,3.7676402159593576e-08,7.367264043909716e-07
paliperidone,0.4396975964874353,4.226103703754736e-08,8.15356274577747e-07
tg-101209,0.2590533619825938,4.973614582428664e-08,9.469500395755627e-07
primaquine,0.3923943782662814,5.662431712731188e-08,1.0640959335483156e-06
sn-38,0.3135622068748676,5.898343139078575e-08,1.09421827208291e-06
pp242,0.10015684173968739,6.326051058918803e-08,1.1587083395260137e-06
cabazitaxel,0.3034283936056771,6.466463929790636e-08,1.1632320379215748e-06
dichlorisone-acetate,0.504362639217115,6.511526957266591e-08,1.1632320379215748e-06
carboxypyridine-disulfide,0.2479847149954683,7.295618130257292e-08,1.2784855587631145e-06
desoxycortone,0.5331831435492668,7.333400233402799e-08,1.2784855587631145e-06
ag-14361,0.318250172966463,8.22769784238885e-08,1.4173189021353172e-06
erlotinib,4.283536997642289,8.95607364014286e-08,1.5246398302690258e-06
tg-02,0.0780889579849524,9.348340189695605e-08,1.572912587731342e-06
nizofenone,2.7992260963039164,9.707364289370574e-08,1.6145466812320944e-06
everolimus,0.47880372072559113,9.850430981440075e-08,1.6197242761527032e-06
wp1066,54.443809354498164,1.0287416141573448e-07,1.6725720400962673e-06
emd-53998,0.4247506191463621,1.0625336303775187e-07,1.7083179590625219e-06
gsk923295,0.2849485519393611,1.2904561771074107e-07,2.0519671299718937e-06
methocarbamol,2.97625915757999,1.3735502440684232e-07,2.1603556556163133e-06
etoposide-phosphate,0.259888933787828,1.4961009679967256e-07,2.327804409345443e-06
rimexolone,0.557732448150206,1.5203159609488798e-07,2.340316165418116e-06
ski-ii,0.22311083972834705,1.633377543291456e-07,2.4878919001502494e-06
brigatinib,3.6261540032575788,1.7005862672486477e-07,2.5632795090716596e-06
tetrahydropapaverine,0.4251631723618947,1.885136715488534e-07,2.812157553929803e-06
gw-842166,0.44524882641042285,2.0322242514513645e-07,3.0006413182144127e-06
ciclopirox,0.37155171667202636,2.0905674964629094e-07,3.0458925712931574e-06
tg-101348,0.16265271195477393,2.104970678156985e-07,3.0458925712931574e-06
tanespimycin,0.3625419305462025,2.1927413071674655e-07,3.1414818529419033e-06
merimepodib,0.2336592018201668,2.435492293867873e-07,3.4550562247321687e-06
bi-d1870,0.45824274758136657,2.670928948293663e-07,3.7522662021174077e-06
oxiperomide,0.2775642999167994,2.723340149825686e-07,3.7891088430747768e-06
