drug,HR,pvalue,padj
tofogliflozin,0.7297003988711213,0.025175069570619817,0.09014135626165047
amg-208,0.8557728958902017,0.025229612498941564,0.09014135626165047
ruxolitinib,2.141827192261318,0.025314047241145218,0.09022026196536238
tyrphostin-a9,0.638126826494624,0.025496156901999852,0.09064604186042699
raloxifene,1.3445779150292534,0.025890024430514306,0.09182074840920147
pilocarpine,1.1914062908524834,0.026159863342835283,0.09255091016401627
tandutinib,0.7593211107745342,0.026429902538666568,0.09322773767335839
4-iodo-6-phenylpyrimidine,0.7348269050645754,0.026480027770387212,0.09322773767335839
ixazomib,0.677161578702501,0.027043175200854856,0.09497930707678878
k-ras(g12c)-inhibitor-6,0.7987451987508684,0.027299882148511142,0.09564873963412983
lenalidomide,0.7126454230539003,0.027366712898940562,0.09565128880378501
cytochlor,0.7750170869777269,0.027454167166302244,0.09572573467382975
exatecan-mesylate,0.8090453756986244,0.027699370005749322,0.09634852980365209
tioguanine,0.7486707412045355,0.02793894224888395,0.0969487996022424
sb-431542,0.6479514982126319,0.02803753095008769,0.09705815139898777
atorvastatin,0.8414267537343958,0.028186956638987248,0.09734254476518985
deforolimus,0.7717656797698829,0.028319110977243853,0.09756607996207585
dorzolamide,0.7884020340369713,0.028526977867024125,0.09802890775181092
ly2608204,1.5232314041877104,0.028613489589838382,0.09802890775181092
tws-119,1.3805266613056928,0.028656688306161728,0.09802890775181092
m-344,0.5416125109700409,0.029058527619204147,0.09916907892685943
digitoxin,0.763751179222232,0.029155656224865892,0.09926643425266105
fludarabine,1.3697904124818072,0.029448087541441733,0.10002671988841827
chloroxine,0.6455801227278994,0.029812112487041575,0.10102605800643831
"mns-(3,4-methylenedioxy-nitrostyrene)",0.6529171861789789,0.029983306709123532,0.10136879628061156
azd8055,0.5775467768237098,0.030082630827692577,0.10139389625835553
ramatroban,0.7853031476738667,0.030130874492807793,0.10139389625835553
cyclovalone,2.116308438147254,0.030251211726666095,0.10149097979106345
mepivacaine,1.4127044307946672,0.03030000225966787,0.10149097979106345
blebbistatin-(-),1.3054986601610659,0.03066214358295197,0.10235039494100019
torin-2,0.43760596532526563,0.030702686196809104,0.10235039494100019
cl-218872,1.4287910902231582,0.030768778023037378,0.10235039494100019
mocetinostat,1.3277351682366214,0.03108544685526182,0.1031666091733116
axitinib,0.5769483015350018,0.0313797796020893,0.10390512833918356
oprozomib,2.434846812959262,0.03190676505063959,0.1052845218077607
cefdinir,1.2852669452191108,0.03194188325750307,0.1052845218077607
aminoglutethimide,0.7860782278382006,0.03203843073707512,0.10536274835579024
salvinorin-a,0.8269744454874028,0.03238230727113514,0.10625215106878129
afobazole,0.8173814377994079,0.03247500995346355,0.10631524751733429
ml133,0.5755064850733963,0.03281215590498866,0.10717650021336027
voreloxin,0.6781932535237193,0.03297442720844321,0.1074639553392282
cgm097,0.854388914364255,0.033132179998123026,0.10760928221473631
tropisetron,1.2500309221942996,0.03316775388235826,0.10760928221473631
fenofibrate,1.257907349856347,0.03330270262891406,0.10780539307391197
vx-765,0.6798777820909244,0.03366485002749608,0.1087344597986313
chlorpropamide,0.7896037106966028,0.03374929450003877,0.10876443015936772
pepstatin,1.414185871644954,0.03384182206644017,0.10877190433698784
tiludronate,0.7952203338183853,0.03390195497994576,0.10877190433698784
gw-788388,1.1602014612042215,0.0342217254838997,0.10955494861770546
gimeracil,1.3507619689766228,0.03469491045084521,0.1107560684431832
licochalcone-a,0.757073459189161,0.034750003506016015,0.1107560684431832
taselisib,1.2182088781256477,0.03503878075023457,0.11143102361668003
fk-866,0.683918078432614,0.03612404669250887,0.1146304727282025
bvt-948,0.692281137463137,0.036563607114536656,0.11561153876436918
vs-4718,1.187261505994996,0.036703327327844516,0.11561153876436918
hyodeoxycholic-acid,0.7995146624220838,0.03673449307143948,0.11561153876436918
desonide,0.8736960763379042,0.036752804306572094,0.11561153876436918
lb42708,0.6227362371559132,0.03691665521851216,0.1158750544494297
cinalukast,1.351149524160399,0.037304664154546495,0.11670954939772574
gs-9973,1.3901282159338197,0.037343829558498284,0.11670954939772574
rs-67506,0.7842698676315835,0.037574085850516296,0.11717608238296784
parthenolide-(-),0.6403006849477781,0.03776455351074007,0.11751679339793737
diphenyleneiodonium,0.6573321804668054,0.03822615148480977,0.1185630406644228
dmh1,0.7956290418103397,0.03826464408450964,0.1185630406644228
amoxicillin,1.3468342568917482,0.03868145696719591,0.11937556644485789
captamine,0.810786987670742,0.03869187329829879,0.11937556644485789
a61603,0.7661658132549681,0.03915545113400669,0.12054880381044186
cgp-52411,1.346741965138483,0.039979174958619766,0.12282349504272357
dabrafenib,0.8492262049080589,0.04027373904327032,0.12311701377741822
acesulfame-potassium,0.7126441994097292,0.04028430124204705,0.12311701377741822
ketoconazole,1.3654966468901606,0.040329968576707835,0.12311701377741822
uric-acid,1.27974251802913,0.04062660855127689,0.12376147910252137
osi-930,0.7909869034649107,0.04098655374126345,0.12439144178767918
baricitinib,0.7386914555592365,0.041005333609345516,0.12439144178767918
ixazomib-citrate,0.4945443168964927,0.04159784206086558,0.12592484824701358
betulinic-acid,0.7456163657887943,0.04179086520590521,0.1262450562691959
sb-218795,0.8373375796993254,0.042137842100945795,0.12692991849338692
cyt-997,0.6964796750746932,0.04224242760204893,0.12692991849338692
unbs-5162,0.7240523540058016,0.04234778039082854,0.12692991849338692
sc-12267,0.7585865900730567,0.042368452406569376,0.12692991849338692
olaparib,0.7876149190859194,0.043263349643860215,0.12934311350137548
phlorizin,1.2991005178471569,0.04339375625777564,0.12946549547422959
pha-665752,1.4059248572833778,0.043586792611415986,0.12977384549119123
aspirin,1.2363660581212557,0.043874501017025586,0.1303622237610596
dianhydrogalactitol,0.7837246437733865,0.04398604063077234,0.130371273671791
cpi-1189,1.2632527038511256,0.04406731486009822,0.130371273671791
dexrazoxane,0.629656747443581,0.04414783973681934,0.130371273671791
kpt-276,0.6565387343123846,0.0443712820813531,0.13076424678557624
oleanolic-acid,1.3041998171052884,0.044635488268535466,0.13127551122880246
oligomycin-a,0.7531304766511373,0.0447756989885347,0.1314207635626972
tak-733,1.3325157818773292,0.045052516847917064,0.1319655706051336
cep-37440,1.738736442843267,0.045355625775603155,0.13258503130767224
arry-334543,1.634693617147692,0.0460036516094405,0.13420823362673467
papaverine,1.471979553399844,0.04611820254256866,0.13427170840864558
3-deazaneplanocin-a,0.7437021185469704,0.04657210491720973,0.13532095545221381
gsk1070916,0.7747285950025955,0.0467444773979,0.13552203266147106
tamoxifen,1.3046665790210246,0.04682862220506947,0.13552203266147106
abt-702,1.28958281113675,0.047102624931212596,0.1360429107294703
cb-10-277,0.8271064771253142,0.047290350943004954,0.13631302353491667
tecastemizole,0.8303311672670651,0.04741808694318005,0.13640948669340267
sulfasalazine,0.8379961958822513,0.047730628382562576,0.13703614934438105
"hydroxytacrine-maleate-(r,s)",0.838643655223428,0.047901099744678946,0.13725325015950582
ro-90-7501,1.2295612897883896,0.04907714615812258,0.14034511954704224
mgcd-265,0.7298652001543848,0.049435551730658465,0.14109120977172152
psb-1115,0.8673768556316244,0.050074916233699744,0.14263465313024315
sb-216641,0.6041090999032368,0.051139491643758354,0.14538083380848396
scriptaid,0.6182073705581037,0.0513317593667754,0.14564128588965491
pha-793887,0.854964918160384,0.052131705710011515,0.14762148368373124
vtp-27999,1.3380466844083043,0.05298835110358407,0.1497541875915745
trimebutine,0.8239734804213389,0.05326394539771463,0.15023962766177987
bruceantin,0.6181387633620005,0.05354334245067058,0.15073388429206291
azithromycin,0.6154568704185154,0.053712323056344526,0.15091598342238938
torcetrapib,0.8231447545450086,0.054485720458529355,0.15273589346276145
lgx818,0.8865295099222202,0.05467602726526603,0.15273589346276145
flubendazole,0.6586481433770217,0.05472137306551167,0.15273589346276145
gsk-j4,0.7088245225925169,0.054782258954508084,0.15273589346276145
repaglinide,0.7751800262542969,0.05560177414890421,0.15472262921820074
1-naphthyl-pp1,1.2666390120293773,0.056210665147278564,0.1561167609752631
prt062607,1.6887298555156587,0.05678926213954417,0.15714102598361301
repsox,0.8174470492324701,0.05679665279158923,0.15714102598361301
levocarnitine,0.8491338870499119,0.05695170786889529,0.157269315431854
ciclesonide,0.8590638912727585,0.05715916230133767,0.15754153876197258
mycophenolic-acid,0.6112142600639264,0.05735581297704258,0.15778300642163615
ki-8751,0.7531526341030916,0.0575311014266734,0.1579649027787408
selamectin,0.8361589082597543,0.05790936246977576,0.15833835006677877
ym-155,0.7156467035547909,0.057937164774903446,0.15833835006677877
gsk2126458,1.5024249661396891,0.057995387377603826,0.15833835006677877
nonoxynol-9,0.7885554408758971,0.058130379865116884,0.15840802196765372
deflazacort,0.820501029253035,0.058676553720854174,0.15959581434976688
norepinephrine,0.7201103789502847,0.05896120466505937,0.16006916163290977
nintedanib,1.1947708398446968,0.05921113161046413,0.1603117197294285
mozavaptan,1.5626365266021773,0.05927212857998911,0.1603117197294285
dacarbazine,1.5857645382394592,0.05956883572114521,0.16064196029257605
du-728,0.8354795035965913,0.05961626308024418,0.16064196029257605
tirapazamine,0.8232602961886847,0.05991529065801459,0.16114763119358197
gastrodin,0.7992024829930273,0.06019966174973316,0.16161207894594412
inh1,0.7935274053866636,0.06049048660386995,0.16209210021444412
tipifarnib,0.7804377238132968,0.06088817495808797,0.1628103685567555
azilsartan,0.7085086045945655,0.061060080222518895,0.1628103685567555
mk-2461,0.8866507993423308,0.06109608163532705,0.1628103685567555
sulfabenzamide,0.7946389301983298,0.06215788684095241,0.165126340677254
mk-0773,0.7798176718624119,0.062268054414218385,0.165126340677254
osi-420,1.2983221913580554,0.06232674860180232,0.165126340677254
alexidine,0.5423570511933894,0.06242163673148441,0.165126340677254
benzethonium,1.2719744840464742,0.06259057631870706,0.16527110206782683
bardoxolone-methyl,0.6743009507841757,0.06379596587315176,0.16814710859462767
bisacodyl,0.8004834806434701,0.0639950651138898,0.1683651985814519
meloxicam,0.850589421302842,0.06444132266419648,0.1691262797524592
nadide,1.168858613093735,0.06451811086617655,0.1691262797524592
erastin,0.7376716448751858,0.0648981768080449,0.16981494003841044
lorazepam,0.8091576850853234,0.0651959176215335,0.17028608808368045
levocetirizine,0.8418558704976324,0.06563667606009996,0.17112841488101738
hydroxyurea,0.8018127414268341,0.0658157867874823,0.17128676885159513
chidamide,1.4392263842715036,0.06610968619632175,0.17174275749744627
clofazimine,0.7925508961274663,0.06628830299603075,0.1717880594840196
p276-00,0.6685073523249642,0.06636456479030196,0.1717880594840196
jq1-(+),0.8864690295197333,0.06659092426344083,0.17206619180214086
temoporfin,0.4296172472642339,0.06681993480986524,0.17235017053453655
lanoconazole,0.8075325118986518,0.0671022704298739,0.17277043649826965
rs-504393,0.7539539783049489,0.0676154053050366,0.17378240049092
bx-912,0.6837697064834705,0.0679835104418022,0.17441868725051027
bam7,0.8679241414378274,0.06864085749532892,0.1755297018598788
fluroxene,0.8541412451557511,0.06867469874006726,0.1755297018598788
hexaminolevulinate,0.6857306980342314,0.06878047059747842,0.1755297018598788
vandetanib,1.5345877400104924,0.06934351480730791,0.17638288776194327
ym-201636,0.8110045217820366,0.0693585785325126,0.17638288776194327
beclomethasone-dipropionate,0.9021727410793784,0.0697931591312095,0.17701813023336255
pi-103,0.7008099496157666,0.06985304240722184,0.17701813023336255
bortezomib,0.8008626482736511,0.07047936032436096,0.17829306711424878
xylazine,0.8233556331849374,0.07074472479827117,0.1786520362706778
busulfan,0.8359311820177796,0.07129380187933508,0.17972496745539696
cmpd-1,0.6965108056507516,0.07148531272233899,0.1798943434943035
vemurafenib,0.8177888710857064,0.07180751107950596,0.18039143842368946
sevelamer,1.2647370031036989,0.07198688318213076,0.18050808372815502
cyromazine,1.234622218552184,0.07210343634752842,0.18050808372815502
domiphen,1.2437214303114759,0.07227927065408313,0.18063575930303674
tms,0.7838887301619819,0.07267631526283609,0.1813148761815928
isoxsuprine,0.8276682278155916,0.07294527924968211,0.181672666220809
jte-607,0.7379697535373788,0.0732487324745981,0.1818633766691696
itraconazole,1.2630487545923155,0.07327321948730192,0.1818633766691696
hyoscyamine,0.6946900632158429,0.07356328504623989,0.18227067373614578
ribavirin,1.3250678189881568,0.07424432786367867,0.1836436622542616
metatinib,0.7936138929915532,0.07456919958006106,0.1841324774613453
uracil,0.7629217862853142,0.0747275836867465,0.18420922247823196
sunitinib,0.7530241206765846,0.07509085332015558,0.18478990604466858
hexachlorophene,0.7428591963476089,0.07571159795115269,0.18600115829425798
bts-54505,0.831299098782808,0.07603814799970281,0.18648677992469484
amprolium,1.2337061378432548,0.07709464785375479,0.18875796183482774
gw-583340,1.2404164557711,0.078758372613748,0.19250568441231986
wz8040,0.6800537980648484,0.08126101524854998,0.19828783990666413
cnx-774,1.1961861121050728,0.08177328090897915,0.1992019149415704
niacin,0.8541428371424907,0.0820110466803085,0.19944535217883425
mefexamide,0.7626386873089016,0.0834765850490304,0.20252028544369166
terconazole,0.8376954903349769,0.08358293259706197,0.20252028544369166
teriflunomide,1.2370705709907936,0.08376071439036725,0.20252028544369166
curcumin,0.6448364336959008,0.08383528056722274,0.20252028544369166
sch-58261,0.8835933718786777,0.08453647625237301,0.20387380189530624
tanaproget,1.239148112527441,0.08550177276256554,0.20566834153145744
mephenytoin,0.8479945774597836,0.08556485252379915,0.20566834153145744
norethindrone-acetate,0.8505158772627219,0.08641215487199963,0.20736051094491453
bucladesine,1.1596479939042366,0.08707517385335233,0.20825017559908882
triptolide,0.6485146846501275,0.08722396197585978,0.20825017559908882
eptifibatide,1.4047579002171513,0.08732645474059038,0.20825017559908882
camylofine-chlorhydrate,0.7813389992535007,0.08745010964990037,0.20825017559908882
masitinib,1.1476267095075983,0.08755646696428786,0.20825017559908882
tw-37,0.5428778087036423,0.08765863284035552,0.20825017559908882
tryptanthrin,1.4760587290584901,0.08779032972732839,0.20825017559908882
ldn-212854,2.201282742150945,0.08831842507284077,0.20916000176824975
formestane,0.8556183334690266,0.0895114466889177,0.2115163269714987
mibefradil,1.1945017501895634,0.0896057418338139,0.2115163269714987
carmustine,1.1404417327415683,0.09167039634989103,0.21603756273337513
lcl-161,0.8303169654823818,0.09191716053991376,0.21619068110124967
defactinib,1.2209835693728557,0.09203418075906689,0.21619068110124967
meglitinide,1.2838620325685803,0.09257284759405777,0.2171035826071339
temocapril,0.7972300817013326,0.09295628233835743,0.21758590362998423
vu0364770,0.7397292511843736,0.09307924972146527,0.21758590362998423
bitopertin,0.756431036346004,0.09438118301464732,0.22027350293902367
colforsin-daproate,1.15928709536397,0.09520550768170649,0.22183956459811482
aurora-a-inhibitor-i,0.6302649633758094,0.09569227860168654,0.22261531693993636
bentazepam,0.702333511002712,0.09648276313658227,0.22409399399459798
iowh032,1.192370829494773,0.09753783888996677,0.22618149499003512
ifosfamide,0.8332892182744946,0.09792158727283512,0.22670805885406786
bix-02188,0.7324326902787429,0.09877308563429975,0.22831414522816573
riluzole,0.8565725423738165,0.09978761699181313,0.23029135851220667
cudc-101,1.1469610644557433,0.10023051579990419,0.23092324298146438
almorexant,0.8234799538587595,0.10038059421930969,0.23092324298146438
idasanutlin,1.315402718719246,0.10240302040768366,0.23520185798399723
radezolid,0.804119834812111,0.10359609661552284,0.23756505832434477
mek1-2-inhibitor,1.3350291801463956,0.10390965780160265,0.23790708044132758
felbamate,0.6866880806153249,0.10520431887343848,0.24049075736155684
bms-754807,1.2157007326541132,0.1055154945779709,0.2408216414106055
etofylline-clofibrate,1.267131658617974,0.10598605044058136,0.24108356097149497
pf-04691502,0.6201225010744797,0.10601541784039821,0.24108356097149497
triamterene,1.2478709497927916,0.10619436981238287,0.24108356097149497
10-deacetylbaccatin,1.2743335094184665,0.10629669101576628,0.24108356097149497
cudc-907,0.6360446021142211,0.10659750676695064,0.24138746837523878
sulfanilamide,0.8135902914476446,0.10745860094137434,0.24295718056588853
nitrocaramiphen,1.2537034438397978,0.10779314291285408,0.24298022378886142
scs,0.8680624966921675,0.10780463280749761,0.24298022378886142
gilteritinib,1.3047807851496518,0.10801867237650421,0.2430840107757412
sid-7969543,0.8654899788925032,0.10976051557364287,0.2466202888743187
lomitapide,1.1842916644878063,0.11066259624183339,0.2482616693983456
at-9283,0.8103516044621375,0.11088761776254359,0.24838139768173464
equol,1.255616990463548,0.11171854909509499,0.24985585864080748
evacetrapib,0.8365239138506476,0.11225850843288254,0.25044479572949585
bicalutamide,1.2937575903455523,0.11232803899685058,0.25044479572949585
finafloxacin,0.8634042640082472,0.11270141226026799,0.2508906823701658
cyt387,1.5093412515337963,0.11293878505325515,0.25103290625508484
gsk429286a,0.7916242219328296,0.11349738931855305,0.2518876109569728
cobicistat,0.8202914806767232,0.11371565464167531,0.2519855318016909
jib04,0.744895616317656,0.1140807945297232,0.2524081187836536
"2,3-dcpe",0.7812470873821402,0.11514131285518417,0.2540554124803821
orantinib,1.249365054117834,0.11517646896138954,0.2540554124803821
pibenzimol,1.157523717829385,0.11801829578542886,0.2596767596115799
pentagastrin,0.8248935108533878,0.11808383401825814,0.2596767596115799
methiazole,0.8027440499421674,0.11848793864951081,0.2601700261393659
thioguanine,1.4689760464940769,0.11896252980645618,0.26052173551440005
oncrasin-1,0.8203960372943596,0.1190082012266886,0.26052173551440005
isofloxythepin,0.871620715275759,0.11976859936846587,0.2617902768673265
ap26113,1.2233854966689737,0.12087869986683426,0.26381821826140145
fendiline,1.298812745246534,0.12187787011953875,0.2652974718756793
fluocinolone-acetonide,0.9156902915728306,0.12210503283785415,0.2652974718756793
azd5363,0.8558708270952977,0.1221788517431049,0.2652974718756793
avanafil,0.835582596370581,0.12228985054670222,0.2652974718756793
estramustine,0.5520863543502328,0.12349040047459948,0.26732748879107143
nsc-3852,1.2260469757616455,0.12359508638647324,0.26732748879107143
taltirelin,0.8305830395570827,0.1241527273106483,0.2681328304753852
quinidine,0.854525479394181,0.12658049290943013,0.2729686635468635
alpelisib,1.4703546251409796,0.1274466324650063,0.2744274957989049
betamethasone,0.8931163515256872,0.12770399717810574,0.27455204102292186
cs-110266,0.8760625082428115,0.12788394999961944,0.27455204102292186
amg-232,1.1847027863138921,0.128369730376237,0.2751866664509851
oxymetazoline,0.8644776831803959,0.12868026662110785,0.2754442985218093
xilobam,1.18495537569426,0.1290511824870918,0.27583022312972205
pf-03814735,0.8497934214760794,0.12982004926628077,0.277064323434083
gdc-0152,0.9135076900891812,0.13022013728839152,0.27746034712569373
etp-46464,0.6747897258704163,0.1305884461200297,0.27746034712569373
pacritinib,0.45832287042754677,0.13062570057050774,0.27746034712569373
r547,0.6933373315587948,0.13077260313733458,0.27746034712569373
melengestrol-acetate,0.8912992468895468,0.13242514851234602,0.28007440018679003
ribitol,0.799726107048417,0.13248500871233276,0.28007440018679003
zm-447439,0.8565199707638009,0.13258532420729177,0.28007440018679003
dimethisoquin,1.146809232220723,0.13442732057880383,0.28355150565237486
rs-16566,0.7794344751056841,0.13483264616968954,0.28399248763834173
bf2.649,0.9028726514714854,0.13535016244915438,0.28466814689524184
ciprofibrate,0.8663206115035175,0.1363320083127117,0.2863170043954918
nomegestrol-acetate,1.1575667561844978,0.1378960941654992,0.2891820989238802
carfilzomib,0.7299142241211848,0.13889001789617264,0.2908449434092067
i-bet151,0.9203191880934251,0.1395866934381058,0.2915621860375069
kp-1212,0.7879885241304394,0.13963551826122478,0.2915621860375069
vidarabine,0.7442024575887369,0.14033276076301157,0.29259582827676905
dichlorvos,0.7817949354885316,0.14209710516857535,0.2958482175236382
sulfamethazine,1.1587351721421382,0.14241241088002793,0.29607867606810406
venetoclax,0.884027190752504,0.14363818842571358,0.29788098281580994
lucitanib,1.2262844244507762,0.14370438666134222,0.29788098281580994
alisertib,0.8622492818011204,0.14397928388495235,0.29788098281580994
obidoxime,0.840712618518864,0.14464857030762582,0.29788098281580994
pitavastatin,0.8460992873515323,0.14485287651914439,0.29788098281580994
adarotene,0.5229566697501947,0.1449075908468267,0.29788098281580994
avl-292,1.5848674660720123,0.14490959269771067,0.29788098281580994
istradefylline,1.1464500013231047,0.14492620034715287,0.29788098281580994
fluorometholone,0.7972095386745818,0.14584680753727053,0.2989279744355307
monensin,0.7694313819771634,0.14584875601346556,0.2989279744355307
idoxuridine,0.884783893214256,0.1462039247805335,0.29923207801616974
sgi-1027,0.7742423948451788,0.14647564305841712,0.29935942563132806
raclopride,0.8622203613559918,0.14667991207505984,0.29935942563132806
xl-647,1.294902520236778,0.14730709602709366,0.30021601119887964
meclizine,1.3683252151641216,0.14792307270094696,0.3010473786192268
isopropyl-myristate,0.8186303764036053,0.14814370044071162,0.3010729417664462
mitomycin-c,0.7674915639434935,0.1486143844108114,0.301605910578463
cyclocytidine,0.8181601495239541,0.14888469579126268,0.30173130925764297
odanacatib,0.588773550247363,0.15020266956129108,0.30395804724449144
pevonedistat,0.8220931413047697,0.15040356726126872,0.30395804724449144
latanoprost,1.1405584503733173,0.15118732072591448,0.30511583415676186
resatorvid,0.8285664204364248,0.15156233994022272,0.3054466655898361
gsk2110183,0.7910224847552788,0.15286334309206795,0.30764013554133846
talmapimod,0.8541462485281439,0.15376541922957476,0.30902578003499265
nutlin-3,0.8707997021143143,0.15426621187097705,0.3096022310364824
rucinol,1.1791970668680503,0.1549049320748857,0.31045351345202166
nafcillin,0.8608615078808016,0.15543303884345067,0.31061903014482917
butylscopolamine-bromide,1.2083134994612756,0.15547408983506109,0.31061903014482917
olda,0.8810795843863016,0.155631511302696,0.31061903014482917
hypericin,0.8644759679204467,0.15640226564573534,0.3113878304845703
cholecalciferol,0.8082852784102328,0.15644709935195758,0.3113878304845703
ap1903,0.8457803477988939,0.15826700174018823,0.3145774059313906
le-135,0.8070844605189926,0.15863574397732794,0.3148778073185096
sns-314,0.8972507835282292,0.1596079963462847,0.3163736585110602
estramustine-phosphate,1.183603625640329,0.16004776488815653,0.316811375914039
cp-673451,0.8714942112425448,0.16133574396840966,0.3189246195659683
d-4476,0.8712576503231195,0.16276056279956136,0.32107172470178724
rgfp966,0.8503940760609575,0.16286568481763086,0.32107172470178724
dalcetrapib,0.8605594073898232,0.1639652383380643,0.32279959166691025
pomalidomide,0.846780517756715,0.1646814588399776,0.3237691181269668
as-1949490,0.8441782349102062,0.16537267981590437,0.32468693038482177
bay-11-7082,0.5557481889671708,0.16632062215469728,0.3261056101054837
gzd824,1.1908991868496126,0.16657690805827002,0.32616615150245837
ldn-57444,0.6202363823186773,0.16762905373789094,0.3272658724925497
sertindole,0.7573000906752029,0.1676680974342304,0.3272658724925497
kd-023,0.8206082317841512,0.16781705417378845,0.3272658724925497
cgs-15943,0.794615248883695,0.16831776523194183,0.327800546824522
ch5132799,0.6488862135907235,0.1711236714447366,0.33248380280041534
fludarabine-phosphate,0.8002227336583719,0.17118205465536243,0.33248380280041534
bafetinib,0.7697573729501807,0.17141621533409396,0.33249231044026
oseltamivir-phosphate,1.1607839600546523,0.17198366268469042,0.33314639880153557
amonafide,0.8971824911101117,0.1733648960571511,0.3349542035888088
ramifenazone,0.8651210023983115,0.1733798883814912,0.3349542035888088
zstk-474,1.1421245423137638,0.17406883776789242,0.3358368110001871
sb-225002,1.3219236661168265,0.17611290965132187,0.3392799127625765
enocitabine,0.8759067343584135,0.1763223872822789,0.3392799127625765
colfosceril-palmitate,0.8212649282057531,0.1766800304954268,0.339516605746192
diclazuril,0.7850723369076862,0.17743892880187348,0.3405227188014734
isoflupredone-acetate,0.9094717746628278,0.17936662454498803,0.34320511107088475
naltrexone,0.8699383518711279,0.17951227635339884,0.34320511107088475
alectinib,0.770428014496158,0.17954821636534884,0.34320511107088475
ly456236,1.1801553111550516,0.18047735098244744,0.34452602489657186
methoxyflurane,1.1895636309224318,0.18123194116840197,0.3453365948693736
caffeic-acid-phenethyl-ester,1.1278568922685481,0.18150586264151136,0.3453365948693736
aeg3482,0.8410300440207156,0.1816179327543838,0.3453365948693736
imidapril,0.7471140130529612,0.18228575302624545,0.3461515546312036
teprenone,0.7728308438506517,0.18288980317998604,0.3468434406309827
zk811752,1.2551609156086156,0.184189013200983,0.3488501336411288
halofantrine,0.8476051422832539,0.18586339772249852,0.3515612241888305
nms-873,1.3874204494235662,0.18625675054325613,0.35184532380690814
7-aminocephalosporanic-acid,1.1616278258784254,0.18947304368642248,0.3574543601228857
10-hydroxycamptothecin,0.7822967907994253,0.18985404751602192,0.35754943005748935
gw-501516,1.1341285890420005,0.1900176307631025,0.35754943005748935
ro-04-5595,1.1039222511350286,0.19028850526824198,0.357594113146943
sobetirome,1.1445930307948837,0.19078079652468025,0.3580542316098733
bay-k-8644-(s)-(-),1.137172607053093,0.19388672081931718,0.36301581897576635
cyclovirobuxin-d,0.8008698455421819,0.19392621151918962,0.36301581897576635
bms-345541,0.8997225902489726,0.19512986921184616,0.3647970552319656
cetylpyridinium,0.7216994431799759,0.19628995814870664,0.3652083692379333
bindarit,1.1820894142350462,0.19629013781355303,0.3652083692379333
idarubicin,0.6930340654442088,0.19656941101748923,0.3652083692379333
adaprev,0.8483515307522537,0.1967726654368171,0.3652083692379333
clotrimazole,0.8889700281014411,0.19680698477074032,0.3652083692379333
phenelzine,0.8884065123543129,0.19686422115106286,0.3652083692379333
bephenium-hydroxynaphthoate,0.8593407687482865,0.19809425779331932,0.36701970682065693
spiradoline,0.814001227045172,0.19959479774740116,0.3686218926550894
picolinic-acid,0.8511524811472861,0.199948336236136,0.3686218926550894
suxibuzone,1.1305290211013337,0.20019033902233804,0.3686218926550894
dirithromycin,1.1334467302489855,0.2001940749008751,0.3686218926550894
n-acetylmannosamine,0.8769266138821072,0.20023276270000018,0.3686218926550894
nvp-aew541,1.179020106538031,0.20121361609034125,0.3699569281864343
tetrandrine,0.7325145941184855,0.20353814653437274,0.37375596197365146
ethinyl-estradiol,0.8976179352844079,0.20516185259665337,0.37626007694215136
fph1-(brd-6125),0.8484046481142742,0.2059337309101117,0.37719760585687545
acipimox,0.8771940577947253,0.20798031288842742,0.3804646178881852
ammonium-lactate,1.143420846932928,0.21047143974874116,0.3837245553993467
bay-11-7085,0.7333114201355166,0.21050659466388166,0.3837245553993467
sodium-stibogluconate,1.1510540644186797,0.2105579108411066,0.3837245553993467
ingenol-mebutate,1.0715006611380578,0.21083822174807287,0.38375208411253015
aztreonam,0.8763304755373125,0.21160680193602568,0.38451853414482334
cr8-(r),0.696266082445025,0.21179078902102572,0.38451853414482334
cephalomannine,0.7885510584569462,0.21344515998844674,0.38703652444020353
doxercalciferol,1.11583187031497,0.21445337421994787,0.387947887574941
metyrapone,0.7905674951693804,0.2144839737802023,0.387947887574941
ptc-209,0.8492468890344942,0.21531952188167783,0.3889729689922445
barasertib-hqpa,0.887210018053357,0.2176114501648964,0.3926231526042457
smi-4a,0.8834890046859423,0.21861965634294692,0.39349657623433526
carmofur,0.7499803029030603,0.2186394245282692,0.39349657623433526
osi-027,0.677806027033935,0.22029477253417287,0.3959832743564573
fludroxycortide,0.850129477972202,0.22109995195339255,0.3969375067947382
fleroxacin,1.0889274447410426,0.22160205208920153,0.3973459347869574
nemonapride,1.087067475009001,0.2222662168591005,0.3980435839048495
pi3k-in-2,1.3021739451606413,0.22646071027221343,0.4050539527365795
alvespimycin,1.1616183192323868,0.22726123833928252,0.40598396528017505
bendroflumethiazide,1.127186078692452,0.22856922064737817,0.4075406289955232
ikk-16,0.6548727907316213,0.22870874558396917,0.4075406289955232
dronedarone,1.6037137804302732,0.22897756141904652,0.4075406289955232
zaleplon,0.830556618032108,0.23234427765716736,0.4130247785871267
pd-318088,1.1293728110580046,0.23291051586876088,0.41333186528897253
iobenguane,0.8921354919283857,0.23308832209799696,0.41333186528897253
rifampin,0.8286542780810577,0.23362792838036747,0.4137816552832212
pha-767491,0.8202587988548062,0.2349237793704424,0.4155681036051713
nsc-697923,0.5977274653993045,0.2353084071290537,0.41574025044656987
