target,n_sig,n_total,pct_sig,odds_ratio,pvalue,padj
PTK2,2,4,50.0,1.6284153005464481,0.4914450279039388,1.0
SCN11A,2,4,50.0,1.6284153005464481,0.4914450279039388,1.0
CA12,2,4,50.0,1.6284153005464481,0.4914450279039388,1.0
ADA,2,4,50.0,1.6284153005464481,0.4914450279039388,1.0
SCN2A,2,4,50.0,1.6284153005464481,0.4914450279039388,1.0
BRAF,5,12,41.666666666666664,1.163003663003663,0.5067613750583644,1.0
FLT4,8,20,40.0,1.0853284223449968,0.5140158693992504,1.0
GABRA1,6,15,40.0,1.0850152905198778,0.5363784276836512,1.0
HDAC2,6,15,40.0,1.0850152905198778,0.5363784276836512,1.0
KIT,9,23,39.130434782608695,1.0461254612546125,0.5376413921027059,1.0
CDK9,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
IMPDH2,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
CACNA1C,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
SCN5A,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
MDM2,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
SYK,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
SERPINA6,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
HMGCR,3,7,42.857142857142854,1.2208029197080292,0.5378721757165168,1.0
KDR,16,42,38.095238095238095,1.0007189072609632,0.5583476435330184,1.0
PIK3CG,7,18,38.888888888888886,1.0352606951871657,0.5608979456488836,1.0
PDGFRB,9,24,37.5,0.9752767527675277,0.6004198479280904,1.0
DRD1,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
ADRB3,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
ALOX5,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
DNMT1,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
CA4,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
CA14,2,5,40.0,1.0843958712811173,0.6293896100403735,1.0
