drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
ptc-209,0.13507228336714694,0.6063150164258251,3,"[np.float64(0.06121793307809634), np.float64(0.8984897198417612), np.float64(0.13803076245593743)]",0.2357654934044169
exatecan-mesylate,0.13552386052792964,0.7711986055513976,3,"[np.float64(0.016993265447641674), np.float64(0.8402825787564266), np.float64(0.5343565098334678)]",0.23607476977104722
domiphen,0.13557576619194212,1.150620444025997,3,"[np.float64(0.034875477282525845), np.float64(0.305093715532156), np.float64(0.7175107330608468)]",0.23607476977104722
navitoclax,0.13653288775103678,1.4695478097155061,3,"[np.float64(0.7300273895396652), np.float64(0.018698596752298433), np.float64(0.5651988564640288)]",0.23745563530739208
azd4547,0.136868947922401,0.7820486336766674,3,"[np.float64(0.3503460727338539), np.float64(0.178446443234676), np.float64(0.12386293565333979)]",0.23775434290962094
cgp-37849,0.13788361593788157,0.7788179444090274,3,"[np.float64(0.5798992106296466), np.float64(0.11486922063763712), np.float64(0.11754157829233006)]",0.23900557825263827
sb-431542,0.13791959767861295,1.0026360380676331,3,"[np.float64(0.01854716507822471), np.float64(0.6707031452310348), np.float64(0.6296649452721357)]",0.23900557825263827
bay-11-7085,0.13845347161395827,0.5362590868753896,3,"[np.float64(0.021608056946486234), np.float64(0.6379420765426835), np.float64(0.5715228041701985)]",0.2396437481165043
colforsin-daproate,0.14135875836681366,0.9515306204735626,3,"[np.float64(0.1387133675515013), np.float64(0.17595398620935968), np.float64(0.33299814335486994)]",0.2443800756950769
pq-401,0.14177981118125016,0.8953253333591983,3,"[np.float64(0.11414871232097129), np.float64(0.09866542653305813), np.float64(0.7248757808471522)]",0.24481549734996297
ribociclib,0.1424729425349982,1.3154132297154637,3,"[np.float64(0.045703398871353065), np.float64(0.2739083623403695), np.float64(0.6569450326886079)]",0.2457191273517788
mitomycin-c,0.14385112442415504,0.5663069915128647,3,"[np.float64(0.09372409475015163), np.float64(0.13854250442645502), np.float64(0.6425955624531824)]",0.24776147880778207
masitinib,0.144013878735888,0.9339312196047937,3,"[np.float64(0.07613511692125735), np.float64(0.3788137415463708), np.float64(0.28980140628764023)]",0.24776147880778207
cinromide,0.1441708121327937,1.078046962400169,3,"[np.float64(0.26605640677236797), np.float64(0.03453858326679187), np.float64(0.9110560201409842)]",0.24776147880778207
anastrozole,0.1446738650407271,0.6737167600043457,3,"[np.float64(0.49743216976366866), np.float64(0.19464137400759612), np.float64(0.08692252730037472)]",0.24806871969450284
neratinib,0.14469246677412606,1.722420902183878,3,"[np.float64(0.0749059187747579), np.float64(0.14633531709292813), np.float64(0.7679274481039027)]",0.24806871969450284
cgs-15943,0.14522342092216045,1.0963444878642183,3,"[np.float64(0.06462500632835258), np.float64(0.4820708915784445), np.float64(0.27168808478736467)]",0.24868436695191262
unbs-5162,0.14563397602606065,0.8716115338813802,3,"[np.float64(0.02255858801602645), np.float64(0.40828159823641785), np.float64(0.9229077459336944)]",0.24909262802566165
iem1754,0.14684656095076998,0.8593825449081551,3,"[np.float64(0.8244167105046402), np.float64(0.013629770017033437), np.float64(0.7659952192175519)]",0.25087009881436145
propoxycaine,0.14709845662256904,0.8656846194136162,3,"[np.float64(0.5509042715698593), np.float64(0.01704106884323616), np.float64(0.9192036937416407)]",0.25100408812836955
odanacatib,0.148223774632822,0.37209462796835446,3,"[np.float64(0.04822118884359977), np.float64(0.32090520400935124), np.float64(0.564115594147244)]",0.25247422816445264
temoporfin,0.14830897991692105,0.4516716541672081,3,"[np.float64(0.012546573333117915), np.float64(0.7293321741874002), np.float64(0.9547932941593147)]",0.25247422816445264
prazosin,0.15001777312377595,0.7255379951677543,3,"[np.float64(0.4607592705150364), np.float64(0.153622264002367), np.float64(0.1255898042229063)]",0.2550830995418376
imidapril,0.15044794393716265,0.9845792395415196,3,"[np.float64(0.023828697192245514), np.float64(0.5714620408800788), np.float64(0.6556573470820017)]",0.25534062726159634
uric-acid,0.15067180901929178,1.0965262288442,3,"[np.float64(0.01974007905938278), np.float64(0.6856728702360997), np.float64(0.6611139411573497)]",0.25534062726159634
cetylpyridinium,0.15069861484547564,0.4733743663961982,3,"[np.float64(0.10766632041361965), np.float64(0.15192676139606937), np.float64(0.5471986109184477)]",0.25534062726159634
tws-119,0.15125399590690203,1.2069613885349446,3,"[np.float64(0.009824029324412042), np.float64(0.9384414120549152), np.float64(0.9762963644178634)]",0.25598190886232425
ziprasidone,0.15404534044096796,0.9953271198405386,3,"[np.float64(0.5305148466924399), np.float64(0.04464604006768591), np.float64(0.3906984683963589)]",0.26040141076878576
nsc-3852,0.15459127737972578,1.3651064603465128,3,"[np.float64(0.022560939664899214), np.float64(0.870628246972319), np.float64(0.47365874299097876)]",0.26101934465398274
octopamine,0.15543937608534164,0.6816510434043067,3,"[np.float64(0.07694069141230345), np.float64(0.45678414580187143), np.float64(0.26693095428714864)]",0.2621454279667708
ly2874455,0.15603316219536612,1.5057784793206057,3,"[np.float64(0.19956563648394937), np.float64(0.048455769036618475), np.float64(0.9757813238575745)]",0.2628404955724037
fr-122047,0.15762168075854976,0.526201080320971,3,"[np.float64(0.9986512076310378), np.float64(0.16733654036473775), np.float64(0.05734214422573019)]",0.2649908549418869
ky02111,0.15788135985426444,0.7391331758989633,3,"[np.float64(0.10671035875218712), np.float64(0.24397739290409098), np.float64(0.36898713203271105)]",0.2649908549418869
butylscopolamine-bromide,0.15796446087477956,1.1425362569291029,3,"[np.float64(0.03518643242681794), np.float64(0.3279219528231098), np.float64(0.8332393594945899)]",0.2649908549418869
sorafenib,0.15804223069443568,0.6528256287866461,3,"[np.float64(0.16534937282673662), np.float64(0.2834209680620663), np.float64(0.20530835086937874)]",0.2649908549418869
hydroxyurea,0.15838969572802064,0.765101028752925,3,"[np.float64(0.018068355784052647), np.float64(0.7626610550129858), np.float64(0.7005581015561326)]",0.26526607606301605
thiamine,0.15871224160379627,1.675979550693452,3,"[np.float64(0.780051759068836), np.float64(0.06915219918835971), np.float64(0.17951943546971794)]",0.265498975260917
dimethisoquin,0.16077158248769208,1.067836908178777,3,"[np.float64(0.0346334452507841), np.float64(0.3119613370613995), np.float64(0.9140838700451952)]",0.2686333485677719
epothilone-a,0.16152506748427897,0.306668652046208,3,"[np.float64(0.5116156873905533), np.float64(0.2332310471248623), np.float64(0.08335927027942838)]",0.2695810526525394
rucinol,0.16262668357984378,1.0500266502314868,3,"[np.float64(0.0760553587738066), np.float64(0.24828795458241837), np.float64(0.5322440689559473)]",0.27087700134232595
srt1720,0.16267596003212248,1.050954138584149,3,"[np.float64(0.2704886632933253), np.float64(0.04126509091827215), np.float64(0.9008772985969519)]",0.27087700134232595
pomalidomide,0.16303849740162502,0.9520559782917373,3,"[np.float64(0.0561073676268425), np.float64(0.18958450345688643), np.float64(0.948535443236579)]",0.27116862728753033
motesanib,0.1658868113930294,5.331012638494414,3,"[np.float64(0.43187023788417045), np.float64(0.6817938605486252), np.float64(0.03518765351558565)]",0.2755892262752165
idelalisib,0.16732787358896506,0.6098657333488136,3,"[np.float64(0.4544381658798281), np.float64(0.0645238775296635), np.float64(0.35806766998680106)]",0.27679070776799536
clotrimazole,0.16740594351396076,1.2583650317514459,3,"[np.float64(0.19898276124061798), np.float64(0.45643320505990403), np.float64(0.11568544168999205)]",0.27679070776799536
erdafitinib,0.1675518209513771,0.9484840646935199,3,"[np.float64(0.09361460022382574), np.float64(0.13266510803937323), np.float64(0.8471336352472533)]",0.27679070776799536
norethindrone,0.16771301352638912,0.6671588172675766,3,"[np.float64(0.2739311592787982), np.float64(0.07221800543874042), np.float64(0.5326066811238722)]",0.27679070776799536
i-bet151,0.16772108444795053,0.7900441464668643,3,"[np.float64(0.07605463609731462), np.float64(0.5165304940370603), np.float64(0.2682279145549117)]",0.27679070776799536
ym-201636,0.1677577406444588,0.8154960101563803,3,"[np.float64(0.018207027378389973), np.float64(0.7809220201680673), np.float64(0.7413523597405953)]",0.27679070776799536
nicotine,0.1679710800168701,0.8366795793241121,3,"[np.float64(0.39200770545161634), np.float64(0.11924560091976043), np.float64(0.22593430760347163)]",0.2768270532852062
zm-447439,0.1684078923174558,0.692483613140491,3,"[np.float64(0.08590210231985307), np.float64(0.26917919421932535), np.float64(0.4585712044592424)]",0.27723119474784813
curcumin,0.16871805970147724,0.48133936821489903,3,"[np.float64(0.02613218073103658), np.float64(0.6727504474622013), np.float64(0.6048539937949651)]",0.2774261731682245
triptolide,0.16948582209738627,0.7178116781059989,3,"[np.float64(0.03758056372921127), np.float64(0.3292334046749545), np.float64(0.8654554482494272)]",0.2779896112596507
enzalutamide,0.16958438342459647,0.6645041552797467,3,"[np.float64(0.45473964687017), np.float64(0.09382431143218162), np.float64(0.2512013861359996)]",0.2779896112596507
cyromazine,0.16963706063736805,1.3226447042990277,3,"[np.float64(0.022939536549461247), np.float64(0.7688469987324807), np.float64(0.6079713953724807)]",0.2779896112596507
benfotiamine,0.17005926624188406,0.7448572690262528,3,"[np.float64(0.4386966966121274), np.float64(0.05600676371965278), np.float64(0.4380904105569128)]",0.27812687591344676
enocitabine,0.17010524200649646,0.812589539640936,3,"[np.float64(0.3443567654626828), np.float64(0.11620195523238483), np.float64(0.2691083541043404)]",0.27812687591344676
ym-976,0.1714451355987774,0.7070558900403613,3,"[np.float64(0.20753857929883598), np.float64(0.2725111204147719), np.float64(0.19271365320087697)]",0.2800012541889739
linifanib,0.1719984367426649,0.3212971234171334,3,"[np.float64(0.06616583793677039), np.float64(0.8536595571343686), np.float64(0.19392473055083786)]",0.280588205148406
naltrexone,0.17234438853381717,0.6984125548058383,3,"[np.float64(0.0470648490696223), np.float64(0.41111746621876766), np.float64(0.5678508017565242)]",0.2808359574419296
florfenicol,0.17257380926425048,0.6825849491258953,3,"[np.float64(0.5593688008304324), np.float64(0.06311602115487039), np.float64(0.31185286607776835)]",0.28089347807128284
bf2.649,0.1731105381361564,0.8193214684318436,3,"[np.float64(0.10583433546685744), np.float64(0.17977926168439912), np.float64(0.5814352513462338)]",0.28137019098784977
crystal-violet,0.17325559099528276,0.613271063469534,3,"[np.float64(0.951474965916809), np.float64(0.03766264301284149), np.float64(0.30911532864729224)]",0.28137019098784977
rn-1734,0.17435157353081765,0.48331785335841654,3,"[np.float64(0.27467465528566554), np.float64(0.2721002141276646), np.float64(0.14966087008101836)]",0.28283265347431963
aeg3482,0.1752718134563711,0.7173717366289374,3,"[np.float64(0.04541016871989175), np.float64(0.9124904903008746), np.float64(0.27214850320584677)]",0.2840070706286327
sparfloxacin,0.17640873881868246,1.5904897876864872,3,"[np.float64(0.12339487004195547), np.float64(0.12002950716396535), np.float64(0.7690307270088392)]",0.28547436832896755
favipiravir,0.17657191406663852,1.2933537633071388,3,"[np.float64(0.08401144060382307), np.float64(0.1373225045079577), np.float64(0.9887119880497037)]",0.28547436832896755
tacrolimus,0.17925955980096486,0.6676644245285018,3,"[np.float64(0.7518335272824588), np.float64(0.062498984378146924), np.float64(0.24849398176166604)]",0.2894961864196386
pentostatin,0.1799559513698621,1.1880649637006309,3,"[np.float64(0.3580184258889265), np.float64(0.04024071557023442), np.float64(0.8153628263397382)]",0.29029683571035725
etp-46464,0.1820629348906676,0.5924653359079032,3,"[np.float64(0.0472044022824875), np.float64(0.2925813979910054), np.float64(0.8660476199872609)]",0.293368671254784
gidazepam,0.18304309974567912,1.9084560038674794,3,"[np.float64(0.13386518671482964), np.float64(0.1944087258798328), np.float64(0.46346034370200007)]",0.2946069788806386
nithiamide,0.18323861851594658,0.7497668445726183,3,"[np.float64(0.35410430052016273), np.float64(0.07576368435487658), np.float64(0.45032371031884344)]",0.2946069788806386
azithromycin,0.18402220147271697,0.5484670021087199,3,"[np.float64(0.03850341863373716), np.float64(0.523288308709468), np.float64(0.6036153350213971)]",0.29553843011212144
arctigenin,0.1850470996093827,0.6445083074329986,3,"[np.float64(0.22336466481600012), np.float64(0.10626717351504993), np.float64(0.5168241085206047)]",0.29685493695651527
azd9668,0.18640953734573407,1.2434854973167615,3,"[np.float64(0.32077912993646135), np.float64(0.04149647511691069), np.float64(0.9321900936146426)]",0.29869833353162456
aphidicolin,0.18672118564609452,1.0449135963783205,3,"[np.float64(0.10427044934756702), np.float64(0.2524636597802226), np.float64(0.47259938635241294)]",0.29869833353162456
josamycin,0.18681547466905335,1.7452679697105633,3,"[np.float64(0.2792444572607339), np.float64(0.38641878747326286), np.float64(0.1153858327528715)]",0.29869833353162456
vlx600,0.18767196035949385,0.9073214550044564,3,"[np.float64(0.017586013035458623), np.float64(0.852029804426116), np.float64(0.836899138443211)]",0.29973656362051615
iowh032,0.1881976538455542,1.4103967661341863,3,"[np.float64(0.07183855435126903), np.float64(0.4664244392674647), np.float64(0.3758834501507503)]",0.30024476859373417
eplerenone,0.18891486959735926,2.039175929972981,3,"[np.float64(0.10049411044809423), np.float64(0.5004451949245354), np.float64(0.25192748698416406)]",0.3010570664178181
bitopertin,0.18913303715468088,0.9376009190433544,3,"[np.float64(0.06442235679905857), np.float64(0.32834941518230293), np.float64(0.6000441013042668)]",0.3010731625553611
ponatinib,0.18993176426154923,1.1508381002672277,3,"[np.float64(0.24001083382444593), np.float64(0.07733190482233683), np.float64(0.6883793226486365)]",0.30201237679830956
finafloxacin,0.1902515256008923,0.8214356494849263,3,"[np.float64(0.025308099904374236), np.float64(0.7758606783469387), np.float64(0.652404186886018)]",0.3021887569094305
n-acetylmannosamine,0.19046574199614175,0.7802580588575686,3,"[np.float64(0.042337388536253906), np.float64(0.39445714711949387), np.float64(0.7684236250667937)]",0.3021972902065977
atorvastatin,0.1909095877068352,0.8283032685418968,3,"[np.float64(0.026433776786898604), np.float64(0.8177726044147186), np.float64(0.5958194734828668)]",0.3025697408672405
pi-103,0.1914977221206431,0.7731541665546197,3,"[np.float64(0.016403557400177998), np.float64(0.8412265292536287), np.float64(0.937878954428183)]",0.30316980733979276
r406,0.19242910967397464,0.8862125667304056,3,"[np.float64(0.7114056435760756), np.float64(0.05976037837040188), np.float64(0.30673826149451144)]",0.3043113898341435
telatinib,0.19271736984419574,0.653075052068746,3,"[np.float64(0.8494895351690775), np.float64(0.09219219029810496), np.float64(0.1669034361268561)]",0.30443453511413887
icg-001,0.1933435474884685,0.4852738707473366,3,"[np.float64(0.7836069318531034), np.float64(0.272548894680922), np.float64(0.06151535436889233)]",0.30509063600415914
repsox,0.19459933394416795,0.779407278760332,3,"[np.float64(0.03202346108588361), np.float64(0.8328674021080367), np.float64(0.49761517807374145)]",0.306518844479481
oxymetazoline,0.19467229998385838,0.8833122390981294,3,"[np.float64(0.014279697917353335), np.float64(0.9379399876673125), np.float64(0.99151495101124)]",0.306518844479481
lucitanib,0.19488776240450112,0.9223376525759222,3,"[np.float64(0.04755367078994713), np.float64(0.6151643998501799), np.float64(0.4547496307181409)]",0.30652455673838386
tilmicosin,0.19530890481419372,1.1052318127370981,3,"[np.float64(0.1608784409600659), np.float64(0.14178171312944904), np.float64(0.5851965668005379)]",0.30685340419776147
tenovin-6,0.19784793118947563,1.315225405085655,3,"[np.float64(0.7570501047469772), np.float64(0.022393966432235835), np.float64(0.803496430342063)]",0.31050537573879744
pentagastrin,0.19835521231298925,1.0065733944200863,3,"[np.float64(0.07556800302139305), np.float64(0.4535257716930612), np.float64(0.39907119817824865)]",0.3109642385881857
rgfp966,0.19862971255721196,0.8479492043547585,3,"[np.float64(0.03149253970044396), np.float64(0.5827392330859884), np.float64(0.7468856752540618)]",0.31105756934013606
cx-4945,0.19915823696298618,0.7799098189527987,3,"[np.float64(0.3488396886933225), np.float64(0.15598442993368275), np.float64(0.2529570795580712)]",0.311548074470747
gsk-j4,0.20088044685268425,0.9057988424955754,3,"[np.float64(0.03941181929386729), np.float64(0.5461378280327103), np.float64(0.6482177857010316)]",0.31390281489830896
10-deacetylbaccatin,0.2012654859714057,1.1111922192652748,3,"[np.float64(0.033768566780919676), np.float64(0.6191953083737771), np.float64(0.6693013664843241)]",0.31416521920239915
sr-27897,0.2018796414715005,0.8088825838797046,3,"[np.float64(0.06917761164955942), np.float64(0.4530027766471678), np.float64(0.4487292895856666)]",0.31468448766713425
