drug,HR,pvalue,padj,cohort
dcebio,0.30954747275919436,0.0006475960661149222,0.002839610629297856,SCANB
azacitidine,0.5387604358488465,0.0006631602555219706,0.002899072174441968,SCANB
asymmetrical-dimethylarginine,0.5151967405408625,0.000688116447521067,0.002999109938442722,SCANB
lorlatinib,2.3573266463039646,0.0006931182171080796,0.003011838018484658,SCANB
methylprednisolone,0.720906893833756,0.0007088762610138525,0.00307108966972169,SCANB
marimastat,0.29209875459535195,0.000733716251200914,0.0031692161656349926,SCANB
tamoxifen,2.0534137270938286,0.0007393885716376397,0.0031842120927370967,SCANB
4-chlorophenylguanidine,1.948721217041342,0.0007611022314722232,0.003267996821781326,SCANB
amfenac,2.161756662940053,0.0007679811068613079,0.003287777105409209,SCANB
anguidine,0.29897371976608494,0.0007804916567784224,0.0033314791367503754,SCANB
chloramphenicol-palmitate,2.171718612816333,0.0007935592157933595,0.0033736883920862304,SCANB
oridonin,0.3273821504180177,0.0007960992137845767,0.0033736883920862304,SCANB
a-674563,0.1793803017529417,0.0007973748653030343,0.0033736883920862304,SCANB
hmn-214,0.3326725533656404,0.0008066439687857469,0.0034029557516996383,SCANB
oleoylethanolamide,0.5061391787229034,0.0008113846121495794,0.0034130044586640736,SCANB
crizotinib-(s),0.208834554110956,0.0008456503355385612,0.003546829088476226,SCANB
ci-844,1.9993049832065304,0.0008528151194688633,0.0035665418435590905,SCANB
torin-2,0.13103308696593405,0.0008594690084541289,0.0035840105338130384,SCANB
digitoxin,0.514682555877051,0.0008792305366662546,0.003655880995850777,SCANB
metaraminol,10.1729799081115,0.000888052967525183,0.003681984653320745,SCANB
selamectin,0.6044020192391681,0.0009459294129180292,0.003900969977763724,SCANB
mk-1775,0.3434473911490649,0.0009462615495473857,0.003900969977763724,SCANB
palbociclib,1.5829363388005775,0.0009607075642551281,0.003949272288287415,SCANB
8-bromo-cgmp,2.502206957720584,0.000974911755175077,0.003996309659315401,SCANB
k-ras(g12c)-inhibitor-6,0.5837470359646509,0.0009824702942356784,0.004015916711183691,SCANB
fludarabine,2.1504861567939613,0.0009878551964352898,0.004026553434484125,SCANB
sb-228357,0.583167450467473,0.001004634216665115,0.00408344300987197,SCANB
flubendazole,0.31808657567454673,0.001043196248525882,0.004224776110443448,SCANB
blebbistatin-(-),1.9124381153760155,0.0010452452298125461,0.004224776110443448,SCANB
3'-fluorobenzylspiperone,1.9861475533215949,0.001051783699233861,0.004239362152622276,SCANB
dolutegravir,3.179477655489308,0.0010987755825584272,0.004416467411005679,SCANB
dinaciclib,0.41911116511690216,0.0011396498046004368,0.004568069992401197,SCANB
mexiletine,0.3207020693125787,0.0011493554124196895,0.004588968794764043,SCANB
y-320,1.473117287335831,0.0011512064080852439,0.004588968794764043,SCANB
embelin,0.6788869275612113,0.00117102019886077,0.004651545761172546,SCANB
vtp-27999,2.1712479456813023,0.0011738771701795862,0.004651545761172546,SCANB
epothilone-b,0.45434744443821623,0.0011765485477464768,0.004651545761172546,SCANB
flumethasone,0.7474887111846943,0.001195836944681083,0.004714921141562744,SCANB
propranolol,0.6579429837568318,0.0012007415185562296,0.004719731969181077,SCANB
indoprofen,0.6109621196799211,0.0012035805781809381,0.004719731969181077,SCANB
bntx,0.21031652948775845,0.001211989998943008,0.004739863590460899,SCANB
nanchangmycin,0.36119320931810023,0.001236247558475733,0.004821698698421525,SCANB
chloroxine,0.34713257337603737,0.001251278431848848,0.004867204007756137,SCANB
sulfasalazine,0.6312212489884528,0.001338579154100157,0.0051928258337343896,SCANB
tiludronate,0.571752987368697,0.0013583226251023938,0.0052553284452491016,SCANB
iproniazid,0.6468626263291004,0.0013623543506080026,0.005256871320879412,SCANB
nizatidine,1.9255896718559624,0.0013800646467676118,0.0053110466592359955,SCANB
7-hydroxystaurosporine,3.8403886970109387,0.0014019323715999503,0.005380891622560021,SCANB
at-7519,0.37832885110709386,0.0014074911493280591,0.005387935695972755,SCANB
cep-33779,2.104335821514439,0.0014524072836964255,0.005545206700550733,SCANB
xanomeline,0.5590810360546337,0.0014808180116342145,0.005638799112722917,SCANB
taselisib,1.6051945590385774,0.001493418802752462,0.005671855662947015,SCANB
sb-242235,0.5447270507984988,0.0015017471605549822,0.005688555343777642,SCANB
ixazomib-citrate,0.1767901134921392,0.0015461634802718923,0.005841510589956731,SCANB
"hydroxytacrine-maleate-(r,s)",0.6337410335695817,0.0015513284652503142,0.005844892359079513,SCANB
ml133,0.2704894781107927,0.0015551372206258553,0.005844892359079513,SCANB
oprozomib,8.085279755792794,0.0015864622381289537,0.0059327467508777315,SCANB
salvinorin-a,0.6394123202017615,0.001586712503517403,0.0059327467508777315,SCANB
benzethonium,1.9569838790526246,0.0016148324529081113,0.006022326183912467,SCANB
cetrimonium,0.2985200279746336,0.001647891471230711,0.006129817374989303,SCANB
eprosartan,0.5744754179568887,0.0016671962770950207,0.006185725674247423,SCANB
daclatasvir,1.9466124794479394,0.001703704328341333,0.006305013204884677,SCANB
halobetasol-propionate,0.7488923675256011,0.0017368722006966604,0.006411362434714458,SCANB
colchicine,0.5260292958272673,0.0017427390833811578,0.006416650009293983,SCANB
tofogliflozin,0.49184429083127446,0.0018056121136614505,0.00663127088443685,SCANB
etoposide,0.5515900644410452,0.001813431035448325,0.006643125843781585,SCANB
lanoconazole,0.5582721752785497,0.0018438567475566232,0.006737527054834429,SCANB
lenalidomide,0.46001138659352075,0.0018610968720757918,0.00677894876426034,SCANB
dabrafenib,0.6710218873297454,0.0018645622724088565,0.00677894876426034,SCANB
acivicin,0.4126340755165343,0.0018853988117206574,0.006837524011428048,SCANB
sch-58261,0.6994033041813568,0.0019014261066426779,0.006866089304062403,SCANB
tedizolid-phosphate,0.3646666352920639,0.0019027655915197124,0.006866089304062403,SCANB
linalool,1.780001546530878,0.001915647650543649,0.0068865748158268465,SCANB
cyc116,0.6637302213528854,0.0019179610578978709,0.0068865748158268465,SCANB
parthenolide-(-),0.3462597646934419,0.0019267951580671434,0.006901169786443457,SCANB
clofazimine,0.5346037822794798,0.0019639600716879727,0.00701691413267283,SCANB
tiletamine,1.6390581697099798,0.0019717614213536788,0.0070274354105881115,SCANB
gimeracil,2.019737910010475,0.0020066732769984286,0.0071342904958641915,SCANB
erastin,0.4358396929154437,0.0020382122943127952,0.007228659779094644,SCANB
cinalukast,2.0693928918639077,0.0020464113359410646,0.0072399931616301235,SCANB
mepivacaine,2.189454398807757,0.002065038966313974,0.00727605160389929,SCANB
quinethazone,0.6103966248847531,0.0020666601307550853,0.00727605160389929,SCANB
betulinic-acid,0.4900349196497813,0.0020777858056041407,0.0072974661667698825,SCANB
ixazomib,0.41742740982695387,0.0021151350896517307,0.007410654902484393,SCANB
tioguanine,0.5194818436757405,0.002129104681155068,0.007441580854182085,SCANB
fluoromethylcholine,1.8176689114694067,0.0021385904379888944,0.007456723768120313,SCANB
quizartinib,0.7205803849077307,0.002149777117091405,0.0074777103087289975,SCANB
refametinib,2.0402936323913368,0.0021790949439210424,0.007561511711879493,SCANB
metoprolol,1.7927074328319885,0.0021890906965515685,0.0075780244926079415,SCANB
raltitrexed,0.45080247133951395,0.0021953776374926243,0.007581650218262117,SCANB
melphalan,0.5850121000524944,0.0022051809937334663,0.007597373566505538,SCANB
fenretinide,0.34767808273827405,0.0022399403083599753,0.007698797211869084,SCANB
triciribine,2.49545973369123,0.002277299712992354,0.007808655650947715,SCANB
irinotecan,0.5108802765265433,0.0022832367554466424,0.007810504929388396,SCANB
unc2250,1.617953810019938,0.002328874723518052,0.007947834256911843,SCANB
az960,0.44111955133530395,0.0023768989065184984,0.008080641559916227,SCANB
zk-93426,0.5167444303727264,0.0023789587453519785,0.008080641559916227,SCANB
sb-218795,0.6543671390997298,0.002417906554733981,0.00819370207189712,SCANB
terconazole,0.6109529281889989,0.002424574301654215,0.008193986380491703,SCANB
mk-2461,0.7335860165275886,0.0024293159345065243,0.008193986380491703,SCANB
mevastatin,0.48220225770231817,0.002443528059244869,0.008222756050528664,SCANB
kf-38789,0.22549426537184317,0.002484605097327911,0.008341586022815515,SCANB
triamterene,1.939981927689321,0.002507625195278567,0.008399383466592794,SCANB
tipifarnib,0.5292281188231558,0.0025159683348140627,0.00840786646761189,SCANB
cl-218872,2.236256924749171,0.002524665105650118,0.008417139546735003,SCANB
flumethasone-pivalate,0.725651777941621,0.002530377127041967,0.008417139546735003,SCANB
ganetespib,0.4607445071650469,0.002567847032501499,0.008502946602104525,SCANB
linsitinib,3.2990882799758303,0.002567925131388858,0.008502946602104525,SCANB
lonafarnib,0.6405926765364203,0.0025857142283462137,0.008542302484970253,SCANB
broxaldine,0.5393515814418252,0.0026182822926889694,0.008618382954108151,SCANB
gsk2656157,1.8646832712091408,0.002620655493992803,0.008618382954108151,SCANB
prt062607,3.721873648080874,0.002642112271801844,0.008669243667340744,SCANB
tecastemizole,0.6370903225595953,0.0026540574176241263,0.00868873548258396,SCANB
tiotidine,0.6782420924105181,0.0027286359695913713,0.008912722907446307,SCANB
fk-3311,0.45795482071310045,0.0028211140057285127,0.009194035960110716,SCANB
otx015,0.7471414595375949,0.0028681101485324464,0.00931108925535457,SCANB
isoxsuprine,0.6060151418102127,0.002869900350993876,0.00931108925535457,SCANB
8-hydroxy-pipat,0.5236516099678931,0.00294612362416758,0.009537004215146506,SCANB
equol,1.9750833162019117,0.003046990131398787,0.00984150607172778,SCANB
pha-665752,2.219729584388733,0.003134197005212743,0.010100630437734608,SCANB
bam7,0.6928647547476015,0.003145528769264708,0.01011462250916896,SCANB
hyoscyamine,0.384744178923515,0.003194690523163886,0.010249927243942667,SCANB
mephenytoin,0.632399662556762,0.0032419501221933366,0.010378543864632208,SCANB
"mns-(3,4-methylenedioxy-nitrostyrene)",0.3963062096137156,0.0032495816585222915,0.010380010286714692,SCANB
kpt-276,0.3733553760421965,0.0032859663617310956,0.010473113051596686,SCANB
ribitol,0.49588571191385,0.0032933962844083685,0.010473724007777822,SCANB
riluzole,0.6441031928944357,0.003307737352207956,0.010496263045273931,SCANB
sulfabenzamide,0.5619846545456879,0.003366760365965298,0.010660179977137387,SCANB
osi-420,1.9218316345380408,0.0035046706829572217,0.011051921528960918,SCANB
ramatroban,0.5922909979957126,0.003505758107666248,0.011051921528960918,SCANB
sunitinib,0.47749848846886533,0.003589538908557238,0.01128445811102294,SCANB
cudc-907,0.27276990639259124,0.003601791985906417,0.01128445811102294,SCANB
gastrodin,0.5756809511722045,0.0036029161349637857,0.01128445811102294,SCANB
voreloxin,0.4304949807284661,0.0037180886851419545,0.011620030944709306,SCANB
cgm097,0.7078974318533954,0.003734010278644832,0.011644639812929033,SCANB
acesulfame-potassium,0.4671728841043681,0.0038484149853103907,0.011975605341385236,SCANB
fdcyd,0.5406898307665138,0.003868087909768489,0.012001809538883046,SCANB
bardoxolone-methyl,0.37292866442818673,0.0038734243639657103,0.012001809538883046,SCANB
diphenyleneiodonium,0.390287572941891,0.003935190162405814,0.01212168484703479,SCANB
d-64131,0.5815351231444972,0.003935252446613535,0.01212168484703479,SCANB
eptifibatide,2.491908568906184,0.003937243868767347,0.01212168484703479,SCANB
jte-607,0.4593102140565111,0.003954448081713552,0.012148803342334416,SCANB
deforolimus,0.574895977757234,0.0039956606200740735,0.012249408722981324,SCANB
cb-10-277,0.6411146336378434,0.004068887974750467,0.012428449223550323,SCANB
pha-793887,0.6845332717867731,0.0040712404505617505,0.012428449223550323,SCANB
ly364947,1.4952034537412162,0.0041271833954882545,0.012572703943729483,SCANB
niacin,0.6529817789635023,0.004282174647473924,0.013017451081711697,SCANB
mocetinostat,1.8355165260166866,0.0043052037562937035,0.013060020619197043,SCANB
oligomycin-a,0.5206512271489654,0.004329407359397075,0.01310596746662671,SCANB
scriptaid,0.3241323487655375,0.004394340107994735,0.01327476020097783,SCANB
teriflunomide,1.7656262918558656,0.00444812195637613,0.013409234314325544,SCANB
mgcd-265,0.47700189751503386,0.004517654524325232,0.013590532425568836,SCANB
resatorvid,0.5507953180869664,0.004599585456473281,0.013808299077835762,SCANB
bix-02188,0.4264471459713203,0.004646966868032075,0.013921658505263793,SCANB
axitinib,0.3121755974127219,0.004674384983433849,0.013974865849233015,SCANB
1-naphthyl-pp1,1.7617683408981841,0.004701893232163134,0.014028122694721762,SCANB
genz-644282,0.3690805815066264,0.004735213728535992,0.014098465566237822,SCANB
alectinib,0.4121990789449541,0.004768122347646692,0.014167295763952287,SCANB
bucladesine,1.4960289034992351,0.004919395096456941,0.014586812919207366,SCANB
onc201,0.2573185884716358,0.004968813915547683,0.014681878115013326,SCANB
cycloheximide,0.45527199777058097,0.004973559373365042,0.014681878115013326,SCANB
uracil,0.5049646794302435,0.004981895061832442,0.014681878115013326,SCANB
azilsartan,0.44029534940935783,0.004992602641191009,0.014683528499600385,SCANB
aminoglutethimide,0.5960577220328089,0.0050525312842305565,0.014829640503613824,SCANB
gsk1070916,0.5626756386385876,0.005100183745274948,0.014939202185046253,SCANB
bephenium-hydroxynaphthoate,0.587027155479568,0.0051182194454564055,0.014961744520354382,SCANB
chromocarb,0.6835507849957572,0.005166892276412651,0.015073574846711906,SCANB
norepinephrine,0.46160398762887656,0.005269025113888767,0.015340602293354214,SCANB
deflazacort,0.6279528051748131,0.005441327063075054,0.015810442289698,SCANB
ingenol-mebutate,1.2814954951517368,0.005452312036431535,0.01581061225794876,SCANB
ketoconazole,1.9648441821194196,0.0054993192810423395,0.01591502999933653,SCANB
sc-12267,0.5423167313605527,0.005537034329691043,0.015992192964197485,SCANB
tg-100572,0.2840753890928087,0.005551884224876682,0.01600314038525211,SCANB
papaverine,2.3489491828076696,0.005566415290657709,0.016013127088631618,SCANB
chlorpropamide,0.6069492996972647,0.005609707423070685,0.016105648097585874,SCANB
pf-04691502,0.2666557817050227,0.005625656681301936,0.016119455876918615,SCANB
sulfanilamide,0.5658374458696649,0.005673631935388768,0.016224793301398317,SCANB
temocapril,0.553059352903022,0.005823716828463646,0.016621140534096444,SCANB
abt-702,1.7569689339413455,0.005864736137424344,0.016705262186718556,SCANB
tyrphostin-a9,0.40037769154316816,0.006040045888017066,0.01717081807457897,SCANB
arry-334543,2.963924596404216,0.00613249514352032,0.017399451907203732,SCANB
cefdinir,1.6795031400283391,0.006187846705102313,0.017522141256913985,SCANB
sid-7969543,0.672380506415017,0.0062759959944404045,0.01773704336710013,SCANB
mibefradil,1.5741753203229096,0.006327387304708335,0.017847425789304018,SCANB
ranitidine,1.968564687122394,0.006492320626484224,0.018277019351211427,SCANB
almorexant,0.596411415692434,0.006635288607701219,0.018643228379308083,SCANB
bx-912,0.404125869874481,0.006679882449367521,0.01873215097719923,SCANB
fk-866,0.45262884040335877,0.0067209756022026754,0.01881093171448215,SCANB
afobazole,0.661566768555405,0.006814154107199999,0.01903490539212046,SCANB
olaparib,0.5997005608637718,0.006914776293578377,0.01927876935801139,SCANB
tanaproget,1.7217767163209874,0.007050822616486031,0.019620269857798626,SCANB
mk-0773,0.5623802579115357,0.0070696221175361295,0.01963482380820495,SCANB
tandutinib,0.5850407214194623,0.007195068344715946,0.019944949990045927,SCANB
bentazepam,0.3983107706559667,0.007412199613563132,0.02050755801305134,SCANB
oxyphencyclimine,0.5643388141556273,0.0074447712854048935,0.020525860705818338,SCANB
ruxolitinib,4.378615388327797,0.0074565465640741,0.020525860705818338,SCANB
amg-208,0.7361440538476587,0.007461370235839975,0.020525860705818338,SCANB
dmh1,0.6203230169202623,0.0075003938710562846,0.020594060590926836,SCANB
meglitinide,1.880714195456422,0.0076539333764954415,0.020975836355660804,SCANB
hydrocortisone,1.9569111407240947,0.007745444828575393,0.021186500315592806,SCANB
lomitapide,1.5746621123594193,0.007839458516724636,0.02140320089377462,SCANB
rs-504393,0.521042354798838,0.007864733599890811,0.021431769339062153,SCANB
metatinib,0.5759130957837677,0.008136889818672575,0.022131728510562436,SCANB
estrone,1.5254138452690076,0.008254249914337037,0.022408817309654206,SCANB
phlorizin,1.7490410458493655,0.00834753352570651,0.02259609565976267,SCANB
azd5363,0.6543459822808597,0.008354465223201817,0.02259609565976267,SCANB
ciclesonide,0.7105356417742463,0.008424389901185724,0.02274270930413385,SCANB
gw-583340,1.6753241718426581,0.008680557947980772,0.023390628213646514,SCANB
carmustine,1.391134312440978,0.009089814931446092,0.024447885140896828,SCANB
chidamide,2.2872718553172264,0.009119739754015187,0.024482863495473052,SCANB
inh1,0.5975559362697088,0.009208886283412196,0.0246764045409212,SCANB
alvocidib,0.4551068383554541,0.009297707962285495,0.024868361222600943,SCANB
baricitinib,0.535399849829742,0.009330100204100772,0.024908957555966452,SCANB
simvastatin,0.6063181622631499,0.009403431850730615,0.025058500714562063,SCANB
tropisetron,1.5591766008367407,0.009470067148000565,0.025189682285214742,SCANB
adarotene,0.15471559827770096,0.009496553018345838,0.025213783885406293,SCANB
psb-1115,0.7337822820216979,0.009547993740764654,0.02530393212982867,SCANB
raclopride,0.6531022101830374,0.009697561101297573,0.02565332890964824,SCANB
nadide,1.4265041362204043,0.009815814823061007,0.02589320661643757,SCANB
tws-119,1.849836307349087,0.009824029324412042,0.02589320661643757,SCANB
vx-765,0.4685990018535575,0.009862350961035727,0.025946948801124903,SCANB
vemurafenib,0.6325868770684289,0.009882845472667014,0.0259536794899259,SCANB
tirapazamine,0.6436723787447107,0.009915505132634872,0.025992275229932357,SCANB
bms-345541,0.7109308306352645,0.009978811708270632,0.026078852082236127,SCANB
bruceantin,0.3554634551129448,0.009984577784076583,0.026078852082236127,SCANB
cep-37440,3.1638069537157887,0.010057610292720877,0.02622227404246326,SCANB
mefexamide,0.5210932388856588,0.010391926373163553,0.027045175291308742,SCANB
ki-8751,0.5436880062836968,0.010673318071427091,0.027727632404587074,SCANB
gsk2110183,0.5098906775385109,0.010796959052826599,0.027998565859211632,SCANB
radezolid,0.5773139868770866,0.01113065587394487,0.028812270213950317,SCANB
cyt-997,0.4824289244027916,0.011343517203242925,0.029310838201950913,SCANB
a61603,0.5910078451044886,0.011385560289595845,0.029367033402932598,SCANB
busulfan,0.6694220311708846,0.011510751783170159,0.029637113576952347,SCANB
ribavirin,1.885611167090091,0.011663555798400674,0.02997720291347385,SCANB
raloxifene,1.7356051918302122,0.01191394301261748,0.0305664459915913,SCANB
bvt-948,0.490981554352305,0.011947951207156318,0.030599443180097687,SCANB
mozavaptan,2.681307316348905,0.012322680163544392,0.031503389040015435,SCANB
vs-4718,1.400629457846546,0.01245181962150598,0.031777395048181924,SCANB
temoporfin,0.15293563790972697,0.012546573333117915,0.031962837346869055,SCANB
camylofine-chlorhydrate,0.5641028524472969,0.013023082292290412,0.03311845356229214,SCANB
cyclovirobuxin-d,0.5083146368655914,0.013067621998662937,0.03317341935450047,SCANB
obidoxime,0.6200933006692996,0.013136542302051192,0.03328997672691432,SCANB
hexachlorophene,0.5136218681192858,0.013176871292216804,0.033333798531184816,SCANB
"2,3-dcpe",0.537243116864568,0.013240470704859838,0.03342190381273675,SCANB
sb-216641,0.3563251938936037,0.013257894117837522,0.03342190381273675,SCANB
levocetirizine,0.6822661508524337,0.013281708414232311,0.03342370795720722,SCANB
mk-2206,0.45523122283403394,0.013341886170870211,0.03351685640494652,SCANB
cnx-774,1.5005251848578995,0.013469807241326844,0.033779568593067494,SCANB
alexidine,0.2674299132171405,0.013581938597463802,0.03400184282098637,SCANB
cpi-1189,1.5959536095038667,0.013684043789283895,0.03419829250966113,SCANB
oxymetazoline,0.6821945631207949,0.014279697917353335,0.03562538428691427,SCANB
captamine,0.6675495260076127,0.014337878081422773,0.03570896658144364,SCANB
osi-930,0.636550985175764,0.014375041048376048,0.035740007554983064,SCANB
gsk2126458,2.3311015001754116,0.014454352466167249,0.035875554062682696,SCANB
p276-00,0.4230877658812241,0.014717239608683567,0.036465489235899186,SCANB
fluroxene,0.7105635560546804,0.01479000033951847,0.036583129044928595,SCANB
vu0364770,0.4922236364673891,0.01486444388415146,0.03670452269687229,SCANB
gw-788388,1.332340042601919,0.015555827309093464,0.038346306842007225,SCANB
jq1-(+),0.7716795554801433,0.015633322332405296,0.03847179832481371,SCANB
avl-292,3.388009803643846,0.015714954217726458,0.03860702674541627,SCANB
ym-155,0.502930094437024,0.015967685385158036,0.03916142500393843,SCANB
cgp-52411,1.7654613485291433,0.01612950923997813,0.03949137033882971,SCANB
du-728,0.6916391642824625,0.016280579180493745,0.03979391566583521,SCANB
pi-103,0.46111330118494426,0.016403557400177998,0.04002689301527414,SCANB
exatecan-mesylate,0.6841020358311309,0.016993265447641674,0.04139605236151095,SCANB
meclizine,2.267378901786314,0.017362216317334183,0.042223742875937074,SCANB
dirithromycin,1.4498686334042714,0.01754542032602312,0.042597689952609825,SCANB
vlx600,0.7792271711990174,0.017586013035458623,0.04262472506249351,SCANB
norethindrone-acetate,0.6978263591210815,0.017696470487486186,0.04282072373811457,SCANB
ap26113,1.640537454711821,0.017794587850743174,0.0428888933878037,SCANB
mycophenolic-acid,0.3740950548466436,0.017824615932923556,0.0428888933878037,SCANB
cytochlor,0.638487504399072,0.017835993553751046,0.0428888933878037,SCANB
le-135,0.553987206090934,0.017843202363136024,0.0428888933878037,SCANB
hydroxyurea,0.6350999857607277,0.018068355784052647,0.043358061060570774,SCANB
ro-90-7501,1.5006668942316677,0.01810120440310629,0.043364971475653644,SCANB
ym-201636,0.6446721990310643,0.018207027378389973,0.04354639440748809,SCANB
sb-431542,0.4656917624872473,0.01854716507822471,0.044286712653780785,SCANB
hesperadin,1.6047854321077946,0.019206549581990435,0.04576436852568539,SCANB
ldn-212854,5.569722741095912,0.019229257818670846,0.04576436852568539,SCANB
desonide,0.7806435797692098,0.019286312090322232,0.04582478422774428,SCANB
serdemetan,1.4311125942870258,0.019389736178348854,0.04599499713126359,SCANB
trimebutine,0.6848475014769244,0.019467642955091877,0.04610422153194427,SCANB
nonoxynol-9,0.6229447310615891,0.019603382281675637,0.04634982706141282,SCANB
uric-acid,1.5872252362974697,0.01974007905938278,0.046596891352246136,SCANB
ibrutinib,1.9247000212070162,0.019989763142893833,0.04710942551753644,SCANB
beclomethasone-dipropionate,0.8021991143014716,0.020226977432550496,0.04759095340634239,SCANB
thioguanine,2.527950187476561,0.020309802992523728,0.0477082547567887,SCANB
3-deazaneplanocin-a,0.5671782700652416,0.020440245198249742,0.0479368473287964,SCANB
felbamate,0.42298693832198586,0.020545085516733976,0.04810475524711014,SCANB
sevelamer,1.6443123113663802,0.020906104385622275,0.04887097422616386,SCANB
bms-754807,1.5626970516217082,0.02094918871477613,0.048892703339163006,SCANB
fph1-(brd-6125),0.6204246863178926,0.02132622899804956,0.04969251748820888,SCANB
dexrazoxane,0.42146875305008574,0.021411482329000173,0.04976740221355496,SCANB
dianhydrogalactitol,0.6375991202592469,0.021427153821039904,0.04976740221355496,SCANB
bay-11-7085,0.40162650679765927,0.021608056946486234,0.050107144874303816,SCANB
xylazine,0.6729757393289354,0.021761313052652484,0.05038179197950103,SCANB
monensin,0.5140478255122629,0.021883461789012147,0.05048899627469839,SCANB
fendiline,1.8512559626948075,0.021894434381156097,0.05048899627469839,SCANB
sobetirome,1.4597214167967891,0.02191229416759543,0.05048899627469839,SCANB
repaglinide,0.6064908108618771,0.022187548879086263,0.05104194471866108,SCANB
bts-54505,0.6816323269997888,0.022330288993255745,0.051288774878160415,SCANB
unbs-5162,0.5555575172937355,0.02255858801602645,0.051654556479603105,SCANB
nsc-3852,1.6215391614205144,0.022560939664899214,0.051654556479603105,SCANB
terbutaline,1.3757091235641803,0.022709725912174083,0.05191307013414834,SCANB
cyromazine,1.5344257438010698,0.022939536549461247,0.05235569303954326,SCANB
tak-733,1.6885525539357813,0.023207373729934054,0.05288357446805445,SCANB
bortezomib,0.6322277407050967,0.023445694891249272,0.05334264230760644,SCANB
imidapril,0.4572563222984452,0.023828697192245514,0.05412892439117623,SCANB
smi-4a,0.6964687321056772,0.023965259415638793,0.0543538093643093,SCANB
cobicistat,0.637547760731026,0.02401455287742273,0.05438037247829529,SCANB
licochalcone-a,0.6142863939294816,0.02438422596352342,0.055131210889403724,SCANB
afatinib,1.8386553877568055,0.024535203001104844,0.055386019879249154,SCANB
defactinib,1.5344347980190713,0.02471602118308506,0.0556922540966286,SCANB
phenelzine,0.7175633902727122,0.024747836478322176,0.0556922540966286,SCANB
avanafil,0.6544821097983198,0.025225576716544757,0.056679207311863766,SCANB
finafloxacin,0.7185074737009441,0.025308099904374236,0.05677646598702251,SCANB
idasanutlin,1.8123018162883522,0.025636912044214442,0.057411958303851346,SCANB
amg-232,1.4930395067091435,0.025696925271065808,0.057411958303851346,SCANB
nintedanib,1.4026533648692443,0.025731473318795953,0.057411958303851346,SCANB
formestane,0.7118499319067889,0.025750076668417086,0.057411958303851346,SCANB
pevonedistat,0.6139633300022473,0.025940008804512193,0.05774645036942945,SCANB
orantinib,1.6530788472302105,0.02602390381545605,0.057844222459239494,SCANB
curcumin,0.39915227751831656,0.02613218073103658,0.05799580600891094,SCANB
atorvastatin,0.7481965949893612,0.026433776786898604,0.058575306295011155,SCANB
tryptanthrin,2.265953669425474,0.026569941649572326,0.05870827127605793,SCANB
gs-9973,1.774924007414725,0.02657492583677812,0.05870827127605793,SCANB
aurora-a-inhibitor-i,0.36536818833444307,0.026702998007146088,0.05890127761637254,SCANB
tms,0.6160408135487491,0.028268686601452632,0.062259953595588974,SCANB
lerisetron,1.6408861217273405,0.02832396136702621,0.0622868876870622,SCANB
itraconazole,1.5925003583889703,0.028416652082545096,0.06239589615089947,SCANB
wz8040,0.45352274759207156,0.029025714273240865,0.06363667962633263,SCANB
5-fluorouracil,1.4921311432121291,0.02927004372240878,0.06407526969186915,SCANB
xl-647,1.8719817293414966,0.0296251546103073,0.06475468084760523,SCANB
ciprofibrate,0.7153938957372753,0.029744649069901548,0.06491780875437034,SCANB
ramifenazone,0.6943796955592978,0.031113933844434553,0.06780400944713373,SCANB
tyloxapol,0.7267513917004074,0.031484448848258975,0.06842298040021383,SCANB
rgfp966,0.6704616634752121,0.03149253970044396,0.06842298040021383,SCANB
dacarbazine,2.3435682083209803,0.03181720937437524,0.06902474057679306,SCANB
quinidine,0.6970628657091499,0.03194192252299214,0.069191559716721,SCANB
repsox,0.6911940267165028,0.03202346108588361,0.06926449654898892,SCANB
estramustine,0.26824135083881473,0.03246082212321124,0.07010568598848756,SCANB
bicalutamide,1.7482750221941303,0.03281070740457712,0.07072606996465439,SCANB
cyt387,2.438274326431065,0.03284583207757274,0.07072606996465439,SCANB
fleroxacin,1.2714535053881637,0.03349070779865773,0.07200750993262665,SCANB
10-deacetylbaccatin,1.66425999367121,0.033768566780919676,0.07241182497235504,SCANB
bay-11-7082,0.23772336771771643,0.03377884026008269,0.07241182497235504,SCANB
dimethisoquin,1.3650351267241942,0.0346334452507841,0.07413401668326124,SCANB
domiphen,1.51345252578147,0.034875477282525845,0.07454182515186838,SCANB
amprolium,1.4970175019910834,0.03505920796999766,0.07482400285042275,SCANB
butylscopolamine-bromide,1.5795560150865415,0.03518643242681794,0.07498493037055311,SCANB
ifosfamide,0.683265393536178,0.03618612297004035,0.07698470012686909,SCANB
wye-125132,0.5724861336495398,0.036231223763923875,0.07698470012686909,SCANB
nafcillin,0.7015636693836195,0.03628505579858927,0.07698603481020333,SCANB
aspirin,1.4317705089412656,0.037115382752058196,0.0786324434000413,SCANB
bafetinib,0.5273248516569278,0.03725882242386668,0.07882092989376475,SCANB
carfilzomib,0.49263646251725496,0.03737604252665365,0.07895347961469756,SCANB
triptolide,0.42864997587740494,0.03758056372921127,0.07926978967371533,SCANB
gw-501516,1.3789781532941743,0.03786955839618663,0.07976310189124025,SCANB
ap1903,0.6770839935228096,0.03823416600558977,0.08041400902629128,SCANB
dalcetrapib,0.6945158401925446,0.03843170850494667,0.08071216575712313,SCANB
