drug,HR,pvalue,padj,cohort
azithromycin,0.4254563794743226,0.03850341863373716,0.08074557501886617,SCANB
meloxicam,0.7451158073948456,0.03898463488672445,0.08163642066727972,SCANB
kd-023,0.6239736790361624,0.039176559730521004,0.08191977157523685,SCANB
gsk-j4,0.5489476561992574,0.03941181929386729,0.0822927886265887,SCANB
oncrasin-1,0.6583321399894334,0.03970741115473785,0.0827905244105269,SCANB
vandetanib,2.2119542522706914,0.03979555076248499,0.08285490928534646,SCANB
nutlin-3,0.7240098936165582,0.039932502836348506,0.0830205913853395,SCANB
dacomitinib,1.6409074734495661,0.040461067193549125,0.08399880090253312,SCANB
lorazepam,0.682758940344898,0.04054233177375759,0.0840469256112138,SCANB
ornithine,0.7072555073652048,0.041033639392244706,0.08494374277622044,SCANB
hexaminolevulinate,0.5035075908458914,0.0418046612121843,0.08641620682004383,SCANB
n-acetylmannosamine,0.7114026154124032,0.042337388536253906,0.08739258375457831,SCANB
lgx818,0.8148317288762406,0.04417972026505207,0.09106560573152471,SCANB
aeg3482,0.6594153997142145,0.04541016871989175,0.09346872565815556,SCANB
ribociclib,2.762120603286058,0.045703398871353065,0.09393866216881801,SCANB
cp-673451,0.731979952712207,0.04639984011036602,0.09523484913432571,SCANB
racecadotril,1.398171813713962,0.046934001736026146,0.09619475993205359,SCANB
naltrexone,0.7157408862677226,0.0470648490696223,0.09632650156116475,SCANB
etp-46464,0.4363492183861931,0.0472044022824875,0.09647566398694832,SCANB
cudc-101,1.3100681782793258,0.04735133477755761,0.0966394660410802,SCANB
lucitanib,1.5577340142021645,0.04755367078994713,0.0969157206099345,SCANB
odanacatib,0.3120333931442245,0.04822118884359977,0.098137918785779,SCANB
taltirelin,0.6825719478384393,0.04939026185992442,0.10037599566195314,SCANB
spiradoline,0.605795547652231,0.04964282893316873,0.10074778887278422,SCANB
cmpd-1,0.5258167259296144,0.0499946014478096,0.1013195914495525,SCANB
nitisinone,1.5529283360336927,0.05074486214970612,0.10269624549737727,SCANB
osi-027,0.36905346674405465,0.05109535756582132,0.10326114860020036,SCANB
exemestane,0.7159999138025347,0.052733248926188525,0.10642260975759386,SCANB
vidarabine,0.5374599956868695,0.05325950527997321,0.10733496398345577,SCANB
4-methylhistamine,0.8047491892116881,0.0533959310042106,0.10746023944797321,SCANB
petcm,0.7003829852773741,0.055262276715351236,0.11106182556543506,SCANB
iobenguane,0.7362505414597327,0.05560069015916415,0.11158696069391195,SCANB
pomalidomide,0.6942805886630399,0.0561073676268425,0.11244786836016774,SCANB
methoxyflurane,1.4968616010630769,0.05635416683667999,0.11278627857908154,SCANB
filgotinib,0.6541121177028064,0.05673040780866989,0.11338245870047697,SCANB
pd-153035,1.446775762463307,0.057922692863278155,0.11560570561815654,SCANB
cebranopadol,1.3145926947353468,0.05827062523679625,0.11613993762760905,SCANB
peruvoside,0.38430074500947703,0.05886468341036652,0.11716258169848742,SCANB
alisertib,0.7362117656562743,0.059225594478966276,0.11771900441080248,SCANB
sgi-1027,0.5806097891008062,0.059909551907404046,0.11891511880660309,SCANB
gsk429286a,0.6372588740159276,0.060025907267724846,0.1189828600224628,SCANB
kp-1212,0.6134649215292642,0.06020853083059655,0.11918159249230262,SCANB
pacritinib,0.20865204075207913,0.06069062356460119,0.11997176543439607,SCANB
xilobam,1.4106149321848183,0.060854413654988344,0.12013142777458136,SCANB
ptc-209,0.6731345677649002,0.06121793307809634,0.12068439940600191,SCANB
tremorine,0.5788716548435939,0.061629416850559435,0.1213302941262034,SCANB
lafutidine,0.6668937906032769,0.062325422101852324,0.12253381220296237,SCANB
picolinic-acid,0.6898933928872409,0.06325575630896461,0.12408875437276759,SCANB
scs,0.765526301941203,0.06328969626151174,0.12408875437276759,SCANB
idarubicin,0.4261258671158891,0.06337359328367329,0.12408875437276759,SCANB
isopropyl-myristate,0.6564346378204243,0.06395810697792909,0.12506402810413972,SCANB
bitopertin,0.6042040123899344,0.06442235679905857,0.125801822251333,SCANB
cgs-15943,0.6105309535163893,0.06462500632835258,0.12602747190987357,SCANB
7-aminocephalosporanic-acid,1.4118090765137454,0.06496109508362968,0.12651238840647663,SCANB
ro-4987655,1.4704311015053115,0.06512966021168254,0.12667018592245247,SCANB
menadione,2.1875757242043057,0.0655734467656162,0.12736211740919012,SCANB
piperazine,0.7299644074461494,0.0660761946565488,0.12816655987671063,SCANB
linifanib,0.37857249677191723,0.06616583793677039,0.12816863118407865,SCANB
gsk1904529a,0.7996732258077938,0.06728137428074549,0.13015527885593411,SCANB
dronedarone,3.1398319193236275,0.06738315030952163,0.1301781288356179,SCANB
piroxicam,0.7076340979211211,0.06812631502309527,0.13143837045122514,SCANB
etofylline-clofibrate,1.537804891637321,0.06833148115086224,0.13165865942116867,SCANB
sr-27897,0.7978463272642369,0.06917761164955942,0.1329741803176587,SCANB
belinostat,0.5601642672486811,0.06919803578382654,0.1329741803176587,SCANB
pentamidine,0.710976136566783,0.0711068404359124,0.13645248128327642,SCANB
mifepristone,1.406015655738728,0.07119669894186156,0.13645248128327642,SCANB
pd-318088,1.3445739105346128,0.07155683356525976,0.1369612938742472,SCANB
iowh032,1.3654177006585242,0.07183855435126903,0.13731887469786827,SCANB
nomegestrol-acetate,1.3326382545303856,0.07251404209221868,0.13842720172485545,SCANB
ro-9187,1.6612590010010668,0.07290668877359698,0.13899338426270727,SCANB
jib04,0.5792241603010342,0.07309138033297859,0.13916214123923687,SCANB
ch5132799,0.40559406928776254,0.07374215346100885,0.1402166833877527,SCANB
cgp-54626,1.4172415471700754,0.07425629409855981,0.14100899942338066,SCANB
ikk-16,0.3635436319847216,0.0743885628923866,0.14107503342763225,SCANB
neratinib,1.7329646104769667,0.0749059187747579,0.14187024144905064,SCANB
pentagastrin,0.7017441236119045,0.07556800302139305,0.1428897053542733,SCANB
flumatinib,1.3948384465313404,0.07564168230917301,0.1428897053542733,SCANB
i-bet151,0.8494455002451035,0.07605463609731462,0.14307469374683038,SCANB
rucinol,1.3930377667346419,0.0760553587738066,0.14307469374683038,SCANB
dihydromyricetin,1.2860811450803724,0.07610444962606348,0.14307469374683038,SCANB
masitinib,1.2638456970130985,0.07613511692125735,0.14307469374683038,SCANB
parthenolide,0.4196202448972091,0.0768992441965681,0.14421396434404546,SCANB
octopamine,0.7708183597446729,0.07694069141230345,0.14421396434404546,SCANB
adaprev,0.6957628236313828,0.07709035779915302,0.14430756498754777,SCANB
sdz-wag-994,0.7198152493204004,0.07786284247711468,0.14556528819687978,SCANB
lcl-161,0.7273089494232619,0.07809863605347461,0.1458177114443584,SCANB
talmapimod,0.7304205320624789,0.07839394283713909,0.146045954606413,SCANB
amonafide,0.7979985234877337,0.07842274134705107,0.146045954606413,SCANB
gsk650394,1.4761822333796688,0.07874824799166623,0.14646364375827897,SCANB
ro-106-9920,0.30370753882853097,0.07901587006066524,0.14677273938097896,SCANB
tetramethylthiuram-monosulfide,0.65807568648373,0.07927835391089845,0.14707151039624367,SCANB
cs-110266,0.77789052379893,0.07950202744658749,0.14729761039079653,SCANB
indisulam,0.58709816797329,0.08085253853258108,0.14960821388317752,SCANB
ferb-033,1.477837436538478,0.08141354086753588,0.15045388714600821,SCANB
olda,0.7757988208184062,0.0820902391940243,0.15151093892060352,SCANB
sns-314,0.8057832734404414,0.08346931615137111,0.15386000060004332,SCANB
favipiravir,1.439856737404374,0.08401144060382307,0.1546622831472417,SCANB
bay-87-2243,0.6843541397255918,0.08422989297968501,0.15486741441118707,SCANB
mek1-2-inhibitor,1.6385152373731915,0.08467357087211319,0.15548560539587283,SCANB
as-1949490,0.7118826625916403,0.08569729521189134,0.15716601542662456,SCANB
zm-447439,0.7467872853097924,0.08590210231985307,0.15734220513522454,SCANB
gzd824,1.4256368278474185,0.08619655245123684,0.15768193602647246,SCANB
uk-383367,0.6833527345057774,0.08632745336899587,0.1577220012941124,SCANB
penicillamine-(d),1.4891495503353782,0.08704704780276426,0.15864710138090574,SCANB
cromakalim,1.3976495081427514,0.08713013472428195,0.15864710138090574,SCANB
nemorubicin,1.9442061440680518,0.08716271292178304,0.15864710138090574,SCANB
teprenone,0.5908259019745695,0.08841614970928045,0.1607263424991568,SCANB
fludroxycortide,0.6937756021064402,0.08902544022663263,0.1616308808129704,SCANB
zstk-474,1.3072794745542653,0.09024491807474581,0.1636395945540817,SCANB
latanoprost,1.283783456815336,0.09044487012819724,0.16375297912618983,SCANB
fluorometholone,0.654383699037095,0.09053378251620722,0.16375297912618983,SCANB
methiazole,0.6781185681279573,0.09152810262118043,0.1653447746477504,SCANB
balapiravir,0.7904653673337733,0.09232656444677304,0.16657922537965159,SCANB
erdafitinib,0.6732092221840915,0.09361460022382574,0.16853883557523555,SCANB
mitomycin-c,0.605770532821719,0.09372409475015163,0.16853883557523555,SCANB
ldn-57444,0.38924566985414794,0.09385991460605332,0.16853883557523555,SCANB
bms-599626,1.349626313318041,0.09387857738330328,0.16853883557523555,SCANB
sulmazole,0.7871387536689347,0.09437212492392258,0.16921495014239898,SCANB
fluocinolone-acetonide,0.8575168264510075,0.09508785073231195,0.17026961672098584,SCANB
tc1,0.675067138322069,0.09528916889984876,0.17026961672098584,SCANB
nitrocaramiphen,1.4642832476300074,0.09532238343041596,0.17026961672098584,SCANB
ly456236,1.3876354005046088,0.09543100149324085,0.17026961672098584,SCANB
alpelisib,1.9709427784800422,0.09682289565413303,0.17254030789597352,SCANB
atipamezole,0.754224819185938,0.09704814680289214,0.17272898945114998,SCANB
eplerenone,1.668516184444199,0.10049411044809423,0.17857826608405977,SCANB
rs-16566,0.6409279035602369,0.1005814007315195,0.17857826608405977,SCANB
eltrombopag,1.3677285999741144,0.10225502292937884,0.1813272281603078,SCANB
nsc-697923,0.32077815404433857,0.1030191006459981,0.18245855402051317,SCANB
aphidicolin,1.6907681548108968,0.10427044934756702,0.184449071156393,SCANB
bf2.649,0.8356631427101269,0.10583433546685744,0.18678422372862957,SCANB
pibenzimol,1.2819459628855316,0.10589107813057054,0.18678422372862957,SCANB
clopamide,0.8361436970453505,0.10597778001465437,0.18678422372862957,SCANB
cephalomannine,0.6096203614145521,0.10616235692213127,0.18688191054297318,SCANB
ky02111,0.8288818614910899,0.10671035875218712,0.1876183342823995,SCANB
uridine,1.330854480580079,0.10744095832834719,0.18867362463727957,SCANB
cetylpyridinium,0.5211349851399469,0.10766632041361965,0.18884020077394864,SCANB
alvespimycin,1.3730481067968505,0.10873672180483912,0.19048672693898572,SCANB
gw-3965,0.7534887172535687,0.11087952316827038,0.19400564694617561,SCANB
ftorafur,1.4318714364904401,0.11111659758288579,0.1941856481913475,SCANB
nobiletin,0.8029906082601231,0.11171221168522527,0.19499103776661156,SCANB
clocortolone-pivalate,0.8086252949987108,0.11251219026189711,0.1961507702517652,SCANB
zln005,0.8624553142161268,0.11264859452844699,0.19615224582751237,SCANB
homoquinolinic-acid,0.8344251404994134,0.11283927885481523,0.196248120796776,SCANB
wye-354,1.7871339635961374,0.11313689332461194,0.19652951337420585,SCANB
sb-225002,1.7024528274918884,0.1133124124783881,0.19659839431202347,SCANB
metyrapone,0.6202115192610991,0.113877534061418,0.197104041442059,SCANB
aztreonam,0.7569471210576685,0.11389602395537579,0.197104041442059,SCANB
ulipristal,1.483707170312493,0.11405277565831681,0.197104041442059,SCANB
pq-401,0.8095288124962802,0.11414871232097129,0.197104041442059,SCANB
isoflupredone-acetate,0.8345666866270948,0.11535137946612686,0.1989433207240591,SCANB
methscopolamine,0.7627247440389063,0.11568452580123394,0.19928036765998275,SCANB
skf-96365,2.254549594073163,0.11821736225793442,0.2034013355377302,SCANB
nvp-aew541,1.3921127502400954,0.1183747651142226,0.20343026736375308,SCANB
buthionine-sulfoximine,0.7478023898858542,0.1205090533196968,0.20685243197342973,SCANB
doxercalciferol,1.2447640608226576,0.12279843633845744,0.2103419220887117,SCANB
nsc-632839,0.663082364589984,0.12283270502070587,0.2103419220887117,SCANB
sparfloxacin,1.5786866500423034,0.12339487004195547,0.21105481909067325,SCANB
av-412,1.7815794042566384,0.12475980502505782,0.21308290299118873,SCANB
salvianolic-acid-b,1.5025941241889613,0.1249121432595689,0.21308290299118873,SCANB
acipimox,0.7727774473647668,0.12502238053871406,0.21308290299118873,SCANB
dovitinib,0.5955390031958896,0.1253566589173584,0.2134012770040207,SCANB
ritodrine,0.6952157126392202,0.12590323414285653,0.21375081181438654,SCANB
sulfamethazine,1.2863109247980398,0.12595695771618512,0.21375081181438654,SCANB
galeterone,0.5680144977011293,0.12600514338470747,0.21375081181438654,SCANB
clindamycin-phosphate,0.7105177424912181,0.12628109947995023,0.21396809244436532,SCANB
ethinyl-estradiol,0.8114202513778392,0.12665710067926203,0.21435418091566336,SCANB
am-404,0.7224519399331721,0.12691046857440888,0.21453206545230097,SCANB
melengestrol-acetate,0.8281456032615705,0.12737281545981596,0.21506238502958425,SCANB
salinomycin,0.6950584206242095,0.12816948658925953,0.21613447020412466,SCANB
dichlorvos,0.6618798171692463,0.12830650304446653,0.21613447020412466,SCANB
tamibarotene,0.47848709804156964,0.12913343086778348,0.2172745051926543,SCANB
nms-873,1.8426091776020503,0.1301547307388165,0.21873855444723284,SCANB
tiagabine,0.8243940318673617,0.13156864721130257,0.2205465357161156,SCANB
xl388,0.6465781996830422,0.13201253304921548,0.2205465357161156,SCANB
isofloxythepin,0.8051116592329973,0.13209984923364862,0.2205465357161156,SCANB
buphenine,0.8327289857725888,0.1321036651949766,0.2205465357161156,SCANB
mk-8245,1.3007590417151491,0.13211544587028798,0.2205465357161156,SCANB
estramustine-phosphate,1.3398706287915256,0.13214502174559242,0.2205465357161156,SCANB
mk-3207,0.733182735788951,0.1337978997918323,0.22290325106600517,SCANB
gidazepam,1.6563766773266693,0.13386518671482964,0.22290325106600517,SCANB
at-9283,0.7223941300371214,0.13405994532726007,0.22297096653855783,SCANB
bindarit,1.3723972305198517,0.1363473752015129,0.22646338776828617,SCANB
cholecalciferol,0.6938279097006965,0.13647525989498682,0.22646338776828617,SCANB
gilteritinib,1.4956077568532022,0.1366292588263399,0.22646338776828617,SCANB
tetrahydrouridine,0.7983034849205154,0.13708572328929305,0.22695923503864293,SCANB
tw-37,0.4127986371476241,0.13724210826455602,0.22695923503864293,SCANB
pitavastatin,0.760636447509511,0.13810161426075038,0.22811990392158196,SCANB
sertindole,0.6077323299997732,0.13828895076021205,0.22816888454963152,SCANB
colforsin-daproate,1.2418988188808389,0.1387133675515013,0.22844515509366534,SCANB
proflavine-hemisulfate,0.6348149183416892,0.13877214328080983,0.22844515509366534,SCANB
abiraterone,0.7814697309771121,0.1393204647795797,0.22908717333642253,SCANB
evacetrapib,0.7619719035211134,0.1397021497157235,0.2294540415875731,SCANB
capsaicin,1.341294421158989,0.1412870536673573,0.2317940665041565,SCANB
ammonium-lactate,1.2905400442320816,0.1417043559873474,0.23221115635732964,SCANB
se-methylselenocysteine,1.3315183071249377,0.14186224064953656,0.23221115635732964,SCANB
r547,0.5589503891794828,0.14203186640434884,0.2322261137707263,SCANB
sulconazole,1.7707071023027232,0.14230478011446848,0.23239233543701754,SCANB
octenidine,0.5360638523358968,0.14245473499145442,0.23239233543701754,SCANB
pha-767491,0.6704747675468239,0.14273190921540563,0.23247103708148198,SCANB
whi-p154,0.8182232530148013,0.14282429299615582,0.23247103708148198,SCANB
halofantrine,0.7436071744199421,0.14349952953507453,0.23330766206432904,SCANB
spironolactone,2.331819673985924,0.14517519843053173,0.23576712921322043,SCANB
pf-03814735,0.7747873088663463,0.1457841376450309,0.2364906358434526,SCANB
ouabain,0.5030290226821592,0.1470110892992632,0.23817916143416815,SCANB
sb-200646,1.3136879856734267,0.14715422966285163,0.23817916143416815,SCANB
fk-888,0.6941520704815856,0.14946247146890965,0.2416449119726394,SCANB
tyrphostin-ag-494,0.7309195085826802,0.15039972968676898,0.2428888491704852,SCANB
gsk2830371,1.6256741042244867,0.1514778244583838,0.24359575098213376,SCANB
gdc-0152,0.8703439957902075,0.15149082103460607,0.24359575098213376,SCANB
riboflavin,1.2900389589356358,0.15150225134605466,0.24359575098213376,SCANB
10-hydroxycamptothecin,0.6482900292372906,0.1515108333682933,0.24359575098213376,SCANB
ketoprofen,0.7698408907482961,0.1550023027922761,0.24893266608260098,SCANB
venetoclax,0.8235828097514676,0.1560359846224692,0.25031493320256426,SCANB
jzl-184,0.7540170372365452,0.15699165503810825,0.25156913049849683,SCANB
d-4476,0.7954288273893264,0.15762668744672576,0.25230731939757983,SCANB
rg108,0.8011256618393124,0.15782251578553924,0.2523416357366578,SCANB
rheochrysidin,1.396568808729285,0.1582698308588859,0.25277753339162023,SCANB
tilmicosin,1.4079713609108533,0.1608784409600659,0.25666053370365527,SCANB
cep-32496,1.2616590662164688,0.16148063544572758,0.2573375324779381,SCANB
caffeic-acid-phenethyl-ester,1.2260606770508446,0.1634470308935705,0.26018465753905,SCANB
sorafenib,0.7555908734915773,0.16534937282673662,0.2629236730552614,SCANB
bendroflumethiazide,1.2487691931559584,0.16698697905157434,0.26523617858137,SCANB
idoxuridine,0.8244376790450609,0.16763358843675707,0.2659712746359512,SCANB
digoxigenin,0.4081682892437704,0.1686099725472453,0.2672274154171566,SCANB
at7867,1.2474208463452663,0.1693650826189184,0.2681304973190098,SCANB
amg900,1.2181559702442382,0.17119888465855665,0.270737471148559,SCANB
kifunensine,1.2195236399750204,0.17204163793885913,0.2717731987964292,SCANB
istradefylline,1.233658897575845,0.17389162011873566,0.27439604614156,SCANB
triamcinolone,1.2741591323348465,0.1743898070085066,0.2748824082149336,SCANB
vatalanib,0.7681472136232252,0.17496736461541224,0.27546679215881986,SCANB
cyclocytidine,0.7367835349220764,0.17514129149005825,0.27546679215881986,SCANB
oxprenolol,0.6856500910207127,0.17684504752114044,0.2778444991998808,SCANB
sodium-stibogluconate,1.2778440870059904,0.1771127758518946,0.2779633260929409,SCANB
diaveridine,0.78646979510709,0.17853188882840157,0.2798869373073641,SCANB
betamethasone,0.8491504870575074,0.18290477315180725,0.28643204193794924,SCANB
pd-0325901,0.7745281497893074,0.18438747133445327,0.2881647513699145,SCANB
vx-702,1.2400491115138559,0.18440950916968957,0.2881647513699145,SCANB
tucatinib,0.5813152502346057,0.18510994052601015,0.28894723186746135,SCANB
zk811752,1.438944862142048,0.18605106873098312,0.29005474534717374,SCANB
tak-285,1.2880918074645338,0.18622035827748748,0.29005474534717374,SCANB
diclazuril,0.682203575809915,0.18843837318079787,0.2931938989167898,SCANB
abemaciclib,0.5792003770616172,0.18872149339647026,0.2933190128299597,SCANB
flutamide,0.8127594626489766,0.19231211082427666,0.298578996097348,SCANB
ajmaline,1.2482547369346249,0.1925309571462897,0.2985983869139134,SCANB
beta-lapachone,2.8664135109986857,0.19296058491135326,0.2989442894718717,SCANB
sc-144,0.836088252273378,0.19346269485413936,0.2994016250844274,SCANB
sb-205384,1.2998465823956133,0.19439754131737189,0.30052696825452685,SCANB
bi-2536,0.7974483578404434,0.1949735855563986,0.30109581462124735,SCANB
tideglusib,0.7735846489216972,0.1961848847243799,0.3026434202517886,SCANB
cyclosporine,0.6630764093105785,0.19672561027226873,0.30315437493500835,SCANB
clotrimazole,0.8268590952661371,0.19898276124061798,0.30630644203741936,SCANB
ly2874455,1.5726330620978186,0.19956563648394937,0.3068772327229275,SCANB
deoxycorticosterone-acetate,0.68277787225472,0.20159868400751652,0.30967441163362674,SCANB
vorinostat,0.599799775341011,0.20472462833285968,0.31414266935063406,SCANB
lidamidine,0.7868519083405229,0.20569158093687842,0.3152920737454058,SCANB
oseltamivir-phosphate,1.2546814918179157,0.2059150315040832,0.31530058263112,SCANB
ro-04-5595,1.1675733077847068,0.20693413992173604,0.3165261104299704,SCANB
ym-976,0.844921207785409,0.20753857929883598,0.3171154427089923,SCANB
enmd-2076,0.698059372573174,0.20861578758770213,0.318425152573212,SCANB
chlorogenic-acid,0.819563169404397,0.21080494918729528,0.3214275674120298,SCANB
canertinib,1.561359658822009,0.21151157549859848,0.32216552604891785,SCANB
snx-5422,0.5015529443654835,0.21331019301054013,0.3245634587657745,SCANB
fludarabine-phosphate,0.7196733020585538,0.2142263570771973,0.3256150616498997,SCANB
famotidine,0.839147652253021,0.21606185633800726,0.32806034220471825,SCANB
a-803467,0.7476185331009557,0.21645528262488814,0.32831320121405994,SCANB
oxaliplatin,0.7701108987311116,0.21753707834524993,0.32960853650845723,SCANB
su014813,0.7208954238751417,0.21860852972527134,0.33088550472015443,SCANB
hypericin,0.8143389195477955,0.2196424516459813,0.33210305907182336,SCANB
orotic-acid,0.8064813050736388,0.22306181091615251,0.33667569790495017,SCANB
sar131675,0.8839638916373027,0.22325469199371276,0.33667569790495017,SCANB
arctigenin,0.7410676501523845,0.22336466481600012,0.33667569790495017,SCANB
sta-5326,0.8292140452913558,0.22466707364366492,0.3381770829291296,SCANB
spermidine,1.4376820317395458,0.22482816432468744,0.3381770829291296,SCANB
azd8330,0.775350668031277,0.22596145416111435,0.339528789378123,SCANB
niridazole,1.2400552325298848,0.22714093836606863,0.34094703092915074,SCANB
"l-798,106",0.8496061062326683,0.22862910198462505,0.34282519230233416,SCANB
stf-118804,0.5606333990573544,0.231162308069209,0.3459707137210517,SCANB
nelarabine,1.2484118356093619,0.23120503121510505,0.3459707137210517,SCANB
pik-75,2.59833563563812,0.2320755460559856,0.3465621742887171,SCANB
chloropyramine,0.7126204430380962,0.2320792998519467,0.3465621742887171,SCANB
givinostat,1.8209342810953055,0.23498632061993627,0.35033835180656053,SCANB
pha-848125,1.5191226877199622,0.23511925351674726,0.35033835180656053,SCANB
methacycline,1.2740422631959887,0.23533440079887824,0.35033835180656053,SCANB
pilaralisib,1.2673648953727827,0.23784701980979275,0.35371494107376167,SCANB
bibu-1361,0.8209670805134458,0.23873486549693065,0.35467079093845855,SCANB
ponatinib,1.3776161320231126,0.24001083382444593,0.35620069389125464,SCANB
bms-626529,0.7943162728563499,0.24107653485118186,0.35741572328858623,SCANB
estradiol-cypionate,0.7804368146095141,0.2414470464892523,0.35759864510741873,SCANB
bosentan,1.1798138282894615,0.24185741555732898,0.3578401639176432,SCANB
plx-4720,0.7672622010792999,0.2436331666399559,0.36009927694383675,SCANB
ri-1,0.8231358144244176,0.24422243061410875,0.36060189499858714,SCANB
buparlisib,0.5197015816392627,0.2445697137537776,0.3607465604502713,SCANB
ha14-1,1.7699704012894055,0.24492016517568435,0.36089559980571817,SCANB
satraplatin,0.8272440907337945,0.24530297183437022,0.3610919636259753,SCANB
az-628,1.1924297788944025,0.24560626761590154,0.3611710053254162,SCANB
bibr-1532,0.7303139596981533,0.24652736992282043,0.3621127021462901,SCANB
ly2784544,0.8028076891652169,0.24674714880182586,0.3621127021462901,SCANB
aee788,1.2215122392415594,0.24938062930426552,0.36560665714617246,SCANB
metoxibutropate,0.8253084318650221,0.24979378682766656,0.3658417100603578,SCANB
tetrandrine,0.6326783715761155,0.250173020459445,0.3660266537965793,SCANB
cct137690,0.6883023013798888,0.25064851016090167,0.36635191333618655,SCANB
as-703026,1.263387886482473,0.2526829922512402,0.36866651162821895,SCANB
y-39983,0.8457378835350059,0.2527416582827873,0.36866651162821895,SCANB
colfosceril-palmitate,0.7631134520304206,0.2556053334067283,0.37246819480315796,SCANB
jnj-16259685,0.824803186226937,0.25621591750851536,0.372982326594388,SCANB
bay-k-8644-(s)-(-),1.2008580344501527,0.258789390904322,0.37634999863171253,SCANB
trans-4-hydroxycrotonic-acid,1.2119318944985702,0.2605948282669385,0.37843941783006263,SCANB
tipiracil,1.4871828517777923,0.26088673441920784,0.37843941783006263,SCANB
rifampin,0.7502037106170967,0.26101073876600034,0.37843941783006263,SCANB
evp4593,0.7363200123123153,0.26213692069180067,0.3796918160570927,SCANB
mubritinib,0.7229944032542562,0.2651133625760067,0.38361903564748173,SCANB
cinromide,0.7378796526242348,0.26605640677236797,0.3844198525600111,SCANB
narlaprevir,0.8678181475020743,0.26639277838880765,0.3844198525600111,SCANB
birinapant,0.8621422315920445,0.2664637955201736,0.3844198525600111,SCANB
trichostatin-a,1.8831630954526861,0.2681210763269162,0.38642549546319493,SCANB
srt1720,0.72407029873482,0.2704886632933253,0.38944984655267834,SCANB
pd-168393,1.4322088809351583,0.27307861296090385,0.3927880248055943,SCANB
sonidegib,1.9638351624531616,0.2735327328445193,0.39284280225611595,SCANB
suxibuzone,1.1859398943176358,0.2737395193087002,0.39284280225611595,SCANB
norethindrone,0.8047998693098299,0.2739311592787982,0.39284280225611595,SCANB
rn-1734,0.6828167633588693,0.27467465528566554,0.39351903583995845,SCANB
oltipraz,2.000294021654444,0.2768222422897032,0.39620354559169196,SCANB
paricalcitol,1.2276942140251066,0.27719081778718113,0.3963390448004458,SCANB
sb-590885,1.1729115781718105,0.27822924073414007,0.39739294353424987,SCANB
imatinib,0.6963828880122398,0.27847715600810596,0.39739294353424987,SCANB
dvd-111,1.2465703508763228,0.2792048940963996,0.3977034740711436,SCANB
josamycin,1.2260212582102443,0.2792444572607339,0.3977034740711436,SCANB
dequalinium,0.7666669477554903,0.2807687309960324,0.3994811737967147,SCANB
tranilast,1.3063827641401846,0.28108043749870826,0.3995318202953152,SCANB
morin,0.8324533656724732,0.28202853107808445,0.40048604952893835,SCANB
az3146,0.8227636377878026,0.2833807945849499,0.40201177427884566,SCANB
zaleplon,0.7610079972856116,0.28540480037247445,0.4044865290293541,SCANB
pi3k-in-2,1.4631554396139035,0.2860444484139575,0.4049963961399183,SCANB
parachlorophenol,0.8156304968445318,0.2879082192187602,0.4072367480054213,SCANB
trequinsin,0.7738210965685851,0.28974487482052236,0.40938231340066,SCANB
sib-1757,1.2304819339435924,0.2900130136019279,0.40938231340066,SCANB
cr8-(r),0.6082985012353576,0.29027384488533325,0.40938231340066,SCANB
famciclovir,1.1815267694702212,0.2914629210189546,0.41065905230226607,SCANB
methylphenidate,0.8197333901518805,0.2921892212085647,0.4109439304426172,SCANB
trolox,0.8240200905003936,0.2922331060300298,0.4109439304426172,SCANB
secnidazole,1.2297468533507854,0.29256572036706363,0.41101223045741847,SCANB
palmatine-chloride,1.142005297004584,0.29573613219119105,0.4150632233565989,SCANB
idronoxil,1.3129623486502013,0.2972785820107475,0.4168237482263098,SCANB
kenpaullone,0.8929631739166881,0.30107426487186106,0.4216985703707296,SCANB
p22077,1.1332942942157336,0.3015482519006587,0.4216985703707296,SCANB
minocycline,1.1467828242255105,0.3016295924904666,0.4216985703707296,SCANB
9-aminoacridine,0.5332517316164411,0.30270924300022595,0.4226760892207195,SCANB
usniacin-(+),1.181925339166459,0.3029129955230726,0.4226760892207195,SCANB
romidepsin,1.3561136746726206,0.3041910919027469,0.4240505876524805,SCANB
dpi-201106,1.642962889290537,0.305804110388995,0.42588888135984193,SCANB
triamcinolone-acetonide,1.1183662540064336,0.30862148644890447,0.42920245510195026,SCANB
barasertib-hqpa,0.8516942711891352,0.3087766107540637,0.42920245510195026,SCANB
warfarin,0.8608264572723255,0.31159003722385215,0.43269748931181773,SCANB
carmofur,0.6841946340655456,0.3159006280960715,0.4382629039837157,SCANB
anagrelide,0.6854481645005056,0.3176778319409161,0.44030634369588656,SCANB
zaldaride,1.2183559753536959,0.318737079521511,0.44106919746032375,SCANB
mk-0812,0.8383511253649751,0.3188378580120931,0.44106919746032375,SCANB
epiandrosterone,0.8408427626820282,0.3201638296835203,0.44248047903730076,SCANB
nemonapride,1.1182281884964158,0.32074706282295573,0.44248560630892236,SCANB
azd9668,1.1924428138581968,0.32077912993646135,0.44248560630892236,SCANB
navarixin,0.7675273671702711,0.32164866036958106,0.4432624871950322,SCANB
sodium-tanshinone-ii-a-sulfonate,0.8450980625928678,0.32604688475620736,0.44889613914579646,SCANB
rg2833,0.8767367857821765,0.32667509785287785,0.44933352337748506,SCANB
