drug,n_samples,pearson_r,spearman_r,rmse
dirithromycin,85,0.14326844,0.1051983584131327,0.24144979
disulfiram,94,0.0626475,0.08382761983889031,0.078068465
docetaxel,95,0.102224894,0.07069194331289348,0.20857804
dofetilide,88,0.12754576,0.04193230249022578,0.220675
dolastatin-10,89,0.2211775,0.18573374191351724,0.21736372
dolutegravir,74,0.0028492513,0.012632358385783042,0.09705217
domiphen,89,-0.055507377,-0.11910112359550563,0.23177534
domperidone,86,-0.07070365,-0.08167366385206849,0.27636263
dorzolamide,69,0.08104935,0.0017172086225794667,0.15959947
dovitinib,92,0.021872457,-0.045523215833568796,0.116450466
doxercalciferol,74,-0.00012967153,-0.007004813032210291,0.24970937
doxifluridine,82,0.0027472433,0.10046690828354068,0.15870892
doxorubicin,90,0.041227605,-0.03839980244474626,0.08555238
doxycycline,94,0.0018269864,0.055579236354441355,0.15780039
dronedarone,90,-0.052368667,0.006017203770012758,0.09420565
drospirenone,87,0.03765187,0.027885106072756436,0.16887736
ebastine,88,-0.11014392,-0.10408227959564652,0.19872776
ecamsule-triethanolamine,84,-0.21762294,-0.22563531436671055,0.24231198
echinomycin,91,0.2790608,0.3157509157509158,0.1517282
efonidipine-monoethanolate,90,0.12394916,0.08966539078898629,0.15902454
elacridar,92,0.15803267,0.05417443706363762,0.10438077
elesclomol,87,0.21017337,0.20932924118712054,0.17946465
eltrombopag,92,0.091534644,-0.011528443506003114,0.2217317
embelin,71,0.07012421,0.13386988598256203,0.21248841
emetine,93,0.20485991,0.2390259914654889,0.06613683
enocitabine,86,-0.016893348,-0.014500683994528042,0.17420082
enoximone,86,0.014347693,0.02761451011840181,0.12331433
entinostat,95,0.02059412,0.0015677491601343784,0.11717429
enzalutamide,66,0.10616803,0.09775597536791569,0.21277732
epiandrosterone,88,0.16402747,0.24144975520411402,0.2292716
epinastine,77,0.01446185,0.08010410641989588,0.1826043
epinephrine,82,-0.054333925,0.028939606665142958,0.19644776
epirubicin,56,-0.06636366,-0.049760765550239235,0.08007619
eplerenone,87,0.1633614,0.09865540322058385,0.09591975
epothilone-a,90,0.17356777,0.16440712845207225,0.08800584
epothilone-b,95,0.27721614,0.26599944008958565,0.17682509
epothilone-d,71,0.008393515,-0.03869885982562039,0.21361887
eprinomectin,68,0.11077927,0.056227812344924986,0.2190105
eprobemide,84,0.026017873,0.10570011136984915,0.21691747
eprosartan,85,0.02344429,0.011471565370334181,0.21124527
eptifibatide,74,-0.0908276,-0.07121806738245091,0.14624637
equol,86,-0.0031118959,0.027935279966036133,0.16308713
erastin,72,0.10585763,0.09553669046240917,0.15994185
ercalcitriol,89,0.117014006,0.024038134150493707,0.24813993
erdafitinib,88,0.18090412,0.1453981895671164,0.15686435
erlotinib,95,0.072117075,0.13076307144261173,0.17617318
erteberel,90,0.07372917,0.08500637938840186,0.22342442
erythritol,87,0.16797718,0.17689728074651892,0.22521293
estradiol,77,0.033986628,0.02734107997265892,0.23466255
estradiol-benzoate,78,0.21302807,0.24202379898582432,0.22339429
estradiol-cypionate,85,0.14524357,0.15630252100840336,0.2046098
estramustine,85,0.047535382,-0.03100308927330181,0.07572439
estramustine-phosphate,79,-0.015044229,-0.005063291139240506,0.20897427
estrone,82,-0.016852494,0.020624503433789357,0.19950826
ethacridine-lactate-monohydrate,89,0.081762135,0.11123595505617978,0.20782743
ethinyl-estradiol,83,0.20523399,0.20129297678518954,0.29810765
etofylline-clofibrate,60,-0.116949394,-0.15098638510697418,0.19217452
etomoxir,85,-0.023486996,-0.028727770177838577,0.15823503
etoposide,93,0.078316584,0.043821431768672967,0.17341782
etoposide-phosphate,90,0.003630077,-0.02778120755648845,0.15585697
evacetrapib,93,0.034583043,-0.0045059831100235734,0.19110067
everolimus,90,0.104975834,0.12646433265310666,0.28621662
evodiamine,92,0.024423553,0.04341661143905183,0.15750994
exatecan-mesylate,60,0.32656804,0.255237565990553,0.21424864
exemestane,59,-0.033314988,-0.037931034482758634,0.19478282
famciclovir,69,0.047846556,0.04541468761417611,0.23755641
famotidine,79,-0.1338253,-0.12753164556962027,0.25351146
favipiravir,85,-0.010009792,-0.05825679108852843,0.15143572
fdcyd,76,0.06371944,-0.007874231032125768,0.15870997
felbamate,85,-0.14795592,-0.1746922024623803,0.12677123
fenaclon,80,0.04771798,0.06666666666666667,0.15991561
fenbendazole,86,0.030292345,0.022519930185386103,0.16950203
fendiline,74,-0.011464244,-0.054335431321732686,0.15449296
fenofibrate,89,0.0020921081,0.03432073544433095,0.204918
fenoprofen,83,0.12987302,0.17753242936904412,0.11228637
fenretinide,89,-0.0018740188,-0.022676200204290096,0.14084469
fexinidazole,71,0.045250986,0.06364855801475519,0.25587502
filanesib,90,-0.1352183,-0.16197789471565519,0.18913269
filgotinib,74,0.03438103,0.01390596075527582,0.21648997
finafloxacin,86,-0.08917486,-0.1159394311052408,0.3067985
fleroxacin,79,0.0351567,0.06786757546251218,0.28485826
florfenicol,88,-0.07483856,-0.07005741256031842,0.18110132
floxuridine,90,0.031123566,0.07068362349261226,0.18949263
flubendazole,94,-0.0024560476,-0.06143120326554203,0.11541171
fludarabine,89,0.20054111,0.04909771876064011,0.1792097
fludarabine-phosphate,90,0.08481567,0.05683829279334897,0.14963408
fludroxycortide,84,0.14672333,0.096243798724309,0.16283922
flufenamic-acid,83,0.18750513,0.16739431593971704,0.17529449
flumatinib,86,0.04106323,0.00825510637294212,0.22719662
flumethasone,89,0.20623747,0.10187265917602997,0.31130028
flumethasone-pivalate,82,0.17343517,0.12752364471435879,0.24895124
fluocinolone-acetonide,84,0.24718063,0.24574263440315888,0.27169603
fluorometholone,90,0.058516525,-0.04799769518870642,0.1910809
fluoromethylcholine,55,-0.043585546,-0.062481962481962486,0.17094152
fluroxene,93,-0.006292879,-0.025349885112351162,0.23584539
flutamide,88,0.10092184,0.07632700503680745,0.21337904
fluticasone-propionate,75,0.16760099,0.16036984352773825,0.2455834
fluvastatin,92,0.13495384,0.17505355794275848,0.1450975
foretinib,84,0.07457352,0.05899212444736015,0.104371056
formestane,84,0.03584377,0.012736660929432013,0.21920559
forodesine,82,-0.10606329,-0.035535094306766365,0.13602053
forskolin,70,0.19205832,0.2288688653661097,0.24356754
fosbretabulin,95,-0.020615015,0.012732217623572727,0.18008761
foscarnet,82,0.021555817,0.000511531219729868,0.20363286
frentizole,92,0.07989394,0.042183622828784115,0.16509804
ftorafur,88,0.17274746,0.15547180444507064,0.19991863
fudosteine,81,0.0041062306,-0.08432700993676603,0.16424601
fulvestrant,79,-0.06760553,-0.03558909444985395,0.2280245
galeterone,89,0.07966744,0.11586653047327207,0.15934783
gambogic-acid,94,0.17449741,0.09824802225192357,0.06310216
gamma-aminobutyric-acid,81,0.34941947,0.3176151761517615,0.27541566
ganetespib,91,0.05982485,0.05220373409736636,0.16175239
gastrodin,90,-0.13767081,-0.2026999218010454,0.20165612
gefitinib,94,-0.009668071,-0.008485177430754155,0.14820504
gemcitabine,73,-0.0071247863,-0.022676786375416515,0.20163706
genipin,92,-0.060179558,-0.075058181650047,0.15905648
genz-644282,94,0.21379612,0.24763934544666405,0.10955298
gestrinone,84,0.2693224,0.2633188215045054,0.18468826
gidazepam,86,-0.09094823,-0.08807019199018823,0.14901096
gilteritinib,88,0.035294224,0.04781444824063965,0.14644468
gimeracil,83,0.012790647,-0.015847361571722427,0.16621622
ginkgolide-a,92,-0.016445346,-0.02761894486999676,0.24422307
givinostat,89,0.09111814,0.0790091930541369,0.0768003
golgicide-a,89,0.08996853,0.024497786857337424,0.15707257
golvatinib,80,0.057150893,0.03878213097366004,0.11552826
gossypol,93,-0.106153294,-0.06036823729521649,0.057413846
guanidine,86,0.23575547,0.17671588282466155,0.18678816
halcinonide,85,0.19435602,0.18571428571428572,0.34409383
halobetasol-propionate,87,0.1516725,0.07497995188452285,0.35920522
halofantrine,91,0.1577217,0.12709030100334448,0.18835287
halofuginone,91,-0.009756243,0.008568243350852047,0.08347915
harringtonine,91,-0.14285609,-0.09517439082656474,0.16365494
hesperadin,73,-0.023380801,-0.11696285326422315,0.21364026
hexachlorophene,91,-0.010371091,-0.06475553432075172,0.11867322
hexaminolevulinate,91,-0.08362293,-0.19321548017200194,0.10477674
hexylresorcinol,72,0.10031161,0.08077689883593801,0.19257046
homoharringtonine,88,0.119119965,0.0838469732986803,0.16880201
homoquinolinic-acid,81,0.14066377,0.047448057813911475,0.30116543
homosalate,68,-0.0836119,-0.02939267855097912,0.22620434
hydrocortisone,13,0.1176169,0.13186813186813187,0.18395074
"hydroxytacrine-maleate-(r,s)",87,0.05496753,0.047076620252241734,0.24996836
hydroxyurea,88,-0.076509364,-0.08064175266809906,0.21440642
hyodeoxycholic-acid,87,0.059451208,0.036924983596996426,0.25988913
hyoscyamine,90,0.06978114,0.08833189282627484,0.12956297
hypericin,65,-0.15815811,-0.16140734265734266,0.25225836
hypoestoxide,73,-0.12239306,-0.10301740096260648,0.16946608
ibrutinib,95,0.018986491,0.06748412754529189,0.16969125
ibutilide,89,0.12026414,0.12172284644194757,0.16228144
icotinib,82,0.01839473,0.029267915113818214,0.09100334
idarubicin,86,-0.07941504,-0.13056276239445258,0.0903346
idasanutlin,87,-0.034900066,0.008527877085880958,0.17401613
idazoxan,90,0.032158833,-0.05876445651726551,0.18076855
idelalisib,76,0.15102348,0.1284682208972292,0.070150465
idoxuridine,88,0.10792109,0.08752773766334403,0.2377141
idronoxil,89,0.04771304,-0.054358188627851564,0.1318113
ifosfamide,80,0.10609167,0.07834036568213784,0.16717567
ilomastat,83,0.10796237,0.12052390747659628,0.18374676
imatinib,91,-0.046192367,-0.04480220305366219,0.112717085
imidapril,83,-0.060498785,-0.08534486377566013,0.12732576
imiloxan,66,-0.015622241,0.026322930800542748,0.20510796
imiquimod,83,-0.07367033,-0.06608596540108372,0.06762968
indibulin,93,-0.03413376,0.025558771746590672,0.12991817
indiplon,90,0.240566,0.13773716919784335,0.13402466
indirubin,88,-0.02915449,-0.023924563108160754,0.090482466
indisulam,85,-0.15636715,-0.12640254514255145,0.14640395
indoprofen,92,-0.041315883,-0.17235639535779787,0.21438594
ingenol-mebutate,88,0.04824327,0.049751681871015474,0.34153584
inosine,89,0.2668338,0.19885938032005454,0.107622
iobenguane,57,0.35462,0.39681099299974076,0.2556027
iodipamide,84,0.100918755,0.10403968816442241,0.16655777
iododexetimide,89,0.018187916,0.02032686414708887,0.20925765
iproniazid,85,0.014554479,-0.038596834082470194,0.27668136
ipsapirone,69,0.17405266,0.1256485202776763,0.1658886
irinotecan,92,0.00014747313,0.010232614527299018,0.19485176
isoetharine,69,-0.05124229,-0.03536719035440263,0.23330605
isofloxythepin,91,0.022433398,-0.063258480649785,0.21579039
isoflupredone-acetate,77,0.15633026,0.24107471475892525,0.27048028
isometheptene-mucate,49,-0.18616846,-0.05204081632653061,0.22488678
isopropyl-myristate,94,0.09104047,0.14649423834122025,0.20129904
isoxsuprine,60,0.26468867,0.2382884134481801,0.22056675
ispinesib,85,-0.20716229,-0.17822411768554167,0.24702778
istradefylline,71,0.06517685,-0.032159624413145536,0.17457464
itraconazole,42,0.03858506,0.05145450125597602,0.16312584
ivermectin,93,-0.24959922,-0.21201993375309597,0.14802662
ixabepilone,90,0.15437137,0.14468452895419187,0.07329325
ixazomib,94,-0.003119029,-0.05858469096557454,0.11806229
ixazomib-citrate,89,-0.1260325,-0.20663942798774262,0.104989305
josamycin,85,0.003643292,0.006116865350791479,0.18152994
k-strophanthidin,19,0.19271241,0.19298245614035087,0.189703
kenpaullone,88,0.075516984,0.06317142756507345,0.31493664
ketoconazole,59,-0.15821852,-0.2500292226767972,0.1522727
ketoprofen,87,0.17164187,0.1481555733761026,0.25057986
kifunensine,84,0.060827587,-0.009415814518578515,0.2640814
ku-0063794,95,0.022516025,0.17178051511758116,0.14003022
kynurenic-acid,85,0.21056612,0.13804963846003518,0.28397897
lacitol,73,0.021980314,0.014068863383931879,0.25966835
lafutidine,87,0.0875063,-0.004392359845447255,0.20203121
lanatoside-c,89,0.10202044,0.07751106571331291,0.10350152
lanoconazole,59,-0.064609595,-0.08229105786090007,0.22096017
lapatinib,94,0.090810254,0.20027063357647454,0.12453288
lappaconite,93,0.075361125,0.027916206618722204,0.08696678
lasalocid,93,-0.001662462,0.04423920503715198,0.056038037
latanoprost,83,0.04683955,0.057848117207505975,0.26112366
latrepirdine,69,-0.040261187,0.037997807818779684,0.22861664
lenalidomide,89,0.11940859,0.08530813755532858,0.1716673
lenvatinib,84,0.15742831,0.16560414221297842,0.07873013
lerisetron,90,0.24691479,0.2414701403465448,0.19471972
lestaurtinib,76,0.08459148,0.09569377990430622,0.11580402
letrozole,84,0.11238994,0.05833755188822517,0.20095664
leucovorin,81,0.04510929,-0.017118337850045164,0.22373253
levobunolol,88,0.036078513,0.0029410728752069324,0.15152185
levocarnitine,82,0.018787405,0.005648610702974501,0.22760588
levocetirizine,88,0.059194293,-0.016748265295340074,0.19196804
levonorgestrel,61,-0.28088304,-0.3126388154415653,0.19404185
licochalcone-a,90,0.10676915,0.06297896859694613,0.17366274
lidamidine,55,-0.15453795,-0.13939393939393943,0.17407301
lidocaine,80,0.29271913,0.19732770745428974,0.16364473
linalool,86,-0.01336196,0.031048634369545733,0.20457846
linifanib,83,0.08529727,0.12117940785234561,0.06471157
linsitinib,82,0.09512127,0.11167317048477862,0.08388023
litronesib,90,-0.1306117,-0.08809236148129633,0.20291014
lomefloxacin,48,-0.0335218,0.00412505427702996,0.13939187
lomitapide,79,0.0452458,0.045788704965920156,0.22513165
lonafarnib,93,0.0050675324,-0.10711408194324251,0.25425988
lorazepam,84,0.050944343,0.02634403158853903,0.19458233
lorlatinib,84,-0.045647603,-0.011238230231851777,0.1477502
lovastatin,57,0.28391713,0.23522167487684734,0.27143192
loxistatin-acid,85,0.082251295,0.07430134844635529,0.19215588
lucitanib,85,0.16545552,0.08325190541332812,0.1666199
lurasidone,82,-0.10144096,-0.1703181288841001,0.21204872
maprotiline,79,-0.0867641,-0.09827166504381694,0.22960891
marimastat,95,-0.026672628,-0.015271556550951849,0.10505305
masitinib,82,0.03486249,0.05379784721541995,0.2363073
maxacalcitol,86,0.08503767,0.09397613094957308,0.19556792
maytansinol-isobutyrate,57,0.1751706,0.17371013741249677,0.24509612
mebendazole,62,-0.07719532,-0.12109994711792703,0.10568513
mechlorethamine,81,0.11060063,0.13477868112014454,0.16378672
meclizine,84,-0.0045816167,-0.011177483041409335,0.11215519
mefexamide,90,0.006201552,0.04348685022842326,0.10742408
meglitinide,86,0.15432519,0.03233171376008302,0.17520182
melengestrol-acetate,83,0.09828801,0.13513286595860793,0.26553446
meloxicam,85,0.22060302,0.2244479187023647,0.29617566
melphalan,93,-0.012492073,-0.09886305989078212,0.22265433
menadione,88,0.17056876,0.06446613568682684,0.10766923
mephenytoin,80,0.11912968,0.08907641819034225,0.18924262
mepivacaine,87,-0.015686546,0.039604140847124006,0.15965393
mercaptopurine,92,-0.014672044,-0.013824884792626727,0.26411438
mericitabine,87,0.07228824,0.03752642706131078,0.27409977
merimepodib,89,-0.023746032,-0.014181137214845083,0.16982126
mesna,86,0.16056336,0.04593612906269163,0.25885364
mesoridazine,77,0.22535798,0.18862716231137283,0.15763652
metaraminol,91,0.21176805,0.14830387004300047,0.11925588
metatinib,93,0.16637073,0.0822864134164901,0.18850574
methacycline,91,0.12903823,0.05054945054945055,0.19162944
methiazole,89,0.05441648,0.10505617977528091,0.19193564
methocarbamol,55,-0.104847506,-0.11890331890331891,0.17103407
methotrexate,62,0.17997791,0.17680239732064165,0.1815935
methoxyflurane,95,-0.040361974,0.0456047032474804,0.14696287
methscopolamine,88,0.1547,0.16346729597407633,0.27090663
methyldopa,79,0.13447277,0.14311100292112952,0.22023271
methylphenidate,79,0.068880625,0.06711295034079845,0.19293503
methylprednisolone,79,0.16451725,0.09870983446932814,0.37386554
metoprolol,82,0.17882894,0.1989638771889727,0.17313954
metoxibutropate,82,0.15315865,0.14685299463436402,0.21486767
metronidazole,88,0.115911126,0.12852664576802508,0.24310164
metyrapone,85,-0.037664812,0.027594293531366037,0.11729144
mevastatin,90,0.118994676,0.1651644235913899,0.12805034
mexeneone,82,0.16024451,0.08745007128786147,0.22136891
mexiletine,95,0.08405984,0.07218645016797313,0.087648466
mibampator,73,0.03762886,-0.05331358756016292,0.122895606
mibefradil,85,0.16855976,0.10254055110416259,0.23540358
midodrine,85,-0.05088828,-0.11803791283955442,0.2583319
midostaurin,94,0.028476331,0.039439367120615534,0.09460978
mifepristone,88,-0.05442793,-0.02403930823148181,0.19704595
minocycline,73,0.08738688,0.16533999753177842,0.32933214
mitomycin-c,89,-0.0801884,-0.1124106230847804,0.11577963
mitoxantrone,86,-0.04244321,-0.12671352422284068,0.1374155
mocetinostat,44,-0.031543277,-0.12233967582804792,0.19811174
monensin,91,-0.01673829,-0.01640388596910336,0.15624663
monobenzone,61,-0.1659741,-0.14537281861448967,0.1658472
morin,73,0.016837157,-0.04047883499938295,0.25570628
motesanib,81,0.05136232,0.04931212742977186,0.080365516
mozavaptan,89,-0.010503551,0.019816138917262516,0.11157782
mubritinib,72,-0.16483115,-0.15634445945076858,0.118402936
mycophenolate-mofetil,71,0.01685028,-0.024983232729711598,0.15281077
mycophenolic-acid,62,0.15771674,0.02943768729067513,0.12957315
nadide,80,-0.0030196842,-0.0669479606188467,0.24552098
nadifloxacin,71,0.09116538,0.07920858484238764,0.22932982
nafcillin,82,0.08248153,0.01971027742405938,0.22864331
naftidrofuryl,58,0.13364308,0.15032760158725275,0.17009027
naftifine,90,0.041760176,-0.004996501625715108,0.14591959
naloxone,70,-0.24149723,-0.2595573440643863,0.32832998
naltrexone,80,0.07376777,-0.024496015002344117,0.17299512
nanchangmycin,93,0.014735056,0.15102503655516095,0.12096283
napabucasin,92,-0.11022702,-0.07694916043659178,0.13921426
naproxen,60,0.09144987,0.12631286468463465,0.18004991
narasin,92,-0.037858404,-0.04887258603948645,0.1366601
narlaprevir,37,0.017736021,-0.03105737316263632,0.32923445
navarixin,88,0.11928973,0.10682962910781588,0.1700488
navitoclax,95,0.16084512,0.0740218656549258,0.16778474
nefiracetam,87,0.08403887,0.08895895603995042,0.22335537
nelarabine,84,0.03670586,0.07605548243393744,0.23727745
nemonapride,77,0.17293692,0.1216940953783059,0.22161719
nemorubicin,92,0.040802725,-0.021469414176286547,0.09956648
neratinib,81,-0.128449,-0.09524554660175559,0.13038053
nexturastat-a,85,0.23555185,0.19401993355481728,0.26165527
niacin,66,-0.029242268,-0.01997703788748565,0.23892497
niclosamide,92,0.0020676204,-0.015319883482576329,0.13859464
nicorandil,85,0.15037145,0.1363298807895251,0.1666707
nicotine,85,0.13521548,0.14191909321868282,0.2058533
nilotinib,88,0.11846234,0.05042090803423621,0.23794219
nilutamide,81,0.10815031,0.053590785907859075,0.15825766
nimorazole,85,0.061418794,0.05583349618917334,0.15411735
nintedanib,90,0.2558953,0.20218957072889654,0.22548635
niraparib,86,0.018833261,0.0213011818359643,0.11264913
niridazole,83,0.044561557,0.037949708240628016,0.20295374
nisoxetine,86,-0.016360663,0.11112788339072596,0.23554194
nitarsone,70,0.1451779,0.2196308284489546,0.20274177
nithiamide,84,0.13689116,0.12673888832641492,0.16697659
nitisinone,81,0.048193082,0.08398825654923216,0.16402906
nitrocaramiphen,73,0.26253995,0.22707639145995315,0.188161
nizatidine,79,0.06845396,0.14768743914313537,0.14678288
nizofenone,82,0.0631913,0.00482145383702833,0.15964256
nobiletin,89,0.104054295,0.019475655430711614,0.26189563
nocodazole,94,0.0948729,-0.012794856048838637,0.09767926
nomegestrol-acetate,70,0.034412473,0.026611844982941123,0.22421353
nonoxynol-9,93,-0.058220252,0.019814389305004326,0.23000242
norepinephrine,91,0.07212985,0.02436693741041567,0.1495923
norethindrone,89,0.16811123,0.15374531835205996,0.15742812
norethindrone-acetate,81,0.13703379,0.14186991869918697,0.259391
noretynodrel,84,-0.16283588,-0.08334514528703049,0.15362485
norfloxacin,88,0.10902295,0.06901835088584413,0.20398758
norgestrel,82,-0.10240759,-0.08993154188569999,0.23967142
novobiocin,92,-0.026004992,-0.08988486968851624,0.18072057
nutlin-3,87,-0.049833722,-0.03996865203761755,0.25035715
obatoclax,93,0.04670807,0.07878759827465671,0.13495661
obidoxime,84,0.053007003,0.0353953629644629,0.15797913
octenidine,61,-0.036592476,-0.022739291380222102,0.1448015
octopamine,81,0.11409585,0.04609304426377597,0.26682135
odanacatib,87,-0.10340351,-0.06490605712631481,0.08267526
olaparib,95,-0.07204065,-0.075695161999354,0.19976039
oleanolic-acid,87,0.023492321,0.019683604286651595,0.16008587
oleoylethanolamide,77,-0.05449556,-0.0515540482820975,0.15243575
oligomycin-a,75,-0.12009057,-0.15075391180654338,0.18479858
oltipraz,82,0.013524325,0.008169157969220167,0.07109564
omeprazole,70,0.022630574,-0.06380894060012247,0.13937569
oncrasin-1,93,0.08004736,0.034570737966637816,0.21132912
oprozomib,76,-0.09117991,-0.04440191387559809,0.098883696
orantinib,81,-0.080470525,-0.08534327009936765,0.19383408
oridonin,85,0.039593544,0.09022864959937464,0.11001423
ornithine,91,-0.041209955,0.037951903169294476,0.23445861
orotic-acid,82,-0.018014517,-0.06914378380731598,0.21979499
oseltamivir-phosphate,86,0.11781494,0.11682626538987688,0.16833466
osimertinib,83,-0.15406635,-0.11974634941562645,0.12680094
ouabain,76,0.068455905,0.042077922077922075,0.12231926
oxaliplatin,92,-0.09508682,-0.11329624092597443,0.18442504
oxazepam,85,0.09035532,0.0306624975571624,0.23037235
oxcarbazepine,85,0.08131753,0.09546609341410983,0.19769067
oxibendazole,92,-0.095317885,-0.05439021007043447,0.11039022
oxiperomide,78,-0.0052009085,0.03095658111938053,0.1450283
oxiracetam,93,-0.23734532,-0.22544836023992115,0.12950069
oxonic-acid,81,-0.09565498,-0.08371725383920506,0.18387234
oxprenolol,92,-0.054458085,-0.09005440562242806,0.17255498
oxymatrine,80,-0.098840736,-0.1043131739334271,0.19831835
oxymetazoline,87,0.104679555,0.09431727054020557,0.2164002
oxyphencyclimine,91,-0.0894737,-0.07090301003344482,0.15263973
oxyquinoline,92,0.120682456,0.07652235562473991,0.076688424
paclitaxel,95,0.077194706,0.0530533234149836,0.22116917
pacritinib,94,0.13593358,0.2030921504172236,0.079111114
palbociclib,95,-0.09590967,-0.03675835274440165,0.30616805
paliperidone,90,-0.09800099,-0.12779355475984688,0.22856517
palmatine-chloride,88,-0.017689351,0.014088971857278717,0.26272106
palmitoylethanolamide,80,0.17723224,0.1825363338021566,0.18338214
palomid-529,80,-0.015878497,-0.019549929676511955,0.1939321
panobinostat,90,0.039493494,0.0009631611475319545,0.16563004
papaverine,87,0.007578202,0.018717649631843695,0.10498757
parachlorophenol,78,0.15660866,0.11291240405164454,0.18615885
parbendazole,90,0.12864143,0.11766884800592664,0.10424662
pardoprunox,92,-0.023402197,-0.019481220042229856,0.12585607
paricalcitol,70,0.15079515,0.08858367596885662,0.19011816
parthenolide,75,-0.11952224,-0.015590327169274538,0.08429212
parthenolide-(-),90,0.0475694,-0.021903938757871343,0.16083531
pazopanib,93,0.028281117,0.012743035384705803,0.22963828
pelitinib,83,0.032060154,0.08034661876164656,0.123926416
penfluridol,90,0.0045738034,0.05069761698975182,0.0772159
pentagastrin,78,-0.0789647,-0.010027946736807496,0.19452353
pentamidine,84,-0.008601613,-0.04612736660929431,0.15216015
pentostatin,81,0.07172484,0.10602981029810297,0.127686
pepstatin,76,-0.048201665,-0.06403280929596719,0.18468608
peruvoside,91,0.2329838,0.22672400063704415,0.086581595
pevonedistat,90,0.15778863,0.124407902861805,0.16321823
phenazone,78,0.05671468,0.04434805700628485,0.19103445
phenelzine,81,-0.06538989,-0.1242999096657633,0.22691542
pheniramine,94,-0.062125504,-0.12789798793483365,0.17380233
phenylbutazone,87,-0.05175983,-0.07207330353515588,0.22279549
phenylmercuric-acetate,95,0.22221349,0.16977883538633823,0.068781525
phlorizin,81,0.07624002,0.058220415537488704,0.20533721
pibenzimol,92,0.14884333,0.10683846307969729,0.21389487
picolinic-acid,87,0.098739184,0.037125464751767874,0.20461132
pilaralisib,87,0.014001245,-0.02305533279871692,0.18222605
pilocarpine,79,0.013848569,0.026144109055501463,0.32118708
pindolol,86,0.00056955655,-0.03131279777347988,0.22173373
piperacetazine,81,-0.01590046,0.02240289069557362,0.2976234
piperazine,80,0.08398659,0.1301922175339897,0.21864958
piperine,85,0.12987226,0.2051201876099277,0.18027095
pirenperone,95,-0.109248705,-0.0028975363941769316,0.12817815
piretanide,84,0.10288808,0.13238837703756204,0.17014845
piroxicam,81,0.14796455,0.12025745257452573,0.18186553
pitavastatin,61,0.25054413,0.2611845584346906,0.15114273
plinabulin,93,0.05749676,0.0339440780639193,0.08374093
podophyllotoxin,93,0.11557209,0.14447494852436513,0.10211332
polydatin,89,-0.006993939,0.014555669050051076,0.13148716
pomalidomide,80,0.16885859,0.14549929676511955,0.20051713
ponatinib,84,-0.056836016,-0.040561287279742966,0.11723335
posaconazole,88,0.09820571,0.10732274312282063,0.20461449
poziotinib,94,-0.086218394,-0.051481698941585455,0.20723245
practolol,62,0.07502918,0.043741028934048506,0.17606989
pralatrexate,88,-0.06919742,-0.051393514585569705,0.161058
pranidipine,89,-0.03994994,-0.04239019407558735,0.27963346
prazosin,86,0.11449198,0.10359922637860276,0.1522305
prednisolone,79,-0.0051421495,0.018816942551119768,0.34887284
prednisolone-acetate,84,0.220966,0.2122709324693733,0.36349022
prednisolone-hemisuccinate,89,0.15310593,0.057473612529792314,0.31294736
prednisolone-tebutate,56,0.08416238,0.04620642515379358,0.25952312
primaquine,88,0.049322896,0.032704025923708226,0.20023656
proflavine-hemisulfate,73,-0.023866791,-0.05738615327656424,0.13917136
propoxycaine,81,-0.0396711,-0.005691056910569105,0.25084516
propranolol,81,0.07692014,0.050790424570912374,0.30368873
proscillaridin-a,62,-0.09278136,-0.08836342575105136,0.094507
protirelin,76,0.059311256,0.05990430622009569,0.16045415
pterostilbene,74,0.111919135,0.03819326175490558,0.14613038
puromycin,91,-0.069111064,-0.009842331581462018,0.12753262
pyrimethamine,93,0.014445783,0.012548118528244456,0.14956957
pyrithione-zinc,95,-0.0028808757,0.058832586786114215,0.096640505
pyritinol,59,0.16855872,0.17282291057860902,0.22739749
pyroxamide,84,0.1233714,0.004049812696162803,0.11846033
quinethazone,82,0.11525528,0.1420206571543627,0.23099965
quinidine,79,0.05270256,0.0687682570593963,0.21327835
quizartinib,92,0.12882268,0.08219410323197139,0.3496752
rabeprazole,62,-0.0654321,-0.16914708770869533,0.17820431
racecadotril,82,0.10575159,0.10571282419651505,0.23042187
raclopride,89,0.030794594,-0.04967654068777664,0.22382171
radezolid,75,-0.03874629,0.05129445234708392,0.24141777
raloxifene,58,0.018690553,-0.006859638869236212,0.16224384
raltitrexed,92,0.08057099,0.047269700846138435,0.1394702
ramatroban,87,0.08239065,0.06196690238390318,0.22541754
ramifenazone,80,-0.059236355,0.007290201593999063,0.2523061
ranitidine,52,0.07374909,0.023051310509690087,0.17393173
refametinib,73,0.021302786,0.02841540170307294,0.18350573
regorafenib,95,-0.09056451,-0.07143257877247308,0.2024198
remoxipride,69,0.063521884,0.05622944830105956,0.20620348
repaglinide,81,0.09246909,0.1012646793134598,0.15806478
repsox,91,0.12120685,0.14207676381589424,0.2159821
resatorvid,89,0.18035823,0.11949267960503918,0.18888639
resiquimod,75,-0.04399478,0.0530470872124801,0.07352468
resminostat,94,0.21219389,0.13804638402187097,0.18349142
rheochrysidin,87,0.20265302,0.10898884595757087,0.13067146
ribavirin,79,0.10391454,0.1147273612463486,0.22722593
ribitol,89,0.10896917,0.0510554988083078,0.17934163
ribociclib,87,-0.15402262,-0.17555571278735288,0.104200065
