drug,HR,pvalue,padj,cohort
az-628,0.44244973693588685,0.2916133192289999,0.9967351166470957,TCGA
crenolanib,0.22478890745236996,0.29220552187649873,0.9967351166470957,TCGA
tak-733,0.4098986606867682,0.2924302077243742,0.9967351166470957,TCGA
tezacaftor,0.43237581269312125,0.29244014931365914,0.9967351166470957,TCGA
carboplatin,0.5281890685091122,0.2926568665000667,0.9967351166470957,TCGA
nintedanib,0.5180875391231864,0.2931599244007654,0.9967351166470957,TCGA
ac-264613,0.4355721391006019,0.29327325702868257,0.9967351166470957,TCGA
sc-144,0.6301279625567968,0.29336323332191894,0.9967351166470957,TCGA
cep-33779,0.4599533109280531,0.2995819442212221,0.9967351166470957,TCGA
wz8040,0.2529529694774871,0.29997997384689357,0.9967351166470957,TCGA
mefexamide,0.303186960935275,0.3013673341329718,0.9967351166470957,TCGA
tropisetron,0.5077755576995174,0.30298233549084597,0.9967351166470957,TCGA
rheochrysidin,0.3917043515084644,0.30384074478749273,0.9967351166470957,TCGA
az20,0.1953273836134145,0.30529171811024514,0.9967351166470957,TCGA
terconazole,0.5075386922439102,0.30586925937705567,0.9967351166470957,TCGA
tedizolid,0.3662709550150524,0.3060213759654757,0.9967351166470957,TCGA
r406,0.5056813908989635,0.30673826149451144,0.9967351166470957,TCGA
cudc-101,0.44259323317444926,0.30688370030222656,0.9967351166470957,TCGA
naproxen,2.2436843998409155,0.3075822955947858,0.9967351166470957,TCGA
betamethasone,0.553604930352749,0.3082765885879899,0.9967351166470957,TCGA
phlorizin,2.3205032308989217,0.30828585216079657,0.9967351166470957,TCGA
crystal-violet,0.3913641454696414,0.30911532864729224,0.9967351166470957,TCGA
2-methoxyestradiol,0.2269050699187338,0.3091498076985406,0.9967351166470957,TCGA
zk-93423,0.4354613910127334,0.3100323965858757,0.9967351166470957,TCGA
florfenicol,0.4310657589952484,0.31185286607776835,0.9967351166470957,TCGA
niclosamide,0.33781440465496326,0.31190013475330775,0.9967351166470957,TCGA
maxacalcitol,0.5184174831051523,0.3124018724807271,0.9967351166470957,TCGA
birinapant,0.6170214229882268,0.31284577872045427,0.9967351166470957,TCGA
tosedostat,0.3712473018368082,0.31387887725342467,0.9967351166470957,TCGA
deoxycorticosterone-acetate,0.2682693846684663,0.3139410405418992,0.9967351166470957,TCGA
sulfasalazine,0.6894192506580354,0.31431812172596224,0.9967351166470957,TCGA
tyrphostin-ag-1296,0.38511191361174973,0.31433999022252335,0.9967351166470957,TCGA
clomifene,2.750639194898425,0.31622998612830866,0.9967351166470957,TCGA
rita,0.5653938711434806,0.317382615341695,0.9967351166470957,TCGA
jnj-16259685,0.5851382914449597,0.3175344911763883,0.9967351166470957,TCGA
eprinomectin,1.8799947641973263,0.3184015448832706,0.9967351166470957,TCGA
drospirenone,2.358149178964602,0.31893082442674203,0.9967351166470957,TCGA
lgx818,0.6717279587886011,0.3200926840525636,0.9967351166470957,TCGA
trans-4-hydroxycrotonic-acid,2.002737627838832,0.3206290750932705,0.9967351166470957,TCGA
salidroside,2.1929126176063076,0.32071254020803547,0.9967351166470957,TCGA
mek1-2-inhibitor,2.7479763218148583,0.3220415066786502,0.9967351166470957,TCGA
onx-0914,0.13331314508776052,0.3242706401296819,0.9967351166470957,TCGA
ch5132799,0.1631575181825599,0.3249112589584151,0.9967351166470957,TCGA
refametinib,0.4282551555478439,0.3251345066080777,0.9967351166470957,TCGA
ketoconazole,0.40560654744159896,0.3252956981385539,0.9967351166470957,TCGA
parachlorophenol,0.4938082494535651,0.32551380704856975,0.9967351166470957,TCGA
fenaclon,0.4338279448800258,0.32565849141252584,0.9967351166470957,TCGA
dehydrocholate-acid,0.5034623276023118,0.3261143192276453,0.9967351166470957,TCGA
fenretinide,0.367313055236095,0.32749937393156037,0.9967351166470957,TCGA
gw-441756,0.36618823051248295,0.3302270691185256,0.9967351166470957,TCGA
itraconazole,0.46300063083183496,0.33236876783889335,0.9967351166470957,TCGA
doxorubicin,0.19366851318319986,0.33264708756518513,0.9967351166470957,TCGA
tazemetostat,1.9641148310570442,0.3329772970204176,0.9967351166470957,TCGA
colforsin-daproate,0.5427112908535803,0.33299814335486994,0.9967351166470957,TCGA
u-0126,1.9551854875069234,0.3338557094289198,0.9967351166470957,TCGA
clofazimine,0.4937584988559904,0.3340835204933742,0.9967351166470957,TCGA
raltitrexed,0.4087877956866962,0.3342392697719294,0.9967351166470957,TCGA
buphenine,0.7086095192304621,0.33532815834259677,0.9967351166470957,TCGA
otx015,0.6936877286539662,0.33547728640164487,0.9967351166470957,TCGA
cx-5461,0.41257518142974864,0.3356766179635075,0.9967351166470957,TCGA
kd-023,0.4246639331890728,0.3364450876661292,0.9967351166470957,TCGA
5-hydroxymethyl-tolterodine,0.4686702951840864,0.3369031855298259,0.9967351166470957,TCGA
bms-265246,0.47787236420187706,0.33696164123307226,0.9967351166470957,TCGA
gsk256066,0.6297409033518023,0.3377979817687065,0.9967351166470957,TCGA
av-412,2.8746317832739474,0.33864880412354187,0.9967351166470957,TCGA
mg-132,0.09988381797987049,0.34016226270505334,0.9967351166470957,TCGA
beta-naphthol,1.6548809349816835,0.3409978137438517,0.9967351166470957,TCGA
papaverine,0.33358884368397185,0.34232928802863105,0.9967351166470957,TCGA
"l-798,106",0.5907448488095189,0.34288733389001613,0.9967351166470957,TCGA
pyrithione-zinc,5.484416248026136,0.3448308425711978,0.9967351166470957,TCGA
exemestane,0.502635917175766,0.34678626216472297,0.9967351166470957,TCGA
zaleplon,2.0810843029536144,0.346906882856451,0.9967351166470957,TCGA
ots167,0.28021926522484725,0.34787662215760007,0.9967351166470957,TCGA
pfk-015,2.794703360022945,0.34820427115796515,0.9967351166470957,TCGA
nadide,0.6212995980661994,0.3517065505012824,0.9967351166470957,TCGA
bruceantin,0.2765007570438343,0.3523355931548511,0.9967351166470957,TCGA
digitoxin,0.41323943494880827,0.35283078146975566,0.9967351166470957,TCGA
hypericin,0.6229077167459767,0.35368893777332355,0.9967351166470957,TCGA
nobiletin,0.6700757849675976,0.35531130298846514,0.9967351166470957,TCGA
talazoparib,0.4437760449712805,0.35683033148714527,0.9967351166470957,TCGA
canrenone,1.8237639623492867,0.3569001874018637,0.9967351166470957,TCGA
idelalisib,0.12333656367087148,0.35806766998680106,0.9967351166470957,TCGA
mk-2461,0.7323672262213777,0.35810026529106964,0.9967351166470957,TCGA
emd-53998,0.6466472229317235,0.35823371040764307,0.9967351166470957,TCGA
lenvatinib,0.22915588724136346,0.35914238356673933,0.9967351166470957,TCGA
combretastatin-a-4,0.6667030181106314,0.35950855055698794,0.9967351166470957,TCGA
busulfan,0.617747170948298,0.3599714452657675,0.9967351166470957,TCGA
pd-0325901,0.5427639820134899,0.360714898355761,0.9967351166470957,TCGA
iobenguane,0.5694108491834423,0.36075165795944597,0.9967351166470957,TCGA
givinostat,0.21002486468762097,0.36176413418329856,0.9967351166470957,TCGA
piroxicam,0.5283908679420833,0.3618610404175123,0.9967351166470957,TCGA
skepinone-l,0.658674953214442,0.3639720486830109,0.9967351166470957,TCGA
cudc-907,0.24996406141757624,0.3650702436787775,0.9967351166470957,TCGA
bms-626529,0.4316442332503636,0.365327454019553,0.9967351166470957,TCGA
vincristine,0.6900971294478409,0.3658921904595467,0.9967351166470957,TCGA
9-aminoacridine,0.17805308406055653,0.3664453467009542,0.9967351166470957,TCGA
cpp,1.885722674410598,0.36651338661169264,0.9967351166470957,TCGA
u-18666a,0.6055323532276018,0.3678698503311505,0.9967351166470957,TCGA
ky02111,0.5889901855609209,0.36898713203271105,0.9967351166470957,TCGA
4e1rcat,0.591899319492881,0.3694738262872481,0.9967351166470957,TCGA
epothilone-d,0.37973323073237975,0.370100731654453,0.9967351166470957,TCGA
bw-180c,1.7983501325254119,0.3705905026035754,0.9967351166470957,TCGA
benzyldimethylhexadecylammonium,0.49061168463155425,0.37081910926342565,0.9967351166470957,TCGA
ramatroban,0.6754051681815042,0.37177305014755246,0.9967351166470957,TCGA
hexylresorcinol,0.5116668437025715,0.37242388423898865,0.9967351166470957,TCGA
ryuvidine,0.08594416058974753,0.3733534505688043,0.9967351166470957,TCGA
meclizine,3.1834320255469297,0.373355337751748,0.9967351166470957,TCGA
bosutinib,0.617861806465297,0.37339240248541317,0.9967351166470957,TCGA
methacycline,0.5015141755404501,0.3741250296787043,0.9967351166470957,TCGA
levocarnitine,0.6134531296796936,0.3746217808096828,0.9967351166470957,TCGA
cariporide,0.6409026056311885,0.37504385361340753,0.9967351166470957,TCGA
iowh032,1.7755847984459958,0.3758834501507503,0.9967351166470957,TCGA
fph1-(brd-6125),0.5080168502807203,0.3762739574164359,0.9967351166470957,TCGA
monensin,0.44725057908270394,0.37730637835497405,0.9967351166470957,TCGA
ranitidine,2.231359725591486,0.37753519677106007,0.9967351166470957,TCGA
midodrine,0.5675199303519716,0.37808224281979663,0.9967351166470957,TCGA
flufenamic-acid,0.46371182615789064,0.3791482870228692,0.9967351166470957,TCGA
lorlatinib,2.639846025675616,0.38017935193089336,0.9967351166470957,TCGA
forodesine,2.4081063500181803,0.38033616439277784,0.9967351166470957,TCGA
tpca-1,0.4013128630806559,0.3806375830635279,0.9967351166470957,TCGA
butamben,0.5295312945516618,0.3808438286580329,0.9967351166470957,TCGA
rs-16566,0.4563335167477604,0.38086421319462604,0.9967351166470957,TCGA
nitarsone,0.48780327532230744,0.3813861587777976,0.9967351166470957,TCGA
jnj-7706621,0.2622424683066748,0.3819586058259775,0.9967351166470957,TCGA
phenylmercuric-acetate,4.122009606686884,0.3822950204114306,0.9967351166470957,TCGA
ginkgolide-a,1.7734810770971252,0.3823758859759465,0.9967351166470957,TCGA
blebbistatin-(-),0.5106499781804371,0.3825952066284741,0.9967351166470957,TCGA
capecitabine,0.17364975987642906,0.38409103427077007,0.9967351166470957,TCGA
azd2461,0.7015785044702504,0.3842173274455085,0.9967351166470957,TCGA
ipsapirone,0.4773249112813374,0.38438814579252467,0.9967351166470957,TCGA
vu0238429,0.4446203417489212,0.38465308469187676,0.9967351166470957,TCGA
prt062070,0.6545830734343833,0.38692911731611646,0.9967351166470957,TCGA
icotinib,5.096281434314661,0.3888616409361333,0.9967351166470957,TCGA
indiplon,1.7024073340066699,0.3890068894400148,0.9967351166470957,TCGA
sch-58261,0.6028065911671283,0.39025939430388445,0.9967351166470957,TCGA
ziprasidone,0.6477583000117155,0.3906984683963589,0.9967351166470957,TCGA
isopropyl-myristate,0.40512020000358745,0.3908767639538647,0.9967351166470957,TCGA
sb-2343,0.16716890114498895,0.3929394665312208,0.9967351166470957,TCGA
vincamine,0.6066195533779819,0.3939374226542245,0.9967351166470957,TCGA
adl5859,1.5807880546276518,0.3956367067272377,0.9967351166470957,TCGA
tipifarnib,0.5171733698879889,0.39582319299596436,0.9967351166470957,TCGA
norethindrone-acetate,0.6336355934376673,0.3968339899066343,0.9967351166470957,TCGA
rutin,0.5801986161939536,0.3969321321235666,0.9967351166470957,TCGA
azomycin-(2-nitroimidazole),0.492315245464673,0.39803757493728475,0.9967351166470957,TCGA
pentagastrin,1.7404655344118143,0.39907119817824865,0.9967351166470957,TCGA
aurora-a-inhibitor-i,0.22651995651772433,0.39994360877523827,0.9967351166470957,TCGA
tak-901,0.34811147267531,0.40061866372291943,0.9967351166470957,TCGA
tiagabine,0.641121983466657,0.40084172582363986,0.9967351166470957,TCGA
gsk1292263,0.46630073040474296,0.40096468494755944,0.9967351166470957,TCGA
nizatidine,0.4977286968206903,0.40108196446652045,0.9967351166470957,TCGA
sib-1757,0.5372171593852675,0.4011669383860844,0.9967351166470957,TCGA
cytochalasin-b,0.41923317442399727,0.4017837084732958,0.9967351166470957,TCGA
leucovorin,0.6209244927862788,0.4022339001990257,0.9967351166470957,TCGA
oleoylethanolamide,0.4940012483913983,0.40224433015641303,0.9967351166470957,TCGA
bromosporine,0.6725116340854013,0.40264774475254883,0.9967351166470957,TCGA
gdc-0879,1.2900183949639341,0.40314496096811014,0.9967351166470957,TCGA
mocetinostat,0.45862758452130686,0.4034705258805087,0.9967351166470957,TCGA
fluorometholone,0.5794500607946119,0.40433901590404797,0.9967351166470957,TCGA
halobetasol-propionate,1.3588118306924761,0.40552853545865764,0.9967351166470957,TCGA
p22077,1.491612995505745,0.4067367190567095,0.9967351166470957,TCGA
chloramphenicol-palmitate,0.46847188465025297,0.4073006219397255,0.9967351166470957,TCGA
dpi-201106,0.18097359160200138,0.40799314230280337,0.9967351166470957,TCGA
nsc-319726,0.5700100847847505,0.4081902334637948,0.9967351166470957,TCGA
sclareol,0.6251382280426551,0.40864945712243195,0.9967351166470957,TCGA
fleroxacin,0.5980301168602814,0.4087972566797903,0.9967351166470957,TCGA
nh125,0.23587479253485794,0.4088030033991862,0.9967351166470957,TCGA
cobimetinib,0.4482577171248843,0.41038570335489255,0.9967351166470957,TCGA
imatinib,0.36874293485823684,0.41185428386716016,0.9967351166470957,TCGA
embelin,0.6305052106515122,0.41240900945197945,0.9967351166470957,TCGA
az960,0.4447842840059484,0.4132786827011987,0.9967351166470957,TCGA
brefeldin-a,0.10893385256363729,0.4139870450811537,0.9967351166470957,TCGA
erlotinib,1.9935660417913008,0.4147038402381835,0.9967351166470957,TCGA
parthenolide,3.78185753862884,0.41549583408988733,0.9967351166470957,TCGA
irinotecan,0.5019152381238353,0.41694284083418065,0.9967351166470957,TCGA
idra-21,0.64324610075879,0.4177976583030317,0.9967351166470957,TCGA
oxibendazole,0.3238615009334774,0.41840157984992243,0.9967351166470957,TCGA
sulfabenzamide,0.567964128691886,0.42010559809030945,0.9967351166470957,TCGA
idarubicin,4.0258431476093435,0.42050372109810485,0.9967351166470957,TCGA
proflavine-hemisulfate,2.765065134326004,0.4213038309307926,0.9967351166470957,TCGA
chlorambucil,0.49528844639824043,0.4213867055381777,0.9967351166470957,TCGA
volasertib,0.5713620248258957,0.4213950625917706,0.9967351166470957,TCGA
famciclovir,1.867181965989546,0.421704726199399,0.9967351166470957,TCGA
echinomycin,3.0930487666109805,0.4223820398543313,0.9967351166470957,TCGA
amg900,0.6309264962143392,0.42250546367307107,0.9967351166470957,TCGA
paclitaxel,0.5803807740375911,0.42261571816261967,0.9967351166470957,TCGA
racecadotril,1.5734072108758355,0.42443822553999955,0.9967351166470957,TCGA
mtpg,1.8948559576677986,0.425086752193671,0.9967351166470957,TCGA
tanespimycin,0.4767441555907543,0.4256398229245125,0.9967351166470957,TCGA
wye-125132,0.4211594064297896,0.4268781007410255,0.9967351166470957,TCGA
crizotinib,0.36133443399234205,0.4273974367211899,0.9967351166470957,TCGA
cid-5458317,0.09381723945224127,0.428182313398907,0.9967351166470957,TCGA
ebastine,2.0045632585485884,0.42882253229938083,0.9967351166470957,TCGA
diphenyleneiodonium,0.3519710956256509,0.4290909229083304,0.9967351166470957,TCGA
tioguanine,0.5805844238759267,0.42985946798412444,0.9967351166470957,TCGA
berberine,0.38398269315737343,0.4300149411896129,0.9967351166470957,TCGA
oxaliplatin,0.5653403161531639,0.430161564513451,0.9967351166470957,TCGA
tas-103,0.4715525407939121,0.4323702695229521,0.9967351166470957,TCGA
azd8055,0.3403045961137626,0.4327941291406361,0.9967351166470957,TCGA
gsk2830371,0.36611133619809216,0.4328440369467156,0.9967351166470957,TCGA
mycophenolic-acid,3.0212083000348553,0.43298558809120247,0.9967351166470957,TCGA
pp-2,0.6725950511193559,0.4332920421018147,0.9967351166470957,TCGA
nvp-bvu972,1.4983692691020796,0.43398577626942547,0.9967351166470957,TCGA
guanidine,0.5035264737656959,0.43562912806272347,0.9967351166470957,TCGA
oncrasin-1,1.5700273658550814,0.4356481388449953,0.9967351166470957,TCGA
4-chlorophenylguanidine,1.619466591270663,0.435893669061416,0.9967351166470957,TCGA
broxaldine,0.5523581227065298,0.43728252319211813,0.9967351166470957,TCGA
ly2603618,0.36464705812466475,0.43777321390192503,0.9967351166470957,TCGA
pilaralisib,0.5601394566067569,0.43807495044908573,0.9967351166470957,TCGA
benfotiamine,0.6107437336863624,0.4380904105569128,0.9967351166470957,TCGA
dasatinib,1.7181813819660232,0.4381842557439315,0.9967351166470957,TCGA
efonidipine-monoethanolate,2.1029314371408003,0.4388390563692499,0.9967351166470957,TCGA
ixazomib-citrate,0.26592060128910305,0.43969271370929053,0.9967351166470957,TCGA
temazepam,0.5029676995311697,0.44183014776769347,0.9967351166470957,TCGA
piretanide,0.5610534384332926,0.44271554995140694,0.9967351166470957,TCGA
gdc-0980,0.40800608968440316,0.4430193477417492,0.9967351166470957,TCGA
teroxirone,2.079551697789688,0.44371618811490976,0.9967351166470957,TCGA
quizartinib,0.7537628354090323,0.4453370657999849,0.9967351166470957,TCGA
fr-139317,0.5769683869688212,0.4480017469330808,0.9967351166470957,TCGA
pterostilbene,1.93455985249991,0.4483079512494127,0.9967351166470957,TCGA
sr-27897,0.7390459144249197,0.4487292895856666,0.9967351166470957,TCGA
saracatinib,0.3886554908033722,0.448945643131496,0.9967351166470957,TCGA
dofetilide,0.5292518103666413,0.44898040739517775,0.9967351166470957,TCGA
4-methylgenistein,1.4720034944293579,0.4496653605869382,0.9967351166470957,TCGA
benzocaine,0.5537180346819923,0.44969066235588584,0.9967351166470957,TCGA
nithiamide,0.5332985070863786,0.45032371031884344,0.9967351166470957,TCGA
mk-2206,0.3173719119336332,0.4505608922636549,0.9967351166470957,TCGA
tedizolid-phosphate,2.8261810416438435,0.45166273017698544,0.9967351166470957,TCGA
trovafloxacin,0.5356354051621973,0.4526513436112717,0.9967351166470957,TCGA
gsk1838705a,0.6000264365140722,0.45269321971527154,0.9967351166470957,TCGA
tioxolone,1.5818495503816745,0.4527725221524195,0.9967351166470957,TCGA
le-135,0.4179307905765032,0.4535644506732688,0.9967351166470957,TCGA
pazopanib,0.6136001516359296,0.4541525513417485,0.9967351166470957,TCGA
narasin,0.5321684555297994,0.45417297570539716,0.9967351166470957,TCGA
decitabine,0.4798317802564449,0.4543672523954849,0.9967351166470957,TCGA
lucitanib,0.5740655381088388,0.4547496307181409,0.9967351166470957,TCGA
carmustine,1.483807540251925,0.4550126730184797,0.9967351166470957,TCGA
at-7519,0.4388957066544175,0.45545200607285585,0.9967351166470957,TCGA
sodium-glucoheptonate,0.6769737420183888,0.45743035897336526,0.9967351166470957,TCGA
chloroxine,0.3853655154228582,0.45744060073141946,0.9967351166470957,TCGA
amisulpride,0.52392070587532,0.45791697312325086,0.9967351166470957,TCGA
zm-447439,0.5848959000127756,0.4585712044592424,0.9967351166470957,TCGA
pepstatin,1.8741344731209977,0.45878373505744774,0.9967351166470957,TCGA
ly2606368,0.5622290250834315,0.45935506244086177,0.9967351166470957,TCGA
avn-944,0.3530260878347025,0.45937613918690967,0.9967351166470957,TCGA
gsk2656157,0.6159959730367659,0.46044309637266734,0.9967351166470957,TCGA
docetaxel,0.6210471081895066,0.460881271284468,0.9967351166470957,TCGA
sgi-1776,0.6693808993758236,0.46332441737807517,0.9967351166470957,TCGA
gidazepam,2.505839289921315,0.46346034370200007,0.9967351166470957,TCGA
captamine,1.6202342478025051,0.4637155618225943,0.9967351166470957,TCGA
mycophenolate-mofetil,1.680029223059586,0.4639450648149953,0.9967351166470957,TCGA
pd-407824,0.5184712238101193,0.4641873590750848,0.9967351166470957,TCGA
ly303511,0.6534122031895129,0.46470400187850935,0.9967351166470957,TCGA
plx-4720,0.5495710693620713,0.4647146099619819,0.9967351166470957,TCGA
amg458,0.603044208152277,0.46473793228085414,0.9967351166470957,TCGA
betamethasone-dipropionate,1.384707755517804,0.4661576630216884,0.9967351166470957,TCGA
suxibuzone,0.5716322161356666,0.4683755409614613,0.9967351166470957,TCGA
metronidazole,0.6075492594826665,0.46884793637995315,0.9967351166470957,TCGA
pirenperone,0.40948757405967223,0.47043691574549173,0.9967351166470957,TCGA
azd2014,0.5013592612893538,0.47220371685587026,0.9967351166470957,TCGA
cinnarazine,0.589115870993967,0.4723928604804757,0.9967351166470957,TCGA
aphidicolin,0.4687626304556245,0.47259938635241294,0.9967351166470957,TCGA
ban-orl-24,0.6094062879804047,0.4733791974384217,0.9967351166470957,TCGA
nsc-3852,1.5037586211690057,0.47365874299097876,0.9967351166470957,TCGA
mk-8745,0.5519883873254567,0.474321295502774,0.9967351166470957,TCGA
estradiol,0.6347826545001002,0.47620553579444036,0.9967351166470957,TCGA
levonorgestrel,1.907914120739389,0.47689279605756607,0.9967351166470957,TCGA
nvp-aew541,0.4988169176141039,0.47696199932070826,0.9967351166470957,TCGA
batimastat,2.8483546081437936,0.4778009399273284,0.9967351166470957,TCGA
kx2-391,0.5964289233616846,0.47865990036895234,0.9967351166470957,TCGA
mk-8245,1.4242948808140174,0.4792550497695459,0.9967351166470957,TCGA
thiomersal,0.23748991392416804,0.47959084927236506,0.9967351166470957,TCGA
sch-900776,0.46063593480029275,0.4799516034437421,0.9967351166470957,TCGA
phenazone,1.7067233444561787,0.480227808209849,0.9967351166470957,TCGA
taltirelin,0.6124196680965852,0.4813111838673062,0.9967351166470957,TCGA
tofogliflozin,0.5725267558298294,0.4832512877074888,0.9967351166470957,TCGA
cytochlor,0.5572394634692529,0.4848678995673623,0.9967351166470957,TCGA
carfilzomib,0.3969171317362911,0.4853554761275617,0.9967351166470957,TCGA
pha-848125,0.37205412308397284,0.48592285833607995,0.9967351166470957,TCGA
minocycline,0.736604049253811,0.48592780682388503,0.9967351166470957,TCGA
trolox,0.6238537640235591,0.4873382903250416,0.9967351166470957,TCGA
nms-e973,0.3898706602261483,0.48768665491716634,0.9967351166470957,TCGA
psb-1115,0.7007988422684236,0.48812493876379925,0.9967351166470957,TCGA
dihydroergocristine,1.9193859353576876,0.4886697079284995,0.9967351166470957,TCGA
salvianolic-acid-b,1.9126032734529366,0.4890433264815778,0.9967351166470957,TCGA
chlorhexidine,0.4091540977956932,0.49185754106017177,0.9967351166470957,TCGA
istradefylline,0.5221207158331981,0.4919122690165948,0.9967351166470957,TCGA
pilocarpine,0.7239649600888869,0.4921265988385686,0.9967351166470957,TCGA
hyoscyamine,2.436473798845667,0.4927602360870931,0.9967351166470957,TCGA
balapiravir,0.7432620030722847,0.4928449075478386,0.9967351166470957,TCGA
lerisetron,0.6874787433693816,0.4948255318290907,0.9967351166470957,TCGA
skf-96365,3.4396211160603873,0.4958864192956123,0.9967351166470957,TCGA
palomid-529,1.5664100533994112,0.4964560507848055,0.9967351166470957,TCGA
repsox,0.706823184666611,0.49761517807374145,0.9967351166470957,TCGA
pr-619,0.3384102414159972,0.5009300223092077,0.9967351166470957,TCGA
onc201,0.2528488425077759,0.501171696382409,0.9967351166470957,TCGA
zardaverine,0.4418600118673106,0.5012808598246598,0.9967351166470957,TCGA
pp242,0.3234040256810177,0.502594533658542,0.9967351166470957,TCGA
bibx-1382,0.5832823763426008,0.5029651861152196,0.9967351166470957,TCGA
isometheptene-mucate,1.6179757574544353,0.503596175401491,0.9967351166470957,TCGA
ribavirin,0.5983446077947472,0.504337920234925,0.9967351166470957,TCGA
zln005,0.7548266759608383,0.505274202813381,0.9967351166470957,TCGA
metatinib,0.6089575001263988,0.5053539951466147,0.9967351166470957,TCGA
picolinic-acid,0.6527468371923605,0.5053787945294418,0.9967351166470957,TCGA
methocarbamol,2.001571176396162,0.5059389020737843,0.9967351166470957,TCGA
tivantinib,0.4779433522587487,0.5065748318778731,0.9967351166470957,TCGA
uracil,0.5998777513008933,0.5066510291018762,0.9967351166470957,TCGA
fudosteine,1.8776128041196112,0.5069486388706731,0.9967351166470957,TCGA
tagatose,1.7866403375955637,0.5073126360577296,0.9967351166470957,TCGA
bosentan,1.4342840072180993,0.5075207711782925,0.9967351166470957,TCGA
pheniramine,1.6339228257937892,0.5086901171761187,0.9967351166470957,TCGA
mk-3207,0.5861469843637072,0.5089251300713895,0.9967351166470957,TCGA
cyt-997,0.5104256172455963,0.5100268373161956,0.9967351166470957,TCGA
gsk2126458,0.36912365647799583,0.5100579985567084,0.9967351166470957,TCGA
diclazuril,2.0972635225150955,0.5106764891159534,0.9967351166470957,TCGA
abt-702,1.524001648006126,0.5107588516351723,0.9967351166470957,TCGA
brilliant-green,0.2570854701207597,0.5109822833597508,0.9967351166470957,TCGA
etoposide-phosphate,1.907127052954778,0.5115058508983963,0.9967351166470957,TCGA
ag-14361,0.624058310726611,0.5119236224995782,0.9967351166470957,TCGA
topotecan,0.568138155884523,0.5122844261647375,0.9967351166470957,TCGA
canertinib,0.4513819383209617,0.5135712263945972,0.9967351166470957,TCGA
7-aminocephalosporanic-acid,0.6638567220340418,0.5140363422981472,0.9967351166470957,TCGA
tms,1.7868836957959604,0.5146469183848638,0.9967351166470957,TCGA
pibenzimol,0.6406450382252149,0.5167777535842637,0.9967351166470957,TCGA
arctigenin,0.5693126028403793,0.5168241085206047,0.9967351166470957,TCGA
taurine,0.6436586187263542,0.5168440069050845,0.9967351166470957,TCGA
gs-39783,0.5598874235304335,0.5171463413325722,0.9967351166470957,TCGA
pha-793887,0.7461959691404052,0.5173117325275853,0.9967351166470957,TCGA
gilteritinib,0.5388119046244866,0.517645408589002,0.9967351166470957,TCGA
bms-599626,0.6803870574655645,0.5177391021390465,0.9967351166470957,TCGA
doxercalciferol,0.7312298741306285,0.5183030402879003,0.9967351166470957,TCGA
etomoxir,0.6202437892239175,0.5183772632567686,0.9967351166470957,TCGA
selumetinib,0.5761562262480171,0.5187220048466974,0.9967351166470957,TCGA
atipamezole,1.5118794248376175,0.5187244958296557,0.9967351166470957,TCGA
ethinyl-estradiol,1.453302614853698,0.5193303512896079,0.9967351166470957,TCGA
gdc-0941,0.4751294975561399,0.519455681330069,0.9967351166470957,TCGA
oseltamivir-phosphate,0.5998737430193826,0.5206555285994323,0.9967351166470957,TCGA
norgestrel,0.7084013399964704,0.5212305348278583,0.9967351166470957,TCGA
poziotinib,1.6583211635846768,0.5214245686521588,0.9967351166470957,TCGA
bam7,0.7594021276229019,0.5222300740467294,0.9967351166470957,TCGA
isofloxythepin,0.7022421868212578,0.5225775670982942,0.9967351166470957,TCGA
pf-04136309,0.6076280231540956,0.5228222986499089,0.9967351166470957,TCGA
wp1130,0.18233261989714186,0.5229679472180553,0.9967351166470957,TCGA
metaraminol,4.881247413414112,0.523007388119874,0.9967351166470957,TCGA
latrepirdine,1.6093762144509562,0.5232802500928806,0.9967351166470957,TCGA
dequalinium,0.551986966278051,0.5242193367134275,0.9967351166470957,TCGA
evodiamine,1.7415478777308193,0.5264248295560818,0.9967351166470957,TCGA
nsc-632839,1.6661156551921708,0.5266938423579144,0.9967351166470957,TCGA
zk-93426,0.5769233799533959,0.5271361106204324,0.9967351166470957,TCGA
pardoprunox,0.5726529969470174,0.5276355272225577,0.9967351166470957,TCGA
danazol,0.6354592541861839,0.5295824011589616,0.9967351166470957,TCGA
avl-292,0.40994772744852875,0.5303807435354425,0.9967351166470957,TCGA
diazooxonorleucine,0.6613738406765497,0.5307903218018091,0.9967351166470957,TCGA
dacomitinib,2.011648530746107,0.5311423508257865,0.9967351166470957,TCGA
rucinol,0.6343962290144499,0.5322440689559473,0.9967351166470957,TCGA
norethindrone,0.5736729907166718,0.5326066811238722,0.9967351166470957,TCGA
ldn-57444,3.8984497398672286,0.5331884664467484,0.9967351166470957,TCGA
azd8330,0.6312931271297122,0.5331912284735991,0.9967351166470957,TCGA
ro-90-7501,1.4987184267177525,0.5332607171741413,0.9967351166470957,TCGA
exatecan-mesylate,0.6399178812259261,0.5343565098334678,0.9967351166470957,TCGA
nanchangmycin,1.9102550145708341,0.5351087903179905,0.9967351166470957,TCGA
etoposide,0.6879198685405685,0.5351307432508885,0.9967351166470957,TCGA
clofoctol,2.1863445271680413,0.5352562938588252,0.9967351166470957,TCGA
linsitinib,2.6987014730971954,0.5367974945816836,0.9967351166470957,TCGA
danusertib,0.6146103501752472,0.5369780889629884,0.9967351166470957,TCGA
