tf,rank_42,importance_mean_42,rank_123,importance_mean_123,rank_456,importance_mean_456,mean_rank,in_top20_all_seeds
RFXAP,263,0.00041367377328718,183,0.0008666826554073134,12,0.0017602089705950207,152.66666666666666,False
LEF1,276,0.00040258894105963094,53,0.0016074180497195232,131,0.000641273376183535,153.33333333333334,False
NKRF,160,0.0006378104755475016,161,0.0009595723395525993,142,0.0006247469968498494,154.33333333333334,False
NFATC4,109,0.000777686250936919,124,0.001099053323328421,233,0.00042784802895029674,155.33333333333334,False
RFX1,41,0.0011849486812793382,419,0.00038893101692117466,8,0.002075341245830659,156.0,False
RXRB,258,0.0004160043571380701,84,0.0013127235121801002,127,0.0006523802667013088,156.33333333333334,False
TP73,290,0.0003896125974113767,95,0.0011931316942013148,87,0.0007807202660243009,157.33333333333334,False
MEOX1,117,0.0007405304327221529,312,0.0005412769913191644,44,0.0010339391085863374,157.66666666666666,False
TBX6,126,0.00071745630136568,272,0.0006262473955268543,77,0.00083175525381221,158.33333333333334,False
USF2,93,0.0008427789336675426,287,0.0005945682912142454,97,0.000748774110406609,159.0,False
ARID1A,47,0.0011392094532890371,341,0.0005007494769553446,90,0.0007721354090101544,159.33333333333334,False
PPARGC1B,48,0.0011374711278249654,256,0.00067492581142274,175,0.0005593091579309354,159.66666666666666,False
RXRG,106,0.0007936286084176655,66,0.0014728580402680275,307,0.0003494817943099158,159.66666666666666,False
KDM5B,123,0.0007233414736137175,181,0.0008682457540668441,177,0.0005515289286401612,160.33333333333334,False
NCOA1,224,0.0004764735788767487,198,0.0008256698374335622,59,0.0009187361928056679,160.33333333333334,False
KAT7,124,0.0007225612687479401,224,0.0007520976953607963,139,0.000628574734670992,162.33333333333334,False
DAXX,69,0.0009979146404723658,273,0.0006258821344862085,147,0.0006173937171655725,163.0,False
JUND,42,0.0011832262913561533,292,0.0005887144515685522,157,0.0005978294692223437,163.66666666666666,False
NSD2,54,0.0010820369607417338,285,0.0005985629341287704,154,0.0006031200664851481,164.33333333333334,False
BCL11A,98,0.0008232184957181964,177,0.0008877394167498234,219,0.0004544873203843908,164.66666666666666,False
HOXD13,145,0.0006543313742661143,251,0.000693658798258129,102,0.0007273737710144787,166.0,False
TBX2,44,0.0011718026372281283,204,0.0007935841484581805,250,0.0004072668548360525,166.0,False
CREB5,206,0.0005270111969090949,259,0.0006650809635754161,35,0.0011208956796536133,166.66666666666666,False
XBP1,150,0.0006522027405287989,127,0.0010884761778112133,223,0.0004466977625821583,166.66666666666666,False
CREB1,198,0.0005424085705575029,81,0.0013348304352499933,222,0.0004469731145801151,167.0,False
ARID1B,199,0.0005380520955213797,30,0.002129094930668626,276,0.0003762874526456251,168.33333333333334,False
SMARCA4,205,0.0005272604653741423,86,0.0012821076414900635,220,0.00045277446034478174,170.33333333333334,False
CIITA,261,0.00041405202806675913,212,0.0007758039338306954,41,0.0010681509587756768,171.33333333333334,False
ZFHX3,240,0.0004429961901829908,128,0.001088093666498246,148,0.000616862750355336,172.0,False
